DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,PXR_Emax,PXR_assay
DTXSID3020546,79-40-3,C2H4N2S2,119.98159,Inactive,0,0
DTXSID3020548,2439/10/3,C15H33N3O2,287.257277,Inactive,0,0
DTXSID3020596,100-41-4,C8H10,106.07825,Inactive,0,0
DTXSID3020598,1072-53-3,C2H4O4S,123.98303,Inactive,0,0
DTXSID3020621,67614-33-9,C25H22ClNO3,419.128821,Active,84.94293264,1.415123431
DTXSID3020625,98319-26-7,C23H36N2O2,372.277678,Active,27.02073032,1.033686317
DTXSID3020627,86386-73-4,C13H12F2N6O,306.104065,Inactive,0,0
DTXSID3020629,363-17-7,C15H10F3NO,277.071448,Active,121.123994,0.810030503
DTXSID3020671,4680-78-8,C37H35N2NaO6S2,690.183423,Inactive,0,0
DTXSID3020673,2353-45-9,C37H34N2Na2O10S3,808.117097,Inactive,0,0
DTXSID3020679,76-44-8,C10H5Cl7,369.821094,Active,60.11237557,0.569589604
DTXSID3020704,26049-71-8,C9H10N4S,206.062618,Inactive,0,0
DTXSID3020706,26049-70-7,C9H8N4O2S,236.036797,Inactive,0,0
DTXSID3020708,619-67-0,C7H8N2O2,152.058578,Active,36.81913816,1.065616503
DTXSID3020750,542-56-3,C4H9NO2,103.063329,Inactive,0,0
DTXSID3020752,26675-46-7,C3H2ClF5O,183.971433,Inactive,0,0
DTXSID3020756,1453-82-3,C6H6N2O,122.048013,Inactive,0,0
DTXSID3020833,1634-04-4,C5H12O,88.088815,Inactive,0,0
DTXSID3020835,6294-89-9,C2H6N2O2,90.042927,Inactive,0,0
DTXSID3020881,64091-91-4,C10H13N3O2,207.100777,Inactive,0,0
DTXSID3020887,91-62-3,C10H9N,143.073499,Inactive,0,0
DTXSID3020889,622-97-9,C9H10,118.07825,Inactive,0,0
DTXSID3020910,55-98-1,C6H14O6S2,246.023181,Inactive,0,0
DTXSID3020912,389-08-2,C12H12N2O3,232.084792,Inactive,0,0
DTXSID3020914,86-86-2,C12H11NO,185.084064,Inactive,0,0
DTXSID3020916,2243-62-1,C10H10N2,158.084398,Active,24.01301889,1.272726739
DTXSID3020918,93-46-9,C26H20N2,360.162649,Inactive,0,0
DTXSID3020960,602-87-9,C12H9NO2,199.063329,Active,61.18268913,0.778413812
DTXSID3020962,91-23-6,C7H7NO3,153.042593,Inactive,0,0
DTXSID3020964,98-95-3,C6H5NO2,123.032028,Inactive,0,0
DTXSID3020966,62-23-7,C7H5NO4,167.021858,Inactive,0,0
DTXSID3021065,611-23-4,C7H7NO,121.052764,Inactive,0,0
DTXSID3021140,615-28-1,C6H10Cl2N2,180.022104,Active,138.795844,1.94352331
DTXSID3021142,61-76-7,C9H14ClNO2,203.071306,Inactive,0,0
DTXSID3021144,156-51-4,C8H14N2O4S,234.067428,Active,130.7907004,1.007952638
DTXSID3021148,59-88-1,C6H9ClN2,144.045426,Active,87.90807429,0.577824121
DTXSID3021190,366-70-1,C12H20ClN3O,257.12949,Inactive,0,0
DTXSID3021192,58-33-3,C17H21ClN2S,320.111398,Active,33.80149633,1.075330042
DTXSID3021196,139-40-2,C9H16ClN5,229.109423,Active,46.04895511,1.060374271
DTXSID3021198,318-98-9,C16H22ClNO2,295.133907,Inactive,0,0
DTXSID3021221,82586-55-8,C25H31ClN2O5,474.19215,Active,68.78054507,1.305312176
DTXSID3021223,132907-72-3,C17H18ClN3O,315.11384,Inactive,0,0
DTXSID3021275,20624-25-3,C5H16NNaO3S2,225.04693,Active,27.99569106,0.778413812
DTXSID3021277,110-44-1,C6H8O2,112.052429,Inactive,0,0
DTXSID3021304,107-35-7,C2H7NO3S,125.014664,Inactive,0,0
DTXSID3021354,1271-19-8,C10H10Cl2Ti,247.963898,Inactive,0,0
DTXSID3021356,52225-20-4,C31H52O3,472.391646,Inactive,0,0
DTXSID3021358,1156-19-0,C14H21N3O3S,311.130363,Inactive,0,0
DTXSID3021431,108-05-4,C4H6O2,86.036779,Inactive,0,0
DTXSID3021437,100-40-3,C8H12,108.0939,Inactive,0,0
DTXSID3021483,122-78-1,C8H8O,120.057515,Active,31.1562442,0.665705211
DTXSID3021485,121-91-5,C8H6O4,166.026609,Inactive,0,0
DTXSID3021487,528-44-9,C9H6O6,210.016438,Inactive,0,0
DTXSID3021516,78-93-3,C4H8O,72.057515,Inactive,0,0
DTXSID3021518,110-17-8,C4H4O4,116.010959,Inactive,0,0
DTXSID3021562,3018-12-0,C2HCl2N,108.948604,Inactive,0,0
DTXSID3021641,112-05-0,C9H18O2,158.13068,Inactive,0,0
DTXSID3021643,124-13-0,C8H16O,128.120115,Active,61.83911244,0.778413812
DTXSID3021645,124-07-2,C8H16O2,144.11503,Inactive,0,0
DTXSID3021647,1821-02-9,C5H8O3,116.047344,Inactive,0,0
DTXSID3021726,65-45-2,C7H7NO2,137.047678,Inactive,0,0
DTXSID3021770,79-95-8,C15H12Cl4O2,363.95914,Active,175.1950757,0.865950602
DTXSID3021772,80-52-4,C10H22N2,170.178299,Inactive,0,0
DTXSID3021774,83-32-9,C12H10,154.07825,Inactive,0,0
DTXSID3021778,84-62-8,C20H14O4,318.089209,Inactive,0,0
DTXSID3021801,91-88-3,C11H17NO,179.131014,Inactive,0,0
DTXSID3021803,93-91-4,C10H10O2,162.06808,Inactive,0,0
DTXSID3021805,94-62-2,C17H19NO3,285.136493,Active,213.7949658,1.189984115
DTXSID3021807,95-47-6,C8H10,106.07825,Inactive,0,0
DTXSID3021851,103-05-9,C11H16O,164.120115,Inactive,0,0
DTXSID3021853,103-76-4,C6H14N2O,130.110613,Inactive,0,0
DTXSID3021930,111-26-2,C6H15N,101.120449,Inactive,0,0
DTXSID3021932,111-42-2,C4H11NO2,105.078979,Inactive,0,0
DTXSID3021936,111-69-3,C6H8N2,108.068748,Inactive,0,0
DTXSID3021938,111-83-1,C8H17Br,192.051364,Inactive,0,0
DTXSID3021980,123-66-0,C8H16O2,144.11503,Inactive,0,0
DTXSID3021982,123-86-4,C6H12O2,116.08373,Inactive,0,0
DTXSID3021984,124-22-1,C12H27N,185.21435,Inactive,0,0
DTXSID3021986,126-73-8,C12H27O4P,266.164696,Active,39.81473426,0.667008793
DTXSID3021988,NOCAS_21988,, ,Inactive,0,0
DTXSID3022035,464-45-9,C10H18O,154.135765,Inactive,0,0
DTXSID3022085,619-50-1,C8H7NO4,181.037508,Inactive,0,0
DTXSID3022089,621-42-1,C8H9NO2,151.063329,Inactive,0,0
DTXSID3022160,1689-82-3,C12H10N2O,198.079313,Active,121.4366745,0.843774928
DTXSID3022162,1689-84-5,C7H3Br2NO,274.85814,Active,49.94087481,0.583348921
DTXSID3022164,1745-81-9,C9H10O,134.073165,Inactive,0,0
DTXSID3022247,7212-44-4,C15H26O,222.198365,Inactive,0,0
DTXSID3022320,58-72-0,C20H16,256.125201,Active,29.79089407,0.630923211
DTXSID3022326,153-18-4,C27H30O16,610.153385,Inactive,0,0
DTXSID3022370,57-83-0,C21H30O2,314.22458,Active,101.3884128,0.778413812
DTXSID3022403,131-53-3,C14H12O4,244.073559,Active,145.3958006,0.670715864
DTXSID3022405,131-57-7,C14H12O3,228.078644,Active,54.28930381,0.915279
DTXSID3022409,1980/9/1,C12H10O4S,250.02998,Active,26.14309782,0.620830536
DTXSID3022455,131-11-3,C10H10O4,194.057909,Inactive,0,0
DTXSID3022536,599-64-4,C15H16O,212.120115,Active,151.7000415,1.030742881
DTXSID3022582,115-79-7,C28H42Cl4N4O2,606.206187,Inactive,0,0
DTXSID3022584,32887-01-7,C15H23N3O3S,325.146013,Inactive,0,0
DTXSID3022586,37517-28-5,C22H43N5O13,585.285736,Inactive,0,0
DTXSID3022588,54-62-6,C19H20N8O5,440.155666,Inactive,0,0
DTXSID3022611,117-37-3,C16H12O3,252.078644,Inactive,0,0
DTXSID3022617,63-75-2,C8H13NO2,155.094629,Inactive,0,0
DTXSID3022663,64706-54-3,C24H34N2O,366.267114,Active,52.97128537,1.705004367
DTXSID3022667,378-44-9,C22H29FO5,392.199902,Active,37.88223935,1.736088962
DTXSID3022748,53994-73-3,C15H14ClN3O4S,367.039355,Inactive,0,0
DTXSID3022798,80-77-3,C11H12ClNO3S,273.022642,Inactive,0,0
DTXSID3022821,298-57-7,C26H28N2,368.225249,Inactive,0,0
DTXSID3022825,81098-60-4,C23H29ClFN3O4,465.183062,Active,64.73439212,1.233835575
DTXSID3022829,81103-11-9,C38H69NO13,747.476891,Inactive,0,0
DTXSID3022871,2259-96-3,C14H16ClN3O4S2,389.027076,Inactive,0,0
DTXSID3022877,147-94-4,C9H13N3O5,243.085521,Inactive,0,0
DTXSID3022904,33755-46-3,C27H37FO6,476.257417,Active,30.34910511,1.654280143
DTXSID3022906,81-13-0,C9H19NO4,205.131408,Inactive,0,0
DTXSID3022950,972-02-1,C21H27NO,309.209264,Inactive,0,0
DTXSID3022956,148-18-5,C5H10NNaS2,171.015236,Active,35.48870658,0.778413812
DTXSID3022958,34368-04-2,C18H23NO3,301.167794,Inactive,0,0
DTXSID3023007,304-84-7,C12H17NO3,223.120843,Inactive,0,0
DTXSID3023051,30748-29-9,C20H20N2O2,320.152478,Active,58.27203133,1.171107792
DTXSID3023057,50-91-9,C9H11FN2O5,246.0652,Active,26.22376861,1.662719635
DTXSID3023059,2022-85-7,C4H4FN3O,129.03384,Inactive,0,0
DTXSID3023132,135-09-1,C8H8F3N3O4S2,330.990833,Inactive,0,0
DTXSID3023180,84625-61-6,C35H38Cl2N8O4,704.239307,Active,37.34366008,2.173235351
DTXSID3023188,74050-98-9,C22H22FN3O3,395.16452,Inactive,0,0
DTXSID3023261,57-53-4,C9H18N2O4,218.126657,Inactive,0,0
DTXSID3023265,5588-33-0,C21H26N2OS2,386.148656,Active,87.59394476,1.712383062
DTXSID3023269,1665-48-1,C12H15NO3,221.105193,Inactive,0,0
DTXSID3023340,128794-94-5,C23H31NO7,433.210052,Active,29.94410315,2.140184471
DTXSID3023342,42200-33-9,C17H27NO4,309.194008,Inactive,0,0
DTXSID3023425,61869-08-7,C19H20FNO3,329.142722,Inactive,0,0
DTXSID3023427,2152-34-3,C9H8N2O2,176.058578,Inactive,0,0
DTXSID3023471,57-47-6,C15H21N3O2,275.163377,Inactive,0,0
DTXSID3023479,51940-44-4,C14H17N5O3,303.133139,Inactive,0,0
DTXSID3023502,52-21-1,C23H30O6,402.204239,Inactive,0,0
DTXSID3023508,4630-95-9,C22H28BrN,385.140513,Inactive,0,0
DTXSID3023550,84449-90-1,C28H27NO4S,473.16608,Active,131.4082032,1.155734222
DTXSID3023556,68-26-8,C20H30O,286.229666,Active,112.4323316,0.926385963
DTXSID3023685,134308-13-7,C14H11NO5,273.063722,Inactive,0,0
DTXSID3023687,124937-51-5,C22H31NO,325.240565,Active,98.56333659,1.418580309
DTXSID3023712,738-70-5,C14H18N4O3,290.13789,Inactive,0,0
DTXSID3023716,3902-71-4,C14H12O3,228.078644,Inactive,0,0
DTXSID3023718,486-12-4,C19H22N2,278.178299,Inactive,0,0
DTXSID3023764,192-97-2,C20H12,252.0939,Inactive,0,0
DTXSID3023845,208-96-8,C12H8,152.0626,Active,34.52609721,0.831191917
DTXSID3023897,43121-43-3,C14H16ClN3O2,293.093104,Active,58.99609593,0.969580027
DTXSID3023899,1861-40-1,C13H16F3N3O4,335.10929,Active,77.7347727,1.455128398
DTXSID3023974,98-57-7,C7H7ClO2S,189.985528,Inactive,0,0
DTXSID3024077,505-29-3,C4H8S2,120.006743,Active,93.12447958,0.954433199
DTXSID3024100,84-72-0,C14H16O6,280.094688,Inactive,0,0
DTXSID3024102,22224-92-6,C13H22NO3PS,303.105802,Active,122.5265367,0.826178358
DTXSID3024104,206-44-0,C16H10,202.07825,Active,74.88969701,0.674296593
DTXSID3024108,56425-91-3,C15H15F3N2O2,312.108562,Active,56.9279586,0.778413812
DTXSID3024152,81335-37-7,C17H17N3O3,311.126991,Inactive,0,0
DTXSID3024154,36734-19-7,C13H13Cl2N3O3,329.033397,Active,163.9804553,0.814943191
DTXSID3024235,85509-19-9,C16H15F2N3Si,315.10033,Active,69.97751164,1.136191435
DTXSID3024239,19666-30-9,C15H18Cl2N2O3,344.069448,Active,185.5859247,1.263009812
DTXSID3024287,81335-77-5,C15H19N3O3,289.142641,Inactive,0,0
DTXSID3024289,129-00-0,C16H10,202.07825,Active,31.46275857,0.704036265
DTXSID3024316,34014-18-1,C9H16N4OS,228.104482,Active,45.46558117,0.778413812
DTXSID3024318,886-50-0,C10H19N5S,241.136117,Active,134.8375456,0.839474854
DTXSID3024362,598-77-6,C3H5Cl3,145.945683,Inactive,0,0
DTXSID3024366,121-44-8,C6H15N,101.120449,Inactive,0,0
DTXSID3024368,112-50-5,C8H18O4,178.120509,Inactive,0,0
DTXSID3024441,7493-63-2,C10H11NO2,177.078979,Inactive,0,0
DTXSID3024447,7493-72-3,C12H22O2,198.16198,Inactive,0,0
DTXSID3024449,109-57-9,C4H8N2S,116.040819,Active,30.58325584,0.778413812
DTXSID3024491,6285-57-0,C7H5N3O2S,195.010248,Active,43.3390789,0.698272946
DTXSID3024497,591-27-5,C6H7NO,109.052764,Inactive,0,0
DTXSID3024499,123-30-8,C6H7NO,109.052764,Inactive,0,0
DTXSID3024522,463-04-7,C5H11NO2,117.078979,Inactive,0,0
DTXSID3024528,8007-70-3,, ,Active,43.58655075,1.033686317
DTXSID3024574,24370-25-0,C8H8N4O,176.069811,Inactive,0,0
DTXSID3024603,7787-56-6,BeH8O8S,177.006171,Inactive,0,0
DTXSID3024657,627-18-9,C3H7BrO,137.968028,Inactive,0,0
DTXSID3024659,591-17-3,C7H7Br,169.973113,Inactive,0,0
DTXSID3024736,99-48-9,C10H16O,152.120115,Inactive,0,0
DTXSID3024738,97-42-7,C12H18O2,194.13068,Inactive,0,0
DTXSID3024780,4584-49-0,C5H13Cl2N,157.042505,Inactive,0,0
DTXSID3024786,327-97-9,C16H18O9,354.095082,Inactive,0,0
DTXSID3024815,87-60-5,C7H8ClN,141.034527,Inactive,0,0
DTXSID3024861,26444-49-5,, ,Active,95.88241199,1.178055279
DTXSID3024869,80-15-9,C9H12O2,152.08373,Inactive,0,0
DTXSID3024940,3252-43-5,C2HBr2N,196.847575,Inactive,0,0
DTXSID3024942,21285-46-1,C4H6Br2O2,243.873455,Inactive,0,0
DTXSID3024944,35691-65-7,C6H6Br2N2,263.889774,Inactive,0,0
DTXSID3024994,2893-78-9,C3Cl2N3NaO3,218.921441,Inactive,0,0
DTXSID3024998,611-06-3,C6H3Cl2NO2,190.954084,Inactive,0,0
DTXSID3025041,105-58-8,C5H10O3,118.062994,Inactive,0,0
DTXSID3025045,4074-88-8,C10H14O5,214.084124,Inactive,0,0
DTXSID3025047,112-36-7,C8H18O3,162.125594,Inactive,0,0
DTXSID3025049,111-77-3,C5H12O3,120.078644,Inactive,0,0
DTXSID3025091,119-90-4,C14H16N2O2,244.121178,Active,64.89787355,0.680212786
DTXSID3025093,101-70-2,C14H15NO2,229.110279,Active,118.9252762,0.902665025
DTXSID3025122,1119-40-0,C7H12O4,160.073559,Inactive,0,0
DTXSID3025170,101-67-7,C28H43N,393.33955,Inactive,0,0
DTXSID3025178,102-06-7,C13H13N3,211.110947,Active,437.2080444,1.69310745
DTXSID3025203,992-59-6,C34H26N6Na2O6S2,724.115063,Active,50.41859554,1.247881508
DTXSID3025209,15791-78-3,C22H16N2O7,420.095751,Active,30.40405248,1.066818242
DTXSID3025253,379-79-3,C70H76N10O16,1312.544076,Active,130.2888618,2.018889122
DTXSID3025257,58-54-8,C13H12Cl2O4,302.011264,Inactive,0,0
DTXSID3025330,393-52-2,C7H4ClFO,157.993471,Inactive,0,0
DTXSID3025332,51-65-0,C9H10FNO2,183.069557,Inactive,0,0
DTXSID3025338,103-70-8,C7H7NO,121.052764,Inactive,0,0
DTXSID3025461,97-86-9,C8H14O2,142.09938,Inactive,0,0
DTXSID3025465,29761-21-5,, ,Active,61.8522493,1.657372486
DTXSID3025469,123-51-3,C5H12O,88.088815,Inactive,0,0
DTXSID3025540,54-64-8,C9H9HgNaO2S,405.992738,Inactive,0,0
DTXSID3025542,79-41-4,C4H6O2,86.036779,Inactive,0,0
DTXSID3025590,96-37-7,C6H12,84.0939,Inactive,0,0
DTXSID3025629,99-52-5,C7H8N2O2,152.058578,Inactive,0,0
DTXSID3025671,78-94-4,C4H6O,70.041865,Inactive,0,0
DTXSID3025706,20702-77-6,C28H36O15,612.20542,Inactive,0,0
DTXSID3025758,646-14-0,C6H13NO2,131.094629,Inactive,0,0
DTXSID3025839,13014-18-1,C7H3Cl5,261.867739,Inactive,0,0
DTXSID3025881,95-54-5,C6H8N2,108.068748,Active,109.3847402,1.002434731
DTXSID3025889,100-65-2,C6H7NO,109.052764,Active,32.71918196,0.848876651
DTXSID3026065,129-17-9,C27H31N2NaO6S2,566.152123,Inactive,0,0
DTXSID3026067,144-83-2,C11H11N3O2S,249.057198,Inactive,0,0
DTXSID3026148,546-80-5,C10H16O,152.120115,Inactive,0,0
DTXSID3026190,4252-78-2,C8H5Cl3O,221.940598,Active,106.9136006,1.04024701
DTXSID3026223,111-21-7,C10H18O6,234.110338,Inactive,0,0
DTXSID3026275,110-59-8,C5H9N,83.073499,Inactive,0,0
DTXSID3026279,482-89-3,C16H10N2O2,262.074228,Inactive,0,0
DTXSID3026302,1300-72-7,, ,Inactive,0,0
DTXSID3026304,87-59-2,C8H11N,121.089149,Active,41.674098,0.778413812
DTXSID3026306,95-78-3,C8H11N,121.089149,Inactive,0,0
DTXSID3026308,95-64-7,C8H11N,121.089149,Active,95.11371407,0.790538613
DTXSID3026512,84-77-5,C28H46O4,446.33961,Inactive,0,0
DTXSID3026514,85-41-6,C8H5NO2,147.032028,Active,29.03105749,1.48081648
DTXSID3026516,85-43-8,C8H8O3,152.047344,Inactive,0,0
DTXSID3026560,92-70-6,C11H8O3,188.047344,Active,27.43592027,0.950529518
DTXSID3026562,93-68-5,C11H13NO2,191.094629,Inactive,0,0
DTXSID3026564,94-28-0,C22H42O6,402.298139,Inactive,0,0
DTXSID3026566,94-60-0,C10H16O4,200.104859,Inactive,0,0
DTXSID3026641,99-63-8,C8H4Cl2O2,201.958835,Active,28.47033851,0.592828555
DTXSID3026645,99-87-6,C10H14,134.10955,Inactive,0,0
DTXSID3026647,99-96-7,C7H6O3,138.031694,Inactive,0,0
DTXSID3026691,102-76-1,C9H14O6,218.079038,Inactive,0,0
DTXSID3026697,103-24-2,C25H48O4,412.35526,Inactive,0,0
DTXSID3026724,105-76-0,C12H20O4,228.136159,Inactive,0,0
DTXSID3026726,106-22-9,C10H20O,156.151415,Inactive,0,0
DTXSID3026728,106-25-2,C10H18O,154.135765,Active,37.8285812,0.778413812
DTXSID3026851,110-67-8,C4H7NO,85.052764,Inactive,0,0
DTXSID3026932,112-88-9,C18H36,252.281701,Inactive,0,0
DTXSID3026984,121-86-8,C7H6ClNO2,171.008706,Active,52.84087039,0.674253652
DTXSID3027037,126-33-0,C4H8O2S,120.024501,Inactive,0,0
DTXSID3027039,126-58-9,C10H22O7,254.136553,Inactive,0,0
DTXSID3027085,141-17-3,C22H42O8,434.287968,Inactive,0,0
DTXSID3027116,144-79-6,C13H13ClSi,232.047505,Active,98.93128882,0.668893635
DTXSID3027241,611-19-8,C7H6Cl2,159.984656,Inactive,0,0
DTXSID3027247,617-94-7,C9H12O,136.088815,Inactive,0,0
DTXSID3027249,619-66-9,C8H6O3,150.031694,Inactive,0,0
DTXSID3027291,681-84-5,C4H12O4Si,152.050485,Inactive,0,0
DTXSID3027293,688-84-6,C12H22O2,198.16198,Inactive,0,0
DTXSID3027295,693-07-2,C4H9ClS,124.011349,Inactive,0,0
DTXSID3027297,693-23-2,C12H22O4,230.151809,Inactive,0,0
DTXSID3027320,824-78-2,C6H4NNaO3,161.008887,Inactive,0,0
DTXSID3027322,830-13-7,C12H22O,182.167065,Inactive,0,0
DTXSID3027328,870-72-4,CH3NaO4S,133.964974,Inactive,0,0
DTXSID3027370,1185-55-3,C4H12O3Si,136.055571,Inactive,0,0
DTXSID3027401,1452-15-9,C4H2N2S,109.993869,Inactive,0,0
DTXSID3027403,1461-22-9,C12H27ClSn,326.082331,Inactive,0,0
DTXSID3027405,1476-11-5,C4H6Cl2,123.984656,Inactive,0,0
DTXSID3027407,1498-51-7,C2H5Cl2O2P,161.940422,Inactive,0,0
DTXSID3027530,3290-92-4,C18H26O6,338.172939,Inactive,0,0
DTXSID3027534,3327-22-8,C6H15Cl2NO,187.053069,Inactive,0,0
DTXSID3027536,3386-33-2,C18H37Cl,288.258379,Inactive,0,0
DTXSID3027580,4860/3/1,C16H33Cl,260.227079,Inactive,0,0
DTXSID3027584,4979-32-2,C19H26N2S2,346.153741,Inactive,0,0
DTXSID3027586,5039-78-1,C9H18ClNO2,207.102607,Inactive,0,0
DTXSID3027588,5124-30-1,C15H22N2O2,262.168128,Inactive,0,0
DTXSID3027615,6145-73-9,C9H18Cl3O4P,326.000829,Active,46.89491802,1.299430719
DTXSID3027617,6289-46-9,C10H12O6,228.063388,Inactive,0,0
DTXSID3027740,12645-31-7,, ,Inactive,0,0
DTXSID3027790,17564-64-6,C9H6ClNO2,195.008706,Inactive,0,0
DTXSID3027792,17689-77-9,C8H14O6Si,234.055965,Active,79.1967966,0.825155424
DTXSID3027798,18328-90-0,C6H13N,99.104799,Inactive,0,0
DTXSID3027823,22984-54-9,C13H27N3O3Si,301.182168,Inactive,0,0
DTXSID3027829,23783-42-8,C9H20O5,208.131074,Inactive,0,0
DTXSID3027875,25496-72-4,, ,Inactive,0,0
DTXSID3027877,25550-98-5,, ,Active,27.61471858,0.941424812
DTXSID3027902,26472-00-4,, ,Active,75.46273725,0.778413812
DTXSID3027950,28961-43-5,(C2H4O)n(C2H4O)n(C2H4O)nC15H20O6, ,Inactive,0,0
DTXSID3028001,38103-06-9,C31H20O8,520.115818,Inactive,0,0
DTXSID3028005,39515-51-0,C13H10O2,198.06808,Inactive,0,0
DTXSID3029108,75-59-2,C4H13NO,91.099714,Inactive,0,0
DTXSID3029150,115-70-8,C5H13NO2,119.094629,Inactive,0,0
DTXSID3029152,119-10-8,C8H9NO3,167.058243,Inactive,0,0
DTXSID3029154,120-92-3,C5H8O,84.057515,Inactive,0,0
DTXSID3029158,122-96-3,C8H18N2O2,174.136828,Inactive,0,0
DTXSID3029231,2163-42-0,C4H10O2,90.06808,Inactive,0,0
DTXSID3029233,2421-28-5,C17H6O7,322.011353,Inactive,0,0
DTXSID3029235,2437-56-1,C13H26,182.203451,Inactive,0,0
DTXSID3029237,2530-85-0,C10H20O5Si,248.108,Inactive,0,0
DTXSID3029281,6742-54-7,C17H28,232.219101,Inactive,0,0
DTXSID3029283,6923-52-0,C6H9O6Sb,297.94372,Inactive,0,0
DTXSID3029287,7529-22-8,C5H11NO2,117.078979,Inactive,0,0
DTXSID3029289,7747-35-5,C7H13NO2,143.094629,Inactive,0,0
DTXSID3029310,15721-78-5,C28H43N,393.33955,Inactive,0,0
DTXSID3029312,16712-64-4,C11H8O3,188.047344,Inactive,0,0
DTXSID3029362,40372-72-3,C18H42O6S4Si2,538.140277,Inactive,0,0
DTXSID3029364,41317-15-1,C14H15NO,213.115364,Active,46.5611151,0.778413812
DTXSID3029572,98730-04-2,C11H11Cl2NO2,259.016684,Active,92.93797686,0.720110647
DTXSID3029607,109-16-0,C14H22O6,286.141638,Inactive,0,0
DTXSID3029651,1633-05-2,CO3Sr,147.890357,Inactive,0,0
DTXSID3029653,1762-95-4,CH4N2S,76.009519,Inactive,0,0
DTXSID3029655,2403-88-5,C9H19NO,157.146664,Inactive,0,0
DTXSID3029815,86089-17-0,, ,Active,26.49193794,0.633021196
DTXSID3029869,41859-67-0,C19H20ClNO4,361.108086,Inactive,0,0
DTXSID3030056,5436-43-1,C12H6Br4O,481.715217,Active,182.2191629,0.904307391
DTXSID3030189,90-41-5,C12H11N,169.089149,Active,36.12153299,0.720875905
DTXSID3030428,67-47-0,C6H6O3,126.031694,Inactive,0,0
DTXSID3030636,25316-40-9,C27H30ClNO11,579.150738,Inactive,0,0
DTXSID3031444,22398-80-7,InP,145.877641,Inactive,0,0
DTXSID3031492,108-22-5,C5H8O2,100.052429,Inactive,0,0
DTXSID3031521,6080-56-4,C4H12O7Pb,380.034956,Inactive,0,0
DTXSID3031860,335-76-2,C10HF19O2,513.967314,Inactive,0,0
DTXSID3031862,307-24-4,C6HF11O2,313.980089,Inactive,0,0
DTXSID3031864,1763-23-1,C8HF17O3S,499.937494,Active,39.53343511,0.669468197
DTXSID3032129,21850-44-2,C21H20Br8O2,935.493034,Inactive,0,0
DTXSID3032331,3064-70-8,C2Cl6O2S,297.775017,Active,40.70764477,0.884447774
DTXSID3032337,33629-47-9,C14H21N3O4,295.153206,Active,230.6709208,0.88949513
DTXSID3032389,4602-84-0,C15H26O,222.198365,Active,86.69035468,0.71190646
DTXSID3032412,81405-85-8,C16H20N2O3,288.147393,Active,45.97595585,0.778413812
DTXSID3032416,28159-98-0,C11H19N5S,253.136117,Active,70.67820988,1.107125626
DTXSID3032464,41198-08-7,C11H15BrClO3PS,371.935143,Active,98.30564933,0.949944218
DTXSID3032541,20018-09-1,C8H8I2O2S,421.83344,Active,62.9763455,1.264951008
DTXSID3032547,2593-15-9,C5H5Cl3N2OS,245.918817,Inactive,0,0
DTXSID3032549,126833-17-8,C14H17Cl2NO2,301.063634,Active,59.10335714,1.15407173
DTXSID3032591,16079-88-2,C5H6BrClN2O2,239.930118,Inactive,0,0
DTXSID3032620,86479-06-3,C16H8Cl2F6N2O3,459.981616,Active,29.33720269,1.480815964
DTXSID3032622,10004-44-1,C4H5NO2,99.032028,Inactive,0,0
DTXSID3032624,42588-37-4,C18H28O2,276.20893,Inactive,0,0
DTXSID3032626,2032-65-7,C11H15NO2S,225.08235,Active,65.846687,0.606110195
DTXSID3032628,161050-58-4,C22H28N2O3,368.209993,Inactive,0,0
DTXSID3032670,16484-77-8,C10H11ClO3,214.039672,Inactive,0,0
DTXSID3032751,65558-69-2,C12H9N3,195.079647,Active,23.5325386,1.790996779
DTXSID3032759,481-40-3,C10H8O3,176.047344,Inactive,0,0
DTXSID3032832,600-05-5,C3H4Br2O2,229.857805,Inactive,0,0
DTXSID3033276,29911-27-1,C9H20O3,176.141245,Inactive,0,0
DTXSID3033307,140-72-7,C21H38BrN,383.218763,Active,32.24662047,1.747028684
DTXSID3033511,7789-21-1,FHO3S,99.963043,Inactive,0,0
DTXSID3033519,627-63-4,C4H2Cl2O2,151.943185,Inactive,0,0
DTXSID3033983,7681-38-1,HNaO4S,119.949324,Inactive,0,0
DTXSID3033989,64092-48-4,C15H13ClNNaO3,313.048165,Inactive,0,0
DTXSID3034113,566-48-3,C19H26O3,302.188195,Active,86.40540804,0.700475707
DTXSID3034165,63612-50-0,C12H10F3N3O4,317.06234,Active,61.48952623,0.778413812
DTXSID3034402,23184-66-9,C17H26ClNO2,311.165207,Active,78.12634121,2.363565723
DTXSID3034456,87818-31-3,C18H26O2,274.19328,Inactive,0,0
DTXSID3034458,99129-21-2,C17H26ClNO3S,359.132193,Inactive,0,0
DTXSID3034531,23564-06-9,C14H18N4O4S2,370.076947,Active,145.4224312,0.826507738
DTXSID3034583,2122-70-5,C14H14O2,214.09938,Inactive,0,0
DTXSID3034612,69806-50-4,C19H20F3NO4,383.134443,Inactive,0,0
DTXSID3034614,181274-17-9,C12H10F3N4NaO6S,418.017084,Inactive,0,0
DTXSID3034618,188489-07-8,C16H13ClF4N2O4,408.049997,Active,49.2755303,0.631013054
DTXSID3034662,58594-72-2,C14H16Cl2N2O5S,394.015698,Active,90.95839029,1.094927095
