DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,PXR_Emax,PXR_assay
DTXSID4025242,2404-44-6,C10H20O,156.151415,Inactive,0,0
DTXSID4025292,94-96-2,C8H18O2,146.13068,Inactive,0,0
DTXSID4025296,645-62-5,C8H14O,126.104465,Active,32.74374054,0.778413812
DTXSID4025298,104-75-6,C8H19N,129.15175,Inactive,0,0
DTXSID4025329,462-06-6,C6H5F,96.037528,Inactive,0,0
DTXSID4025371,151-67-7,C2HBrClF3,195.890225,Inactive,0,0
DTXSID4025402,592-41-6,C6H12,84.0939,Inactive,0,0
DTXSID4025404,41122-70-7,C19H21N,263.1674,Inactive,0,0
DTXSID4025406,142-09-6,C10H18O2,170.13068,Inactive,0,0
DTXSID4025454,7779-65-9,C14H18O2,218.13068,Inactive,0,0
DTXSID4025581,24140-30-5,C22H25NO3,351.183444,Active,130.4309889,0.798502557
DTXSID4025587,101-39-3,C10H10O,146.073165,Inactive,0,0
DTXSID4025610,1571-08-0,C9H8O3,164.047344,Inactive,0,0
DTXSID4025612,4553-62-2,C6H8N2,108.068748,Inactive,0,0
DTXSID4025662,122-57-6,C10H10O,146.073165,Inactive,0,0
DTXSID4025668,99-75-2,C9H10O2,150.06808,Inactive,0,0
DTXSID4025741,610-14-0,C7H4ClNO3,184.987971,Inactive,0,0
DTXSID4025743,619-23-8,C7H6ClNO2,171.008706,Inactive,0,0
DTXSID4025745,100-14-1,C7H6ClNO2,171.008706,Inactive,0,0
DTXSID4025749,119-75-5,C12H10N2O2,214.074228,Active,67.06352455,0.754359375
DTXSID4025791,88-72-2,C7H7NO2,137.047678,Inactive,0,0
DTXSID4025793,384-22-5,C7H4F3NO2,191.019413,Inactive,0,0
DTXSID4025824,7647/10/1,Cl2Pd,175.841185,Inactive,0,0
DTXSID4025903,119-39-1,C8H6N2O,146.048013,Inactive,0,0
DTXSID4026000,478-43-3,C15H8O6,284.032088,Inactive,0,0
DTXSID4026050,103-30-0,C14H12,180.0939,Active,26.47542685,1.066268457
DTXSID4026054,8046-19-3,, ,Inactive,0,0
DTXSID4026137,97-24-5,C12H8Cl2O2S,285.962206,Active,132.8807862,1.17690144
DTXSID4026139,102-08-9,C13H12N2S,228.07212,Active,107.3388432,0.625684054
DTXSID4026181,1987/10/5,C13H8Br3NO2,446.810518,Active,135.8143259,1.611434233
DTXSID4026183,102-82-9,C12H27N,185.21435,Inactive,0,0
DTXSID4026212,609-19-8,C6H3Cl3O,195.924948,Active,120.032055,0.88792411
DTXSID4026214,101-20-2,C13H9Cl3N2O,313.978046,Active,82.1945011,1.53949147
DTXSID4026216,563-04-2,C21H21O4P,368.117746,Active,110.4554828,0.939011163
DTXSID4026262,2451-62-9,C12H15N3O6,297.096085,Active,45.64443508,1.219459068
DTXSID4026266,839-90-7,C9H15N3O6,261.096085,Inactive,0,0
DTXSID4026422,75-75-2,CH4O3S,95.988115,Inactive,0,0
DTXSID4026472,1979/4/9,C2H2Cl2O,111.94827,Inactive,0,0
DTXSID4026501,80-56-8,C10H16,136.125201,Inactive,0,0
DTXSID4026505,81-84-5,C12H6O3,198.031694,Active,27.59239237,1.034880137
DTXSID4026557,92-00-2,C10H14ClNO2,215.071306,Inactive,0,0
DTXSID4026684,101-86-0,C15H20O,216.151415,Inactive,0,0
DTXSID4026711,105-05-5,C10H14,134.10955,Inactive,0,0
DTXSID4026713,105-16-8,C10H19NO2,185.141579,Inactive,0,0
DTXSID4026715,105-39-5,C4H7ClO2,122.013457,Inactive,0,0
DTXSID4026765,107-39-1,C8H16,112.125201,Inactive,0,0
DTXSID4026769,107-46-0,C6H18OSi2,162.089618,Inactive,0,0
DTXSID4026842,110-42-9,C11H22O2,186.16198,Inactive,0,0
DTXSID4026894,111-88-6,C8H18S,146.112922,Inactive,0,0
DTXSID4026921,112-59-4,C10H22O3,190.156895,Inactive,0,0
DTXSID4026927,112-75-4,C16H35N,241.27695,Inactive,0,0
DTXSID4026975,121-03-9,C7H7NO5S,217.004494,Inactive,0,0
DTXSID4026979,121-45-9,C3H9O3P,124.028931,Inactive,0,0
DTXSID4027026,124-28-7,C20H43N,297.33955,Inactive,0,0
DTXSID4027072,139-02-6,C6H5NaO,116.023809,Inactive,0,0
DTXSID4027076,139-96-8,C18H41NO7S,415.260374,Inactive,0,0
DTXSID4027103,142-90-5,C16H30O2,254.22458,Inactive,0,0
DTXSID4027109,143-23-7,C12H29N3,215.236148,Inactive,0,0
DTXSID4027153,460-00-4,C6H4BrF,173.948041,Inactive,0,0
DTXSID4027159,502-44-3,C6H10O2,114.06808,Inactive,0,0
DTXSID4027234,598-98-1,C6H12O2,116.08373,Inactive,0,0
DTXSID4027236,602-01-7,C7H6N2O4,182.032757,Inactive,0,0
DTXSID4027280,638-65-3,C18H35N,265.27695,Inactive,0,0
DTXSID4027282,644-97-3,C6H5Cl2P,177.950593,Inactive,0,0
DTXSID4027284,646-06-0,C3H6O2,74.036779,Inactive,0,0
DTXSID4027288,673-84-7,C10H16,136.125201,Active,51.62604896,0.728881332
DTXSID4027319,823-40-5,C7H10N2,122.084398,Active,28.27928475,0.778413812
DTXSID4027361,1115-20-4,C10H20O4,204.136159,Inactive,0,0
DTXSID4027367,1120-36-1,C14H28,196.219101,Inactive,0,0
DTXSID4027490,2530-87-2,C6H15ClO3Si,198.047899,Inactive,0,0
DTXSID4027494,2687-25-4,C7H10N2,122.084398,Active,112.9513187,0.827854178
DTXSID4027496,2702-72-9,C8H5Cl2NaO3,241.951344,Inactive,0,0
DTXSID4027498,2778-42-9,C14H16N2O2,244.121178,Active,151.3300497,1.352509141
DTXSID4027521,3132-99-8,C7H5BrO,183.952378,Inactive,0,0
DTXSID4027525,3164-85-0,C8H15KO2,182.070911,Inactive,0,0
DTXSID4027527,3194-55-6,C12H18Br6,635.650879,Active,104.9506869,0.778413812
DTXSID4027529,3282-30-2,C5H9ClO,120.034193,Inactive,0,0
DTXSID4027577,4767/3/7,C5H10O4,134.057909,Inactive,0,0
DTXSID4027579,4792-15-8,C10H22O6,238.141638,Inactive,0,0
DTXSID4027600,5460/9/3,C10H8NNaO7S2,340.963988,Inactive,0,0
DTXSID4027604,5809-23-4,C18H19NO4,313.131408,Active,189.9249076,1.297722591
DTXSID4027608,5915-41-3,C9H16ClN5,229.109423,Active,104.6154585,0.930842845
DTXSID4027650,7398-69-8,C8H16ClN,161.097127,Inactive,0,0
DTXSID4027652,7446-81-3,C3H3NaO2,94.003074,Inactive,0,0
DTXSID4027656,7659-86-1,C10H20O2S,204.118401,Active,29.25970086,0.556093313
DTXSID4027658,7795-95-1,C8H17ClO2S,212.063779,Inactive,0,0
DTXSID4027781,16470-24-9,C40H40N12Na4O16S4,1164.115885,Inactive,0,0
DTXSID4027789,17321-47-0,C2H8NO2PS,141.001337,Inactive,0,0
DTXSID4027866,25340-17-4,C10H14,134.10955,Inactive,0,0
DTXSID4027868,25360-10-5,, ,Active,33.95933878,1.326996063
DTXSID4027991,36653-82-4,C16H34O,242.260966,Inactive,0,0
DTXSID4027997,37764-25-3,C8H11Cl2NO,207.021769,Inactive,0,0
DTXSID4028040,56038-89-2,C13H21N,191.1674,Inactive,0,0
DTXSID4028460,68391-01-5,, ,Inactive,0,0
DTXSID4028880,68937-41-7,, ,Active,91.5191716,1.931462377
DTXSID4028967,69045-78-9,C6H3Cl4N,228.90196,Inactive,0,0
DTXSID4029062,88917-22-0,, ,Inactive,0,0
DTXSID4029143,107-83-5,C6H14,86.10955,Inactive,0,0
DTXSID4029145,108-59-8,C5H8O4,132.042259,Inactive,0,0
DTXSID4029149,112-39-0,C17H34O2,270.25588,Inactive,0,0
DTXSID4029195,626-56-2,C6H13N,99.104799,Inactive,0,0
DTXSID4029220,1603-41-4,C6H8N2,108.068748,Inactive,0,0
DTXSID4029224,1758-73-2,CH4N2O2S,107.999349,Inactive,0,0
DTXSID4029353,32388-55-9,C17H26O,246.198365,Active,29.28949342,0.660145036
DTXSID4029359,37143-54-7,C4H11NO,89.084064,Inactive,0,0
DTXSID4029565,85507-79-5,, ,Inactive,0,0
DTXSID4029690,7727-21-1,K2O8S2,269.830872,Inactive,0,0
DTXSID4029692,7757-79-1,KNO3,100.951524,Inactive,0,0
DTXSID4029698,7775-27-1,Na2O8S2,237.882998,Inactive,0,0
DTXSID4029806,69669-44-9,, ,Active,91.29284135,0.559255369
DTXSID4030047,68631-49-2,C12H4Br6O,637.536243,Inactive,0,0
DTXSID4030336,542-76-7,C3H4ClN,89.003227,Inactive,0,0
DTXSID4030384,89-63-4,C6H5ClN2O2,172.003955,Active,33.45428957,0.728718541
DTXSID4031356,1772-03-8,C6H14ClNO5,215.05605,Inactive,0,0
DTXSID4031980,501-36-0,C14H12O3,228.078644,Active,132.9908804,0.91484077
DTXSID4032372,119446-68-3,C19H17Cl2N3O3,405.064697,Active,152.1050775,0.822673714
DTXSID4032374,104653-34-1,C31H23BrO2S,538.060214,Active,44.34360049,1.033686317
DTXSID4032376,87674-68-8,C12H18ClNO2S,275.074678,Active,26.06872018,1.808690477
DTXSID4032378,82-66-6,C23H16O3,340.109944,Active,51.92432564,0.888179066
DTXSID4032405,23422-53-9,C11H16ClN3O2,257.093104,Inactive,0,0
DTXSID4032459,298-02-2,C7H17O2PS3,260.01283,Inactive,0,0
DTXSID4032532,128639-02-1,C15H14Cl2F3N3O3,411.036431,Inactive,0,0
DTXSID4032536,39515-40-7,C24H25NO3,375.183444,Active,49.54015216,1.150089402
DTXSID4032580,141517-21-7,C20H19F3N2O4,408.129692,Active,47.43595947,2.319103305
DTXSID4032611,13194-48-4,C8H19O2PS2,242.056409,Inactive,0,0
DTXSID4032613,122-14-5,C9H12NO5PS,277.017381,Inactive,0,0
DTXSID4032615,98967-40-9,C12H9F2N5O2S,325.044502,Inactive,0,0
DTXSID4032619,112226-61-6,C18H19ClN2O2,330.113506,Active,36.980248,0.974829312
DTXSID4032667,66230-04-4,C25H22ClNO3,419.128821,Active,53.31146791,1.766848496
DTXSID4032954,594-61-6,C4H8O3,104.047344,Inactive,0,0
DTXSID4033390,15345-89-8,C14H12O3,228.078644,Active,185.3836172,1.076507639
DTXSID4034102,500-62-9,C15H14O4,258.089209,Active,101.3601869,1.266635463
DTXSID4034150,52-86-8,C21H23ClFNO2,375.140135,Active,43.33655236,1.245778194
DTXSID4034287,104-67-6,C11H20O2,184.14633,Inactive,0,0
DTXSID4034497,125116-23-6,C17H22ClN3O,319.14514,Active,47.58079697,1.286995279
DTXSID4034528,145701-21-9,C13H10Cl2FN5O3S,404.986544,Inactive,0,0
DTXSID4034576,2491-38-5,C8H7BrO2,213.962942,Inactive,0,0
DTXSID4034601,67564-91-4,C20H33NO,303.256215,Active,47.29218754,0.886886799
DTXSID4034609,120068-37-3,C12H4Cl2F6N4OS,435.938706,Active,139.4872829,0.841607821
DTXSID4034653,79983-71-4,C14H17Cl2N3O,313.074868,Inactive,0,0
DTXSID4034788,213464-77-8,C16H20N6O6S,424.116504,Active,39.77478922,0.97588054
DTXSID4034869,178928-70-6,C14H15Cl2N3OS,343.031289,Active,40.267938,0.986244348
DTXSID4034948,112410-23-8,C22H28N2O2,352.215078,Inactive,0,0
DTXSID4035209,2465-59-0,C5H4N4O2,152.033425,Inactive,0,0
DTXSID4035592,72269-48-8,C15H28O2,240.20893,Inactive,0,0
DTXSID4035708,25155-18-4,C28H44ClNO2,461.306057,Inactive,0,0
DTXSID4035839,89415-87-2,C6H8Cl2N2O2,209.996283,Inactive,0,0
DTXSID4036229,142-87-0,C10H21NaO4S,260.105825,Inactive,0,0
DTXSID4036435,2687-94-7,C12H23NO,197.177964,Active,27.58418353,0.778413812
DTXSID4036489,3704/9/4,C20H30O2,302.22458,Inactive,0,0
DTXSID4036514,1224-92-6,C19H32O,276.245316,Inactive,0,0
DTXSID4037580,1113-02-6,C5H12NO4PS,213.022466,Inactive,0,0
DTXSID4037582,17040-19-6,C6H15O5PS2,262.009853,Inactive,0,0
DTXSID4037584,527-20-8,C6H2Cl5N,262.862988,Inactive,0,0
DTXSID4037617,2631-37-0,C12H17NO2,207.125929,Active,29.0304422,0.778413812
DTXSID4037748,1009-93-4,C6H21N3Si3,219.104327,Active,33.99734302,0.956092175
DTXSID4038346,5103-74-2,C10H6Cl8,405.797772,Inactive,0,0
DTXSID4038762,532-43-4,C12H17N5O4S,327.100125,Inactive,0,0
DTXSID4038847,24801-88-5,C10H21NO4Si,247.123985,Inactive,0,0
DTXSID4038899,35958-30-6,C30H46O2,438.349781,Inactive,0,0
DTXSID4038922,4162-45-2,C19H20Br4O4,627.809511,Active,53.21927692,1.616715081
DTXSID4038924,6259-76-3,C13H18O3,222.125594,Inactive,0,0
DTXSID4038926,7579-36-4,C16H14O4,270.089209,Inactive,0,0
DTXSID4039231,107-05-1,C3H5Cl,76.007978,Inactive,0,0
DTXSID4039233,2835-39-4,C8H14O2,142.09938,Inactive,0,0
DTXSID4039235,81-49-2,C14H7Br2NO2,378.884354,Inactive,0,0
DTXSID4039657,21679-14-1,C10H12FN5O4,285.087332,Inactive,0,0
DTXSID4040002,131-70-4,C12H14O4,222.089209,Inactive,0,0
DTXSID4040264,131-52-2,C6Cl5NaO,285.828947,Active,135.6595558,0.704625995
DTXSID4040268,973-21-7,C14H18N2O7,326.111401,Active,131.2147075,0.677569048
DTXSID4040343,5437-45-6,C9H9BrO2,227.978593,Inactive,0,0
DTXSID4040476,120928-09-8,C20H22N2O,306.173213,Inactive,0,0
DTXSID4040682,31431-39-7,C16H13N3O3,295.095691,Active,206.4685978,1.800681649
DTXSID4040686,22204-53-1,C14H14O3,230.094294,Inactive,0,0
DTXSID4040711,87-24-1,C10H12O2,164.08373,Inactive,0,0
DTXSID4040713,1034-01-1,C15H22O5,282.146724,Active,123.6949728,0.620793308
DTXSID4040715,48145-04-6,C11H12O3,192.078644,Inactive,0,0
DTXSID4040719,97-36-9,C12H15NO2,205.110279,Inactive,0,0
DTXSID4040765,624-48-6,C6H8O4,144.042259,Inactive,0,0
DTXSID4040767,1154-59-2,C13H7Cl4NO2,348.923089,Active,344.6259434,0.901926949
DTXSID4040979,302962-49-8,C22H26ClN7O2S,487.155722,Active,63.68678789,3.357284689
DTXSID4041070,24280-93-1,C17H20O6,320.125988,Active,27.44806862,2.075423549
DTXSID4041230,1668-54-8,C5H8N4O,140.069811,Inactive,0,0
DTXSID4041232,717-74-8,C15H24,204.187801,Inactive,0,0
DTXSID4041234,1772-25-4,C9H11N3,161.095297,Inactive,0,0
DTXSID4041238,2579-20-6,C8H18N2,142.146999,Inactive,0,0
DTXSID4041280,2226-96-2,C9H18NO2,172.133754,Inactive,0,0
DTXSID4041317,88-82-4,C7H3I3O2,499.72671,Inactive,0,0
DTXSID4041361,2683-43-4,C6H4Cl2N2O2,205.964983,Inactive,0,0
DTXSID4041363,19719-28-9,C8H6Cl2O2,203.974485,Inactive,0,0
DTXSID4041367,1594-56-5,C7H3N3O4S,224.984427,Inactive,0,0
DTXSID4041440,2445-77-4,C10H20O2,172.14633,Inactive,0,0
DTXSID4041442,532-02-5,C10H7NaO3S,230.00136,Active,32.42330358,0.665156614
DTXSID4041444,58654-67-4,C9H18O,142.135765,Inactive,0,0
DTXSID4041446,1444-64-0,C12H16O,176.120115,Inactive,0,0
DTXSID4041490,565-62-8,C6H10O,98.073165,Inactive,0,0
DTXSID4041492,4468-42-2,C12H18,162.140851,Inactive,0,0
DTXSID4041494,83164-33-4,C19H11F5N2O2,394.074068,Active,24.09878624,2.004850307
DTXSID4041521,123-00-2,C7H16N2O,144.126263,Inactive,0,0
DTXSID4041527,826-36-8,C9H17NO,155.131014,Inactive,0,0
DTXSID4041529,121-61-9,C8H10N2O3S,214.041213,Inactive,0,0
DTXSID4041573,867-13-0,C8H17O5P,224.081361,Inactive,0,0
DTXSID4041575,110-99-6,C4H6O5,134.021523,Inactive,0,0
DTXSID4041600,36001-88-4,C11H17N2O4PS,304.064665,Active,64.06810694,1.151601881
DTXSID4041604,540-18-1,C9H18O2,158.13068,Inactive,0,0
DTXSID4041654,5444-75-7,C15H22O2,234.16198,Inactive,0,0
DTXSID4041656,3337-62-0,C7H4Br2O3,293.85272,Inactive,0,0
DTXSID4041783,1918-13-4,C7H5Cl2NS,204.951976,Inactive,0,0
DTXSID4041812,498-81-7,C10H20O,156.151415,Inactive,0,0
DTXSID4041818,14765-30-1,C10H18O,154.135765,Inactive,0,0
DTXSID4041995,3878-19-1,C11H8N2O,184.063663,Active,38.72106926,1.736326133
DTXSID4041997,67-45-8,C8H7N3O5,225.03857,Inactive,0,0
DTXSID4042090,1541-67-9,C16H35NO2,273.266779,Active,50.09896544,1.300173393
DTXSID4042094,23089-26-1,C15H26O,222.198365,Inactive,0,0
DTXSID4042096,6706-59-8,C6H14O6,182.079038,Inactive,0,0
DTXSID4042121,110235-47-7,C14H13N3,223.110947,Active,84.37856575,0.931056634
DTXSID4042123,1600-27-7,C4H6HgO4,319.997252,Active,37.49649614,2.729703125
DTXSID4042129,100-56-1,C6H5ClHg,313.978621,Inactive,0,0
DTXSID4042171,1541-81-7,C16H33NO,255.256215,Inactive,0,0
DTXSID4042206,2687-96-9,C16H31NO,253.240565,Active,117.4623626,0.789415928
DTXSID4042208,954-21-2,C15H15NO,225.115364,Inactive,0,0
DTXSID4042252,7152-80-9,C9H10N2S,178.05647,Active,77.49160129,1.267904433
DTXSID4042254,544-31-0,C18H37NO2,299.282429,Inactive,0,0
DTXSID4042256,17781-31-6,C18H13Cl2NO,329.037419,Active,155.756931,0.70657603
DTXSID4042335,34451-19-9,C7H14O3,146.094294,Inactive,0,0
DTXSID4042337,106-36-5,C6H12O2,116.08373,Inactive,0,0
DTXSID4042416,1191-50-0,C14H29NaO4S,316.168425,Inactive,0,0
DTXSID4042418,3026-63-9,C13H27NaO4S,302.152775,Inactive,0,0
DTXSID4042462,513-92-8,C2I4,531.61788,Inactive,0,0
DTXSID4042468,39196-18-4,C9H18N2O2S,218.108899,Active,25.58000576,0.778413812
DTXSID4042622,1197334-04-5,C17H17ClN4O,328.109089,Active,60.60027064,1.59281694
DTXSID4043777,1811-28-5,C26H24N6O4S,516.157974,Active,69.43611338,1.871586447
DTXSID4043850,5050-41-9,C6H12ClN,133.065827,Inactive,0,0
DTXSID4043937,67-71-0,C2H6O2S,94.008851,Inactive,0,0
DTXSID4044161,10025-91-9,Cl3Sb,225.81037,Active,29.30987627,0.991502367
DTXSID4044371,1132-61-2,C7H15NO4S,209.072179,Inactive,0,0
DTXSID4044373,1185-53-1,C4H12ClNO3,157.050571,Inactive,0,0
DTXSID4044375,123-34-2,C6H12O3,132.078644,Inactive,0,0
DTXSID4044379,13453-07-1,AuCl3,301.873127,Inactive,0,0
DTXSID4044400,1643-19-2,C16H36BrN,321.203113,Inactive,0,0
DTXSID4044402,1694-31-1,C8H14O3,158.094294,Active,30.820012,0.778413812
DTXSID4044404,1892-29-1,C4H10O2S2,154.012222,Inactive,0,0
DTXSID4044408,2038/3/1,C6H14N2O,130.110613,Inactive,0,0
DTXSID4044450,621-76-1,C10H22O3,190.156895,Inactive,0,0
DTXSID4044452,629-03-8,C6H12Br2,241.930576,Inactive,0,0
DTXSID4044454,638-07-3,C6H9ClO3,164.024022,Inactive,0,0
DTXSID4044456,71-30-7,C4H5N3O,111.043262,Inactive,0,0
DTXSID4044458,75277-39-3,C8H17N2NaO4S,260.080672,Inactive,0,0
DTXSID4044533,13029-08-8,C12H8Cl2,222.000306,Inactive,0,0
DTXSID4044535,131-08-8,C14H7NaO5S,309.991189,Active,64.83421386,0.627710605
DTXSID4044537,1323-19-9,, ,Active,61.1228099,1.262373956
DTXSID4044581,96-70-8,C12H18O,178.135765,Inactive,0,0
DTXSID4044585,14663-23-1,C14H9N4NaO5,336.047064,Active,35.27965174,0.778413812
DTXSID4044587,148-87-8,C11H14N2,174.115698,Inactive,0,0
DTXSID4044589,1501-27-5,C6H10O4,146.057909,Inactive,0,0
DTXSID4044616,2304-30-5,C16H36ClP,294.224316,Inactive,0,0
DTXSID4044618,2398-37-0,C7H7BrO,185.968028,Inactive,0,0
DTXSID4044660,3570-55-6,C4H10S3,153.994464,Inactive,0,0
DTXSID4044662,3698-94-0,C10H22S,174.144222,Inactive,0,0
DTXSID4044664,3778-76-5,C11H13ClN4O2,268.072703,Inactive,0,0
DTXSID4044668,41532-84-7,C15H15N,209.120449,Active,136.5243951,0.952096468
DTXSID4044743,93-00-5,C10H9NO3S,223.030314,Active,41.30297364,1.116019266
DTXSID4044745,933-52-8,C8H12O2,140.08373,Inactive,0,0
DTXSID4044747,94317-64-3,C4H14N3PS,167.064606,Inactive,0,0
DTXSID4044791,122-63-4,C10H12O2,164.08373,Inactive,0,0
DTXSID4044793,126-83-0,C3H6ClNaO4S,195.957302,Inactive,0,0
DTXSID4044799,13491-79-7,C10H20O,156.151415,Inactive,0,0
DTXSID4044820,50940-49-3,C9H12O6,216.063388,Inactive,0,0
DTXSID4044822,55066-48-3,C12H18O,178.135765,Inactive,0,0
DTXSID4044824,562-74-3,C10H18O,154.135765,Inactive,0,0
DTXSID4044826,5988-91-0,C10H20O,156.151415,Inactive,0,0
DTXSID4044828,692-86-4,C13H24O2,212.17763,Inactive,0,0
DTXSID4044870,2082-81-7,C12H18O4,226.120509,Inactive,0,0
DTXSID4044872,2095/3/6,C19H20O4,312.136159,Active,219.9402338,0.550989081
DTXSID4044874,2167-23-9,C12H26O4,234.183109,Inactive,0,0
DTXSID4044876,2224-15-9,C8H14O4,174.089209,Active,32.86932507,0.571188724
DTXSID4044878,2315-68-6,C10H12O2,164.08373,Inactive,0,0
DTXSID4044901,2694-54-4,C18H18O6,330.110338,Inactive,0,0
DTXSID4044903,27858-32-8,C18H32O8Ti,424.15766,Inactive,0,0
DTXSID4044905,2896-70-0,C9H16NO2,170.118104,Inactive,0,0
DTXSID4044909,3027-21-2,C9H14O2Si,182.076306,Active,60.88572774,0.778413812
DTXSID4044951,52628-03-2,, ,Inactive,0,0
DTXSID4044953,5344-27-4,C7H9NO,123.068414,Inactive,0,0
DTXSID4044955,54-86-4,C6H4NNaO2,145.013973,Inactive,0,0
DTXSID4045002,93-47-0,C15H15N3O3,285.111341,Inactive,0,0
DTXSID4045131,59939-16-1,C13H16N2O,216.126263,Inactive,0,0
DTXSID4045133,490-46-0,C15H14O6,290.079038,Inactive,0,0
DTXSID4045139,7424-00-2,C9H10ClNO2,199.040006,Inactive,0,0
DTXSID4045181,60607-34-3,C27H30N4O,426.241962,Active,112.7650992,1.759318205
DTXSID4045183,53179-13-8,C12H11NO,185.084064,Inactive,0,0
DTXSID4045187,7681-67-6,C20H25ClN2OS,376.137612,Active,67.75458547,1.033686317
DTXSID4045189,55242-55-2,C15H22N4O3,306.169191,Inactive,0,0
DTXSID4045210,51012-33-0,C15H25ClN2O4S,364.122356,Inactive,0,0
DTXSID4045262,1977/4/3,C9H13NO2,167.094629,Inactive,0,0
DTXSID4045341,956-03-6,C14H22ClNO2,271.133907,Inactive,0,0
DTXSID4045343,965-52-6,C12H9N3O5,275.05422,Inactive,0,0
DTXSID4045345,1070-11-7,C10H26Cl2N2O2,276.137134,Inactive,0,0
DTXSID4045347,1094-08-2,C19H25ClN2S,348.142698,Inactive,0,0
DTXSID4045391,5874-97-5,C22H36N2O10S,520.209067,Inactive,0,0
DTXSID4045393,5987-82-6,C17H29ClN2O3,344.18667,Active,92.80273743,1.033686317
DTXSID4045420,16773-42-5,C7H10ClN3O3,219.041069,Inactive,0,0
DTXSID4045422,18694-40-1,C11H14N4O2,234.111676,Inactive,0,0
DTXSID4045424,19562-30-2,C14H16N4O3,288.12224,Inactive,0,0
DTXSID4045472,42924-53-8,C15H16O2,228.11503,Active,92.94354984,1.310003388
DTXSID4045474,49697-38-3,C23H32O4,372.23006,Active,141.6546385,2.443685634
DTXSID4045478,51781-21-6,C16H25ClN2O3,328.15537,Inactive,0,0
DTXSID4045551,642-78-4,C19H17ClN3NaO5S,457.047514,Inactive,0,0
DTXSID4045555,1642-54-2,C16H29N3O8,391.195465,Active,46.9638544,5.130310468
DTXSID4045632,1950/10/2,C21H34BrNO3,427.172207,Inactive,0,0
DTXSID4045636,13739-02-1,C19H12O8,368.053217,Inactive,0,0
DTXSID4045638,54767-75-8,C20H35NOS,337.243936,Inactive,0,0
DTXSID4045680,84088-42-6,C18H16N2O3,308.116092,Active,117.0270259,0.91889573
DTXSID4045682,85371-64-8,C13H21N5O,263.17461,Inactive,0,0
DTXSID4045686,99617-34-2,C15H21Cl2N3O2,345.101082,Inactive,0,0
DTXSID4045688,95847-70-4,C19H23N5O3S,401.152161,Active,29.11477591,1.033686317
DTXSID4045763,1421-65-4,C10H14ClNO4,247.061136,Inactive,0,0
DTXSID4045765,96020-91-6,C6H15ClF2N2O3,236.073926,Inactive,0,0
DTXSID4045767,35838-58-5,C14H20ClN5O2,325.130553,Active,32.60138178,1.148379868
DTXSID4045769,97612-24-3,C17H26Cl2N2O3,376.132048,Active,62.51794819,1.148174522
DTXSID4045848,69235-50-3,, ,Inactive,0,0
DTXSID4045892,520-27-4,C28H32O15,608.17412,Inactive,0,0
DTXSID4045896,13609-67-1,C25H36O6,432.251189,Inactive,0,0
DTXSID4045898,122-16-7,C14H13N3O5S,335.057592,Inactive,0,0
DTXSID4045921,186826-86-8,C21H25ClFN3O4,437.151762,Inactive,0,0
DTXSID4045927,84485-00-7,C17H27Cl2N,315.152055,Inactive,0,0
DTXSID4045973,130-16-5,C9H6ClNO,179.013791,Inactive,0,0
DTXSID4045975,169590-41-4,C17H14F3N3O3S,397.070797,Active,107.0716195,0.976198768
DTXSID4046020,66-72-8,C8H9NO3,167.058243,Inactive,0,0
DTXSID4046024,135046-48-9,C16H18ClNO6S2,419.026407,Active,90.4071164,0.931081979
DTXSID4046076,171599-83-0,C28H38N6O11S,666.231927,Active,111.7601649,1.042113736
DTXSID4046101,20004-62-0,C22H16O6,376.094688,Active,39.70686877,2.552843389
DTXSID4046107,17692-71-6,C12H15NO3S,253.077265,Inactive,0,0
DTXSID4046109,30103-44-7,C18H28N2O,288.220164,Active,49.42499939,1.627069489
DTXSID4046151,53808-88-1,C17H13ClN2O2,312.066555,Inactive,0,0
DTXSID4046153,671-95-4,C6H7ClN2O4S2,269.953577,Inactive,0,0
DTXSID4046157,17969-20-9,C11H8ClNO2S,252.996427,Inactive,0,0
DTXSID4046159,952-54-5,C10H14N4O2,222.111676,Inactive,0,0
DTXSID4046282,177036-94-1,C22H22N2O4,378.157957,Inactive,0,0
DTXSID4046284,4008-48-4,C9H6N2O3,190.037842,Active,147.7912603,0.908664101
DTXSID4046286,94-19-9,C10H12N4O2S2,284.040168,Inactive,0,0
DTXSID4046288,10001-13-5,C12H22N2O,210.173213,Inactive,0,0
DTXSID4046313,16590-41-3,C20H23NO4,341.162708,Inactive,0,0
DTXSID4046315,97466-90-5,C14H22N4,246.184447,Inactive,0,0
DTXSID4046440,13189-98-5,C6H13NO3S,179.061614,Inactive,0,0
DTXSID4046442,2765-97-1,C21H24ClNO3,373.144471,Active,39.35279224,1.033686317
DTXSID4046448,147526-32-7,C50H46CaF2N2O8,880.284814,Inactive,0,0
DTXSID4046490,26750-81-2,C13H17NO4,251.115758,Inactive,0,0
DTXSID4046492,341031-54-7,C26H33FN4O7,532.233328,Inactive,0,0
DTXSID4046523,611-71-2,C8H8O3,152.047344,Inactive,0,0
DTXSID4046525,2174-64-3,C7H8O3,140.047344,Inactive,0,0
DTXSID4046529,60812-23-9,C13H30ClNO2,267.196507,Inactive,0,0
DTXSID4046579,25526-93-6,C10H13FN2O4,244.085935,Inactive,0,0
DTXSID4046600,115550-35-1,C17H19FN4O4,362.139033,Inactive,0,0
