CASRN,DTXSID,Name,Formula,PPARg_Emax,PPARg_assay,LXR_Emax,LXR_assay,FXR_Emax,FXR_assay,PXR_Emax,PXR_assay,BCF,LogP,Predicted concentration in human blood (μM),
3567-62-2,DTXSID3042180,"N-(3,4-Dichlorophenyl)-N'-methylurea",C8H8Cl2N2O,0,0,,,0,0,47.71172176,0.778413812,11.3501,2.93813,0.000351,
6/3/3572,DTXSID2035481,4-(p-Hydroxyphenyl)-2-butanone acetate,C12H14O3,0,0,,,0,0,0,0,6.72977,2.47911,0.00223,
3586-14-9,DTXSID8027537,1-Methyl-3-phenoxybenzene,C13H12O,0,0,,,0,0,0,0,317.687,3.86209,0.00151,
122-59-8,DTXSID9025873,Phenoxyacetic acid,C8H8O3,0,0,0,0,0,0,0,0,1.80717,1.34105,9.01E-05,
3613-30-7,DTXSID7038818,"7-Methoxy-3,7-dimethyloctanal",C11H22O2,0,0,0,0,0,0,0,0, ,3.78137,0.000137,
3622-84-2,DTXSID7027540,N-Butylbenzenesulfonamide,C10H15NO2S,0,0,0,0,0,0,29.20079343,0.630480288,5.72796,2.00343,0.000649,
3634-83-1,DTXSID5038919,"1,3-Bis(isocyanatomethyl)benzene",C10H8N2O2,,,0,0,,,0,0, ,0.813236,0.000319,
556-08-1,DTXSID5024392,Acedoben,C9H9NO3,0,0,,,0,0,0,0,0.334195,1.31043,0.000188,
3648-20-2,DTXSID7025215,Diundecyl phthalate,C30H50O4,0,0,,,0,0,0,0,15.1356,8.97956,2.14E-05,
3648-21-3,DTXSID8040779,Diheptyl phthalate,C22H34O4,,,0,0,,,0,0,21.9786,6.4868,0.000234,
3658-77-3,DTXSID0041517,"4-Hydroxy-2,5-dimethyl-3(2H)furanone",C6H8O3,0,0,0,0,0,0,0,0,0.866962,0.0487195,0.00295,
3689-24-5,DTXSID7024328,Sulfotepp,C8H20O5P2S2,0,0,0.775929758,1.091392479,0,0,29.49201548,0.778413812, ,3.98834,4.33E-05,
3691-35-8,DTXSID2032348,Chlorophacinone,C23H15ClO3,0,0,0,0,64.89140105,0.782526578,109.5029989,0.593693552,23.9332,4.06372,0.00255,
3710-84-7,DTXSID2027543,"N,N-Diethylhydroxylamine",C4H11NO,0,0,,,0,0,0,0,2.11836,-0.168079,9.79E-05,
3724-65-0,DTXSID7027544,2-Butenoic acid,C4H6O2,0,0,0,0,0,0,0,0,1.63682,0.719325,3.74E-05,
3736-81-0,DTXSID8048999,Diloxanide furoate,C14H11Cl2NO4,0,0,,,0,0,0,0,35.3997,2.24287,0.00327,
3739-38-6,DTXSID1038321,3-Phenoxybenzoic acid,C13H10O3,0,0,0,0,0,0,0,0,16.0325,3.906,0.0016,
3758-34-7,DTXSID4048985,beta-Estradiol 17-propionate,C21H28O3,,,,,,,,,212.324,4.91376,0.00228,
3766-60-7,DTXSID5041699,Buturon,C12H13ClN2O,0,0,0,0,0,0,110.0526019,0.819311592, ,2.99809,4.78E-05,
3771-19-5,DTXSID8020911,Nafenopin,C20H22O3,,,,,,,,,33.1131,6.09006,0.00206,
3772-76-7,DTXSID0023616,Sulfamethomidine,C12H14N4O3S,0,0,,,0,0,0,0,2.30144,0.611009,0.00368,
3775-90-4,DTXSID6044931,2-(tert-Butylamino)ethyl 2-methylprop-2-enoate,C10H19NO2,0,0,,,0,0,0,0, ,1.45886,5.51E-05,
3777-69-3,DTXSID9047679,2-Pentylfuran,C9H14O,49.05843525,1.460843288,1.319819761,0.631377597,0,0,35.54487475,0.954505071,138.995,4.2349,9.07E-05,
689-67-8,DTXSID1021586,"6,10-Dimethyl-5,9-undecadiene-2-one",C13H22O,0,0,0,0,0,0,45.78304061,0.703846923,63.387,4.29275,3.34E-05,
3810-35-3,DTXSID5046277,Tenonitrozole,C8H5N3O3S2,0,0,,,0,0,30.56262857,2.730184957,8.81049,1.45069,0.00226,
11/6/3817,DTXSID2020210,Butyl-N-(4-hydroxybutyl)nitrosamine,C8H18N2O2,0,0,0,0,0,0,0,0,6.60693,1.0376,0.00119,
3819-00-9,DTXSID7023481,Piperacetazine,C24H30N2O2S,0,0,,,0,0,37.41117711,1.242707602, ,4.53908,0.000702,
3848-24-6,DTXSID2047066,"2,3-Hexanedione",C6H10O2,0,0,0,0,0,0,0,0,2.7227,0.751202,0.00273,
9/3/3852,DTXSID3052060,Methyl 3-methoxypropionate,C5H10O3,,,0,0,,,0,0,0.984011,0.239929,0.00125,
3878-19-1,DTXSID4041995,Fuberidazole,C11H8N2O,0,0,,,0,0,38.72106926,1.736326133,30.5492,2.66885,4.08E-05,
2/8/3913,DTXSID0044818,2-Butyloctan-1-ol,C12H26O,0,0,0,0,0,0,0,0,115.08,4.81641,0.000107,
3938-95-2,DTXSID4049294,Ethylpivalate,C7H14O2,0,0,,,0,0,0,0,8.37529,2.2567,0.00325,
3964-81-6,DTXSID6022636,Azatadine,C20H22N2,0,0,,,0,0,0,0,95.2796,3.58932,0.000334,
3970-62-5,DTXSID0032813,"2,2-Dimethyl-3-pentanol",C7H16O,0,0,,,0,0,0,0,6.72977,1.94251,0.00134,
4008-48-4,DTXSID4046284,Nitroxoline,C9H6N2O3,0,0,,,0,0,147.7912603,0.908664101,5.21195,1.98631,0.00319,
13946-02-6,DTXSID8046248,Iproheptine,C11H25N,,,,,,,,,59.8412,4.63883,0.00313,
4015-32-1,DTXSID4046232,Quazodine,C12H14N2O2,,,,,,,,,21.928,2.27185,0.00407,
4016-14-2,DTXSID6025480,Isopropyl glycidyl ether,C6H12O2,0,0,,,0,0,0,0,7.37904,0.588306,7.35E-05,
4044-65-9,DTXSID3046532,p-Phenylene bis(isothiocyanate),C8H4N2S2,,,,,,,,, ,3.29502,0.00267,
4065-45-6,DTXSID2042436,Sulisobenzone,C14H12O6S,0,0,0,0,0,0,0,0,6.4121,2.43047,4.60E-05,
4074-88-8,DTXSID3025045,Diethylene glycol diacrylate,C10H14O5,81.11603979,1.152109264,,,82.92440302,0.213986306,0,0, ,0.58354,0.00135,
6117-91-5,DTXSID2052283,But-2-en-1-ol,C4H8O,,,0,0,,,0,0,3.42768,0.250019,0.00259,
4097-22-7,DTXSID2023771,"2',3'-Dideoxyadenosine",C10H13N5O2,0,0,,,0,0,0,0,3.82825,-0.249158,7.42E-05,
123-96-6,DTXSID0027014,2-Octanol,C8H18O,0,0,0,0,0,0,0,0,17.9473,2.89762,0.000108,
4128-37-4,DTXSID6044486,"1,3-Dipropan-2-ylurea",C7H16N2O,0,0,,,0,0,0,0,4.4978,1.0306,7.36E-05,
4130-42-1,DTXSID0029262,"2,6-Di-tert-butyl-4-ethylphenol",C16H26O,0,0,1.014509059,1.193715864,0,0,88.52055639,0.58298632,1153.45,5.12059,0.000613,
4162-45-2,DTXSID4038922,Tetrabromobisphenol A bis(2-hydroxyethyl) ether,C19H20Br4O4,0,0,3.469232913,1.323311966,46.68093954,1.325281798,53.21927692,1.616715081,287.078,5.69304,0.00465,
4/4/4169,DTXSID7029665,2-Phenoxy-1-propanol,C9H12O2,0,0,,,0,0,0,0,8.20352,1.60639,0.00016,
4170-30-3,DTXSID8024864,Crotonaldehyde,C4H6O,0,0,,,0,0,0,0, ,0.68219,0.00165,
4196-86-5,DTXSID8024608,Pentaerythrityl tetrabenzoate,C33H28O8,0,0,,,0,0,0,0,5.188,5.31636,0.00161,
4196-89-8,DTXSID1038822,Neopentyl glycol dibenzoate,C19H20O4,0,0,0,0,0,0,0,0,22.751,3.96661,0.00153,
4246-51-9,DTXSID6044565,"3,3'-[Oxybis(ethane-2,1-diyloxy)]dipropan-1-amine",C10H24N2O3,0,0,,,0,0,0,0,0.487529,0.274574,0.013,
2/3/4247,DTXSID4020749,Isobutylparaben,C11H14O3,0,0,,,0,0,28.54422018,0.6493783,12.5603,3.01439,0.000151,
4252-78-2,DTXSID3026190,"2,2',4'-Trichloroacetophenone",C8H5Cl3O,112.950955,1.383284657,,,75.32878761,0.623567114,106.9136006,1.04024701,86.896,2.88204,0.000875,
4282-42-2,DTXSID6049301,1-Iodononane,C9H19I,0,0,,,0,0,0,0, ,5.1562,0.00247,
4291-63-8,DTXSID8022828,Cladribine,C10H12ClN5O3,0,0,0,0,0,0,109.9162592,1.303884917,3.01301,0.0173192,5.64E-05,
4292-19-7,DTXSID1049302,1-Iodododecane,C12H25I,0,0,,,0,0,0,0, ,6.57203,7.06E-05,
4331-54-8,DTXSID80195822,4-Methylcyclohexanecarboxylic acid,C8H14O2,,,0,0,,,,,3.38065,2.50108,0.00255,
4344-55-2,DTXSID4048199,4-Butyloxyaniline,C10H15NO,0,0,0,0,0,0,58.48400228,0.665532227,21.8776,1.45872,0.000516,
3/3/4345,DTXSID2026151,d-alpha-Tocopheryl succinate,C33H54O5,0,0,,,0,0,28.24717971,2.50856267,40.3645,9.5115,0.00149,
4376-18-5,DTXSID9040001,Monomethyl phthalate,C9H8O4,0,0,0,0,0,0,0,0,1.03992,1.1391,0.000154,
4376-20-9,DTXSID2025680,MEHP,C16H22O4,0,0,0,0,0,0,39.36726136,0.713816945,9.28966,4.2498,0.000477,
4/9/4390,DTXSID7052101,"2,2,4,4,6,8,8-Heptamethylnonane",C16H34,,,0,0,,,0,0,1485.94,7.64979,0.000281,
4394-85-8,DTXSID7044427,4-Morpholinecarboxaldehyde,C5H9NO2,0,0,0,0,0,0,0,0,1.11173,-1.05697,0.00102,
4419-39-0,DTXSID5040750,Beclomethasone,C22H29ClO5,0,0,,,0,0,42.79858417,1.736089461,13.7404,1.97955,0.00196,
4460-86-0,DTXSID1022217,"2,4,5-Trimethoxybenzaldehyde",C10H12O4,0,0,0,0,0,0,0,0, ,1.40252,0.000221,
4468-42-2,DTXSID4041492,3-Phenylhexane,C12H18,0,0,0,0,0,0,0,0,809.096,5.48268,0.000179,
4536-23-6,DTXSID9044241,2-Methylhexanoic acid,C7H14O2,0,0,,,0,0,0,0,2.87078,2.32655,0.00323,
4553-62-2,DTXSID4025612,2-Methylpentanedinitrile,C6H8N2,0,0,0,0,0,0,0,0,4.04576,-0.303674,2.68E-05,
4559-86-8,DTXSID7043902,"1,1,3,3-Tetrabutylurea",C17H36N2O,0,0,2.591047233,1.155202537,0,0,0,0,24.4906,3.99587,0.00575,
4/9/4621,DTXSID2047149,4-Isopropylcyclohexanol,C9H18O,0,0,0,0,0,0,0,0,18.3231,2.92099,0.00586,
1569-60-4,DTXSID8051754,6-Methylhept-5-en-2-ol,C8H16O,,,0,0,,,0,0,18.4502,2.24697,0.00206,
4635-87-4,DTXSID1025851,3-Pentenenitrile,C5H7N,0,0,,,0,0,0,0,5.06991,0.122418,0.00413,
4655-34-9,DTXSID6022218,Isopropyl methacrylate,C7H12O2,0,0,,,0,0,0,0, ,2.25027,0.00193,
4684-94-0,DTXSID7040289,6-Chloro-2-picolinic acid,C6H4ClNO2,0,0,0,0,0,0,0,0,1.78238,1.49816,2.95E-05,
4726-14-1,DTXSID9042203,Nitralin,C13H19N3O6S,0,0,,,0,0,136.950455,1.897259459,53.4564,3.51923,2.61E-05,
4748-78-1,DTXSID0047080,4-Ethylbenzaldehyde,C9H10O,0,0,0,0,0,0,0,0, ,2.02355,0.000117,
6/1/4776,DTXSID0041985,Fluorosalan,C14H8Br2F3NO2,67.02900238,2.70817521,1.408764179,0.974086591,77.75512247,1.436070567,190.4131005,1.456403591,61.3762,4.78689,7.72E-05,
4802-20-4,DTXSID2025501,Limonene dimercaptan,C10H20S2,0,0,0,0,0,0,0,0, ,3.35088,0.000462,
4812-20-8,DTXSID5041431,2-Isopropoxyphenol,C9H12O2,0,0,0,0,0,0,0,0,12.1619,2.09192,0.00262,
4824-78-6,DTXSID6041684,Bromophos-ethyl,C10H12BrCl2O3PS,0,0,,,0,0,70.15201706,0.783426296,515.229,6.14652,0.000309,
3/1/4860,DTXSID3027580,1-Chlorohexadecane,C16H33Cl,0,0,,,0,0,0,0,171.791,8.21437,0.00026,
4901-51-3,DTXSID0022220,"2,3,4,5-Tetrachlorophenol",C6H2Cl4O,67.55130675,1.336362631,,,33.83383047,0.589492734,154.489818,0.916565211,252.93,4.21014,0.00329,
4938-72-1,DTXSID2026074,"Isobutyl (2,4,5-trichlorophenoxy)acetate",C12H13Cl3O3,0,0,,,0,0,0,0,228.56,4.48529,0.00118,
11/8/4940,DTXSID5041516,2-Ethyl-3-hydroxy-4-pyrone,C7H8O3,0,0,0,0,0,0,0,0,0.635331,0.628087,0.00289,
4956-37-0,DTXSID3023001,Estradiol enanthate,C25H36O3,,,,,,,,,222.331,7.06115,0.00137,
4979-32-2,DTXSID3027584,"N,N-Dicyclohexyl-2-benzothiazolesulfenamide",C19H26N2S2,0,0,0,0,0,0,0,0,36.0579,4.8017,0.00014,
4985-85-7,DTXSID2044680,"2,2'-[(3-Aminopropyl)imino]diethanol",C7H18N2O2,0,0,,,0,0,0,0,0.382825,-0.934264,0.00263,
4994-16-5,DTXSID9047176,4-Phenyl-1-cyclohexene,C12H14,0,0,,,0,0,0,0,760.326,4.3646,0.00208,
5003-48-5,DTXSID5022649,Benorylate,C17H15NO5,0,0,,,0,0,0,0,4.21697,2.15109,0.00112,
5051-22-9,DTXSID3045304,Dexpropranolol,C16H21NO2,0,0,,,0,0,0,0,24.2103,3.475,0.00177,
5124-30-1,DTXSID3027588,"1,1-Methylenebis(4-isocyanatocyclohexane)",C15H22N2O2,0,0,0,0,0,0,0,0, ,3.33442,0.00368,
5131-58-8,DTXSID1025770,"4-Nitro-1,3-benzenediamine",C6H7N3O2,0,0,,,0,0,0,0,2.52348,0.780406,0.00251,
5131-60-2,DTXSID0020282,"4-Chloro-1,3-diaminobenzene",C6H7ClN2,0,0,0,0,0,0,25.21481186,1.09687789,6.06736,0.852332,0.00275,
5131-66-8,DTXSID8027589,1-Butoxy-2-propanol,C7H16O2,0,0,0,0,0,0,0,0,5.18,1.01577,0.00106,
5138-18-1,DTXSID8042426,Sulfosuccinic acid,C4H6O7S,0,0,0,0,0,0,0,0,0.0358922,-0.147921,0.000148,
11/8/5205,DTXSID8047131,3-Methyl-2-butenyl benzoate,C12H14O2,0,0,0,0,0,0,0,0,26.2422,3.24368,0.00327,
5216-25-1,DTXSID2027593,4-Chlorobenzotrichloride,C7H4Cl4,0,0,0,0,0,0,0,0, ,4.00103,0.00193,
5234-68-4,DTXSID0023951,Carboxin,C12H13NO2S,0,0,0,0,0,0,71.24903029,0.955768249,6.71429,2.14048,0.00184,
5251-93-4,DTXSID7041625,Benzadox,C9H9NO4,0,0,,,0,0,0,0, ,-0.266252,0.00206,
5259-88-1,DTXSID8034792,Oxycarboxin,C12H13NO4S,83.13878618,1.359333759,1.055389803,0.905326975,127.8774817,0.55784566,0,0, ,0.758914,0.000401,
5315-79-7,DTXSID1038298,1-Hydroxypyrene,C16H10O,0,0,0.978513843,1.541725857,0,0,186.5488251,0.975072391,126.765,4.03606,0.00201,
5333-42-6,DTXSID3036288,2-Octyl-1-dodecanol,C20H42O,0,0,0,0,0,0,0,0,79.9834,8.81553,0.000102,
5355-16-8,DTXSID2046200,Diaveridine,C13H16N4O2,0,0,,,0,0,0,0,12.5603,0.970891,0.000471,
5397-31-9,DTXSID1025304,3-((2-Ethylhexyl)oxy)propylamine,C11H25NO,0,0,,,0,0,72.87718604,0.743812593,42.658,3.52739,2.85E-05,
5401-94-5,DTXSID5049316,5-Nitroindazole,C7H5N3O2,0,0,,,0,0,0,0,6.08135,2.02928,8.54E-05,
5435-64-3,DTXSID6047107,"3,5,5-Trimethylhexanal",C9H18O,0,0,0,0,0,0,48.15706738,0.713609338, ,3.29149,0.000145,
5437-38-7,DTXSID6025640,3-Methyl-2-nitrobenzoic acid,C8H7NO4,0,0,,,0,0,0,0,1.84502,1.85566,0.00265,
5437-98-9,DTXSID7044689,N-(4-Methoxyphenyl)-3-oxobutanamide,C11H13NO3,0,0,0,0,0,0,0,0,2.41546,1.23475,0.000139,
102-05-6,DTXSID4046238,"N,N-Dibenzylmethylamine",C15H17N,,,,,,,,,114.288,3.62285,3.29E-05,
5464-79-9,DTXSID4024484,2-Amino-4-methoxybenzothiazole,C8H8N2OS,0,0,,,0,0,39.61569026,0.778413812,9.33254,1.58503,3.57E-05,
5466-77-3,DTXSID1025302,Octinoxate,C18H26O3,0,0,,,0,0,0,0, ,5.19958,0.00128,
5467-78-7,DTXSID4048694,Fenamol,C7H7N5,0,0,,,0,0,0,0,1.59588,0.690636,6.15E-05,
5471-51-2,DTXSID5044495,4-(4-Hydroxyphenyl)butan-2-one,C10H12O2,0,0,0,0,0,0,0,0,6.99842,1.65453,0.0001,
3/3/5486,DTXSID1041689,Buquinolate,C20H27NO5,,,,,,,,,23.7137,3.72519,0.00321,
5493-45-8,DTXSID7024875,"Bis(2,3-epoxypropyl) cyclohexane-1,2-dicarboxylate",C14H20O6,0,0,,,0,0,43.09345114,0.592935346,9.4189,1.06493,0.00364,
5510-99-6,DTXSID0044440,"2,6-Di(butan-2-yl)phenol",C14H22O,0,0,0,0,0,0,0,0,153.462,4.36213,6.73E-05,
5522-43-0,DTXSID6020983,1-Nitropyrene,C16H9NO2,0,0,,,0,0,30.94998639,1.303053018,165.196,5.05895,2.38E-05,
9/8/5534,DTXSID3048730,Beclazone,C28H37ClO7,,,,,,,,,9.0365,3.85778,0.00143,
5575-21-3,DTXSID5045388,Cefalonium,C20H18N4O5S2,0,0,,,0,0,0,0, ,-0.593538,3.48E-05,
5146-66-7,DTXSID3036286,Citralva,C10H15N,0,0,0,0,0,0,0,0, ,2.04495,0.000288,
5591-49-1,DTXSID7046253,Anilamate,C15H14N2O3,,,,,,,,,3.42768,3.58846,0.000157,
5593-20-4,DTXSID2022672,Betamethasone dipropionate,C28H37FO7,,,,,,,,,8.03526,4.06871,0.00048,
5598-13-0,DTXSID6032352,Chlorpyrifos-methyl,C7H7Cl3NO3PS,0,0,0.752530889,0.592295774,0,0,0,0,314.051,4.30989,2.49E-05,
5598-15-2,DTXSID1038666,Chlorpyrifos oxon,C9H11Cl3NO4P,0,0,0,0,0,0,96.3080606,0.666482635,109.144,3.19947,7.70E-05,
5611-51-8,DTXSID0048634,Triamcinolone hexacetonide,C30H41FO7,,,,,,,,,31.6228,4.84085,0.0012,
5632-47-3,DTXSID9021059,N-Nitrosopiperazine,C4H9N3O,0,0,,,0,0,0,0,1.52757,0.178177,7.26E-05,
14051-33-3,DTXSID2046173,Benzetimide,C23H26N2O2,,,,,,,,,37.1535,3.54907,0.0068,
123-33-1,DTXSID9020792,Maleic hydrazide,C4H4N2O2,0,0,0,0,0,0,0,0,1.65959,-0.83958,0.00289,
5766-67-6,DTXSID9027603,(Ethylenedinitrilo)tetraacetonitrile,C10H12N6,0,0,0,0,0,0,0,0, ,-0.713348,0.000211,
5834-17-3,DTXSID9020825,2-Methoxy-3-aminodibenzofuran,C13H11NO2,0,0,,,0,0,89.77900313,0.778413812,103.039,2.57663,0.00117,
10/2/5836,DTXSID5041778,Chloropropylate,C17H16Cl2O3,0,0,,,0,0,30.51507737,1.272834174,322.849,4.87378,0.0014,
5902-51-2,DTXSID8024317,Terbacil,C9H13ClN2O2,0,0,0,0,0,0,0,0,4.57088,1.89021,3.27E-05,
5915-41-3,DTXSID4027608,Terbutylazine,C9H16ClN5,0,0,0,0,0,0,104.6154585,0.930842845,11.4815,3.20992,0.00275,
5973-71-7,DTXSID2041626,"3,4-Dimethylbenzaldehyde",C9H10O,0,0,,,0,0,0,0, ,1.90737,3.56E-05,
138-86-3,DTXSID2029612,Limonene,C10H16,0,0,0,0,0,0,0,0,523.87,4.51408,0.0031,
6012-97-1,DTXSID5042451,Tetrachlorothiophene,C4Cl4S,0,0,0,0,0,0,0,0,149.968,4.33707,0.00398,
6088-51-3,DTXSID7025429,6-Hydroxy-2-naphthyl disulfide,C20H14O2S2,0,0,0,0,0,0,54.45045214,1.052738106,29.9226,4.03277,0.000235,
2/6/6094,DTXSID9052505,2-Methylpent-1-ene,C7H14,,,0,0,,,0,0,119.95,3.71974,0.00283,
6145-73-9,DTXSID3027615,Tris(2-chloropropyl) phosphate,C9H18Cl3O4P,0,0,0,0,0,0,46.89491802,1.299430719,13.5831,2.94921,2.02E-06,
6164-98-3,DTXSID2037508,Chlordimeform,C10H13ClN2,0,0,,,0,0,0,0,42.0727, ,6.94E-05,
6175-45-7,DTXSID1052294,"2,2-Diethoxyacetophenone",C12H16O3,,,0,0,,,0,0,7.56833,2.3738,6.06E-05,
6190-65-4,DTXSID5037494,Deethylatrazine,C6H10ClN5,0,0,0,0,0,0,0,0,3.41979,1.51122,0.00506,
6197-30-4,DTXSID9025299,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",C24H27NO2,0,0,,,0,0,63.94811654,1.364979517, ,5.84951,0.00152,
6201-87-2,DTXSID0024507,5-Amino-3-sulfosalicylic acid,C7H7NO6S,0,0,,,0,0,0,0,0.516416,-1.74407,6.66E-05,
6219-89-2,DTXSID9024483,4-(4-Amino-3-methylanilino)phenol,C13H14N2O,0,0,,,0,0,0,0,22.3357,2.51562,0.000218,
116-81-4,DTXSID5044782,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",C14H8BrNO5S,0,0,0,0,0,0,90.00109794,0.787738702,9.05733,1.62128,6.73E-05,
6259-76-3,DTXSID4038924,Hexyl salicylate,C13H18O3,0,0,0,0,0,0,0,0, ,3.18545,0.00323,
6283-25-6,DTXSID6038827,2-Chloro-5-nitroaniline,C6H5ClN2O2,,,0,0,,,0,0,9.28966,2.22777,0.00025,
5/8/6285,DTXSID1048203,Ethyl 4-chlorophenyl ketone,C9H9ClO,0,0,0,0,0,0,0,0,34.435,2.39867,0.0061,
6285-57-0,DTXSID3024491,2-Amino-6-nitrobenzothiazole,C7H5N3O2S,0,0,0,0,0,0,43.3390789,0.698272946,6.59174,1.40682,3.47E-05,
6287-38-3,DTXSID0024971,"3,4-Dichlorobenzaldehyde",C7H4Cl2O,0,0,,,0,0,0,0, ,2.80024,0.00177,
6317-18-6,DTXSID8025599,Methylene bis(thiocyanate),C3H2N2S2,0,0,0,0,47.03601333,0.215063131,125.9826834,1.141066378,3.63078,2.1368,8.53E-05,
6358-53-8,DTXSID6024838,C.I. Solvent Red 80,C18H16N2O3,,,0,0,,,80.08670982,1.492121864,22.3872,4.47544,0.00128,
6358-64-1,DTXSID9040718,"2,5-Dimethoxy-4-chloroaniline",C8H10ClNO2,0,0,0,0,0,0,41.25687756,0.676752512,20.8449,1.49705,0.00526,
6378-65-0,DTXSID3047552,Hexyl hexanoate,C12H24O2,0,0,0,0,0,0,0,0,58.7489,4.48918,0.00298,
6422-86-2,DTXSID7027625,Bis(2-ethylhexyl) terephthalate,C24H38O4,0,0,0,0,0,0,0,0,20.8449,7.5508,0.000591,
6440-58-0,DTXSID8035217,"1,3-Dimethylol-5,5-dimethylhydantoin",C7H12N2O4,,,0,0,,,0,0,0.22182,-0.688627,0.0008,
6515-38-4,DTXSID7038317,"3,5,6-Trichloro-2-pyridinol",C5H2Cl3NO,0,0,0,0,0,0,27.57545536,0.865792693,73.2825,3.20892,0.000221,
6521-29-5,DTXSID9047887,Pentylparaben,C12H16O3,0,0,,,0,0,39.23517783,0.608779265,21.1349,3.24847,3.12E-05,
6610-29-3,DTXSID7044390,N-Methylhydrazinecarbothioamide,C2H7N3S,0,0,0,0,58.82061335,0.497940009,0,0, ,-0.683974,0.000962,
6707-60-4,DTXSID4047705,12-Oxahexadecanolide,C15H28O3,0,0,0.903862429,0.633996119,0,0,0,0, ,3.24178,0.000304,
6742-54-7,DTXSID3029281,1-Phenylundecane,C17H28,0,0,,,0,0,0,0,321.366,8.13592,2.72E-05,
6789-88-4,DTXSID9025403,Hexyl benzoate,C13H18O2,0,0,0,0,0,0,0,0,22.6464,3.44678,0.000682,
6846-50-0,DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",C16H30O4,0,0,0,0,0,0,0,0,48.6407,4.7774,0.00129,
6863-58-7,DTXSID6027636,Bis(2-butyl) ether,C8H18O,0,0,,,0,0,0,0,21.4783,3.28735,8.98E-05,
6893-26-1,DTXSID1048675,D-Glutamic acid,C5H9NO4,,,,,,,,,0.128233,-3.68797,1.57E-05,
6911-51-9,DTXSID8047476,2-Thienyl disulfide,C8H6S4,0,0,,,25.61678434,0.612350082,91.49210197,1.475740618,67.6083,4.36286,0.000418,
6938-94-9,DTXSID5027641,Diisopropyl adipate,C12H22O4,0,0,,,0,0,0,0,11.6681,2.38193,0.00175,
6961-46-2,DTXSID8046404,Idrocilamide,C11H13NO2,0,0,,,0,0,0,0,2.05116,1.12885,0.000602,
6981-18-6,DTXSID1046689,Ormetoprim,C14H18N4O2,0,0,,,0,0,0,0,18.1552,1.2304,9.38E-05,
6988-21-2,DTXSID2041886,Dioxacarb,C11H13NO4,0,0,,,0,0,0,0,1.83654,0.672203,0.0015,
7005-47-2,DTXSID6044721,2-(Dimethylamino)-2-methylpropan-1-ol,C6H15NO,0,0,0,0,0,0,0,0,2.60016,0.290601,0.000221,
7005-72-3,DTXSID2052447,4-Chlorodiphenyl ether,C12H9ClO,,,0,0,,,0,0,1161.45,4.70048,0.00039,
7149-26-0,DTXSID2025503,Linalyl anthranilate,C17H23NO2,0,0,,,0,0,0,0,28.9734,4.03269,0.000145,
7149-79-3,DTXSID8042181,N-(3-Chloro-4-methylphenyl)acetamide,C9H10ClNO,0,0,,,0,0,0,0,5.83445,2.67471,0.00534,
7152-80-9,DTXSID4042252,4-(Dimethylamino)phenylthiocyanate,C9H10N2S,0,0,,,0,0,77.49160129,1.267904433,22.5944,2.22091,0.00157,
7199-29-3,DTXSID6046551,Cyheptamide,C16H15NO,,,,,,,,,11.6145,3.25774,8.25E-05,
7227-91-0,DTXSID5021128,"1-Phenyl-3,3-dimethyltriazene",C8H11N3,0,0,0,0,0,0,0,0,18.3231,2.59039,0.00362,
15301-40-3,DTXSID4046521,Actinoquinol,C11H11NO4S,,,,,,,,,10.8143,2.37982,0.00293,
7320-37-8,DTXSID9025245,"1,2-Epoxyhexadecane",C16H32O,0,0,,,0,0,0,0,171.396,7.05256,6.46E-05,
7481-89-2,DTXSID0023747,"2',3'-Dideoxycytidine",C9H13N3O3,0,0,0,0,0,0,0,0,1.0666,-1.30002,0.000109,
7492-66-2,DTXSID1024837,Citral diethyl acetal,C14H26O2,,,0,0,,,0,0,51.9996,4.90164,0.00308,
7492-70-8,DTXSID3044831,1-Butoxy-1-oxopropan-2-yl butanoate,C11H20O4,0,0,0,0,0,0,0,0,8.24138,1.69646,0.000131,
7493-63-2,DTXSID3024441,Allyl anthranilate,C10H11NO2,0,0,,,0,0,0,0,3.80189,1.61188,1.09E-05,
7549-37-3,DTXSID8044832,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene",C12H22O2,0,0,0,0,0,0,0,0,34.9945,2.94944,0.00249,
7560-83-0,DTXSID6044727,N-Cyclohexyl-N-methylcyclohexanamine,C13H25N,0,0,0,0,0,0,0,0,62.6614,3.71043,0.000139,
7581-97-7,DTXSID8021565,"2,3-Dichlorobutane",C4H8Cl2,0,0,,,0,0,0,0,16.788,2.63406,0.00339,
7659-86-1,DTXSID4027656,2-Ethylhexyl thioglycolate,C10H20O2S,0,0,0,0,0,0,29.25970086,0.556093313, ,3.57394,0.00123,
7665-72-7,DTXSID4024692,tert-Butyl glycidyl ether,C7H14O2,0,0,,,0,0,0,0,16.293,1.38673,4.26E-05,
620-40-6,DTXSID5047031,Tribenzylamine,C21H21N,0,0,0.988006819,1.302404108,30.52562863,0.30696499,0,0,255.859,4.67776,5.78E-05,
2210-77-7,DTXSID9046150,Pyrrocaine,C14H20N2O,0,0,,,0,0,0,0,10.3514,2.56356,0.00162,
