DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID5020863,Methyldopa sesquihydrate,41372-08-1,C20H32N2O11,476.20061,Inactive,0,0
DTXSID5020867,"4,4'-Methylenebis(o-toluidine)",838-88-0,C15H18N2,226.146999,Inactive,0,0
DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",101-61-1,C17H22N2,254.178299,Inactive,0,0
DTXSID5020944,Nitrofurazone,59-87-0,C6H6N4O4,198.038905,Inactive,0,0
DTXSID5020948,"5-(5-Nitro-2-furyl)-1,3,4-oxadiazole-2-ol",2122-86-3,C6H3N3O5,197.00727,Inactive,0,0
DTXSID5021097,Oxytetracycline hydrochloride,2058-46-0,C22H25ClN2O9,496.124858,Inactive,0,0
DTXSID5021124,Phenol,108-95-2,C6H6O,94.041865,Inactive,0,0
DTXSID5021126,Phenothiazine,92-84-2,C12H9NS,199.04557,Inactive,0,0
DTXSID5021128,"1-Phenyl-3,3-dimethyltriazene",7227-91-0,C8H11N3,149.095297,Inactive,0,0
DTXSID5021201,Gallic acid n-propyl ester,121-79-9,C10H12O5,212.068473,Inactive,0,0
DTXSID5021209,6-Propyl-2-thiouracil,51-52-5,C7H10N2OS,170.051384,Inactive,0,0
DTXSID5021251,Saccharin,1981/7/2,C7H5NO3S,182.999014,Inactive,0,0
DTXSID5021330,Tetramethylolphosphonium chloride,124-64-1,C4H12ClO4P,190.016174,Inactive,0,0
DTXSID5021332,Bis(dimethylaminothiocarbonyl) disulfide,137-26-8,C6H12N2S4,239.988333,Inactive,0,0
DTXSID5021336,Theophylline,58-55-9,C7H8N4O2,180.064726,Inactive,0,0
DTXSID5021380,"1,1,2-Trichloroethane",79-00-5,C2H3Cl3,131.930033,Inactive,0,0
DTXSID5021386,"2,4,6-Trichlorophenol",1988/6/2,C6H3Cl3O,195.924948,Inactive,0,0
DTXSID5021388,"2,4,5-Trichlorophenoxyacetic acid",93-76-5,C8H5Cl3O3,253.930427,Inactive,0,0
DTXSID5021411,Tris(2-chloroethyl) phosphate,115-96-8,C6H12Cl3O4P,283.953879,Inactive,0,0
DTXSID5021413,"Tris(2,3-dibromopropyl) phosphate",126-72-7,C9H15Br6O4P,691.580824,Active,1.498894637,1.667239992
DTXSID5021415,Triisopropanolamine,122-20-3,C9H21NO3,191.152144,Inactive,0,0
DTXSID5021419,L-Tryptophan,73-22-3,C11H12N2O2,204.089878,Inactive,0,0
DTXSID5021544,2-Chlorophenol,95-57-8,C6H5ClO,128.002893,Inactive,0,0
DTXSID5021590,Dodecanoic acid,143-07-7,C12H24O2,200.17763,Active,1.068330066,0.270187817
DTXSID5021621,2-Methylbutanoic acid,116-53-0,C5H10O2,102.06808,Inactive,0,0
DTXSID5021627,5-Methyl-2-furancarboxylic acid,1917-15-3,C6H6O3,126.031694,Inactive,0,0
DTXSID5021629,6-Methyl-5-hepten-2-one,110-93-0,C8H14O,126.104465,Inactive,0,0
DTXSID5021754,"5,5-Dimethylhydantoin",77-71-4,C5H8N2O2,128.058578,Inactive,0,0
DTXSID5021758,Tris(2-butoxyethyl) phosphate,78-51-3,C18H39O7P,398.243341,Inactive,0,0
DTXSID50218052,Perfluoroglutaryl difluoride,678-78-4,C5F8O2,243.977055,Inactive,0,0
DTXSID5021831,3-Nitrotoluene,1999/8/1,C7H7NO2,137.047678,Inactive,0,0
DTXSID5021835,4-Dimethylaminobenzaldehyde,100-10-7,C9H11NO,149.084064,Inactive,0,0
DTXSID5021837,"N,N-Diethylethanolamine",100-37-8,C6H15NO,117.115364,Inactive,0,0
DTXSID5021839,Benzylamine,100-46-9,C7H9N,107.073499,Inactive,0,0
DTXSID5021881,Ethylenediamine,107-15-3,C2H8N2,60.068748,Inactive,0,0
DTXSID5021883,Propargyl alcohol,107-19-7,C3H4O,56.026215,Inactive,0,0
DTXSID5021885,"2-Methyl-2,4-pentanediol",107-41-5,C6H14O2,118.09938,Inactive,0,0
DTXSID5021889,4-Methyl-2-pentanone,108-10-1,C6H12O,100.088815,Inactive,0,0
DTXSID5021910,Pyrrole,109-97-7,C4H5N,67.042199,Inactive,0,0
DTXSID5021914,5-Methyl-2-hexanone,110-12-3,C7H14O,114.104465,Inactive,0,0
DTXSID5021916,2-Heptanone,110-43-0,C7H14O,114.104465,Inactive,0,0
DTXSID5021962,N-Phenyl diethanolamine,120-07-0,C10H15NO2,181.110279,Inactive,0,0
DTXSID5021968,3-Ethoxy-4-hydroxybenzaldehyde,121-32-4,C9H10O3,166.062994,Inactive,0,0
DTXSID5022194,Hexyl acrylate,2499-95-8,C9H16O2,156.11503,Inactive,0,0
DTXSID5022198,3-(3-Pyridyl)-1-propanol,2859-67-8,C8H11NO,137.084064,Inactive,0,0
DTXSID5022271,4-(Diethylamino)salicylaldehyde,17754-90-4,C11H15NO2,193.110279,Active,0.715511091,0.693368396
DTXSID5022279,"2,6-Diisopropylaniline",24544-04-5,C12H19N,177.15175,Inactive,0,0
DTXSID5022308,Genistein,446-72-0,C15H10O5,270.052823,Active,-0.833415621,1.880702228
DTXSID5022437,Nordihydroguaiaretic acid,500-38-9,C18H22O4,302.151809,Active,0.679582676,0.80642947
DTXSID5022439,Phenolphthalin,81-90-3,C20H16O4,320.104859,Inactive,0,0
DTXSID5022489,E-Cinnamic acid,140-10-3,C9H8O2,148.052429,Inactive,0,0
DTXSID5022510,4-Chloro-2-methylphenol,1570-64-5,C7H7ClO,142.018542,Inactive,0,0
DTXSID5022857,Cortisone,1953/6/5,C21H28O5,360.193674,Inactive,0,0
DTXSID50229163,Trichloro((perfluorohexyl)ethyl)silane,78560-45-9,C8H4Cl3F13Si,479.894026,Inactive,0,0
DTXSID5022934,Digoxin,20830-75-5,C41H64O14,780.429607,Active,1.430723824,3.486484001
DTXSID5023035,Etoposide,33419-42-0,C29H32O13,588.184291,Inactive,0,0
DTXSID5023039,Famotidine,76824-35-6,C8H15N7O2S3,337.044936,Inactive,0,0
DTXSID5023114,Guaifenesin,93-14-1,C10H14O4,198.089209,Inactive,0,0
DTXSID5023243,Mefenamic acid,61-68-7,C15H15NO2,241.110279,Inactive,0,0
DTXSID5023322,Mifepristone,84371-65-3,C29H35NO2,429.266779,Active,1.168766642,1.755850029
DTXSID5023324,Milrinone,78415-72-2,C12H9N3O,211.074562,Active,-1.120884845,1.127734209
DTXSID5023376,Nizatidine,76963-41-2,C12H21N5O2S2,331.113667,Inactive,0,0
DTXSID5023588,D-Glucitol,50-70-4,C6H14O6,182.079038,Inactive,0,0
DTXSID5023742,Warfarin,81-81-2,C19H16O4,308.104859,Inactive,0,0
DTXSID5023792,4-Nitrotoluene,99-99-0,C7H7NO2,137.047678,Inactive,0,0
DTXSID5023796,Pentamidine isethionate,140-64-7,C23H36N4O10S2,592.187286,Active,1.165483025,0.433775799
DTXSID5023825,Indium arsenide,1303-11-3,AsIn,189.825474,Inactive,0,0
DTXSID5023871,Amitraz,33089-61-1,C19H23N3,293.189198,Inactive,0,0
DTXSID5023875,Ammonium sulfamate,7773-06-0,H6N2O3S,114.009913,Inactive,0,0
DTXSID5023877,2-Anisidine,90-04-0,C7H9NO,123.068414,Inactive,0,0
DTXSID5023900,Benomyl,17804-35-2,C14H18N4O3,290.13789,Inactive,0,0
DTXSID5023902,Benz(a)anthracene,56-55-3,C18H12,228.0939,Active,0.612424811,2.777497243
DTXSID5023950,Carbosulfan,55285-14-8,C20H32N2O3S,380.213364,Active,1.28038356,0.541725857
DTXSID5024051,Bis(1-methylethyl) methylphosphonate,1445-75-6,C7H17O3P,180.091531,Inactive,0,0
DTXSID5024055,Dimethyl sulfate,77-78-1,C2H6O4S,125.99868,Inactive,0,0
DTXSID5024057,Dimethylamine,124-40-3,C2H7N,45.057849,Inactive,0,0
DTXSID5024059,"3,3'-Dimethylbenzidine",119-93-7,C14H16N2,212.131349,Inactive,0,0
DTXSID5024134,delta-Hexachlorocyclohexane,319-86-8,C6H6Cl6,287.860066,Active,0.714800444,1.249810448
DTXSID5024182,2-Methoxyethanol,109-86-4,C3H8O2,76.052429,Inactive,0,0
DTXSID5024211,Napropamide,15299-99-7,C17H21NO2,271.157229,Inactive,0,0
DTXSID5024261,Phosmet,732-11-6,C11H12NO4PS2,316.994537,Inactive,0,0
DTXSID5024263,Phosphoric acid,7664-38-2,H3O4P,97.976896,Inactive,0,0
DTXSID5024344,Tri-allate,2303-17-5,C10H16Cl3NOS,303.001818,Inactive,0,0
DTXSID5024346,"1,2,4-Tribromobenzene",615-54-3,C6H3Br3,311.778489,Inactive,0,0
DTXSID5024394,Acetic acid,64-19-7,C2H4O2,60.021129,Inactive,0,0
DTXSID5024506,5-Aminosalicylic acid,89-57-6,C7H7NO3,153.042593,Inactive,0,0
DTXSID5024681,tert-Butylamine,75-64-9,C4H11N,73.089149,Inactive,0,0
DTXSID5024687,4-tert-Butylcatechol,98-29-3,C10H14O2,166.09938,Inactive,0,0
DTXSID5024845,Colchicine,64-86-8,C22H25NO6,399.168188,Inactive,0,0
DTXSID5024891,Cytarabine hydrochloride,69-74-9,C9H14ClN3O5,279.062198,Inactive,0,0
DTXSID5024922,"1,6-Hexanediamine",124-09-4,C6H16N2,116.131349,Inactive,0,0
DTXSID5025021,Dicyclohexyl phthalate,84-61-7,C20H26O4,330.183109,Active,2.110582016,1.425669414
DTXSID5025023,Dicyclopentadiene,77-73-6,C10H12,132.0939,Inactive,0,0
DTXSID5025102,3-(Dimethylamino)propylamine,109-55-7,C5H14N2,102.115698,Inactive,0,0
DTXSID5025150,Dimethyl phosphate,813-78-5,C2H7O4P,126.008196,Inactive,0,0
DTXSID5025152,Dimethyl succinate,106-65-0,C6H10O4,146.057909,Inactive,0,0
DTXSID5025231,Emodin,518-82-1,C15H10O5,270.052823,Active,0.85314619,0.84836403
DTXSID5025285,Ethylene glycol diethyl ether,629-14-1,C6H14O2,118.09938,Inactive,0,0
DTXSID5025364,Glyoxal,107-22-2,C2H2O2,58.005479,Inactive,0,0
DTXSID5025572,Methyl benzoate,93-58-3,C8H8O2,136.052429,Inactive,0,0
DTXSID5025578,2-Methyl-3-butenenitrile,16529-56-9,C5H7N,81.057849,Inactive,0,0
DTXSID5025603,N-Methyl-N-hydroxyethylamine,109-83-1,C3H9NO,75.068414,Inactive,0,0
DTXSID5025607,"1,2-Dimethoxy-4-(2-propen-1-yl)benzene",93-15-2,C11H14O2,178.09938,Inactive,0,0
DTXSID5025609,Methyl formate,107-31-3,C2H4O2,60.021129,Inactive,0,0
DTXSID5025659,Methyl salicylate,119-36-8,C8H8O3,152.047344,Inactive,0,0
DTXSID5025730,9-Nitroanthracene,602-60-8,C14H9NO2,223.063329,Inactive,0,0
DTXSID5025815,Orphenadrine hydrochloride,341-69-5,C18H24ClNO,305.154642,Active,0.824739492,0.406307468
DTXSID5025861,Phenethyl anthranilate,133-18-6,C15H15NO2,241.110279,Inactive,0,0
DTXSID5026120,"3,3',5,5'-Tetramethylbenzidine",54827-17-7,C16H20N2,240.162649,Inactive,0,0
DTXSID5026122,"N,N,N',N'-Tetramethylethylenediamine",110-18-9,C6H16N2,116.131349,Inactive,0,0
DTXSID5026174,Triallylamine,102-70-5,C9H15N,137.120449,Inactive,0,0
DTXSID5026178,Potassium dichloroisocyanurate,2244-21-5,C3Cl2KN3O3,234.895378,Inactive,0,0
DTXSID5026209,"2,3,6-Trichlorophenol",933-75-5,C6H3Cl3O,195.924948,Inactive,0,0
DTXSID5026251,Triphenylphosphine,603-35-0,C18H15P,262.091137,Active,2.262748902,1.066785294
DTXSID5026259,Tris(2-chloroisopropyl)phosphate,13674-84-5,C9H18Cl3O4P,326.000829,Inactive,0,0
DTXSID5026461,2-Methylpropanenitrile,78-82-0,C4H7N,69.057849,Inactive,0,0
DTXSID5026544,"1,2,3-Benzotriazin-4(1H)-one",90-16-4,C7H5N3O,147.043262,Inactive,0,0
DTXSID5026548,"2,4,6-Tris(dimethylaminomethyl)phenol",90-72-2,C15H27N3O,265.215413,Inactive,0,0
DTXSID5026623,4-tert-Butylcyclohexanol,98-52-2,C10H20O,156.151415,Inactive,0,0
DTXSID5026706,"1,2-Diphenoxyethane",104-66-5,C14H14O2,214.09938,Inactive,0,0
DTXSID5026889,Methyl dodecanoate,111-82-0,C13H26O2,214.19328,Inactive,0,0
DTXSID5026912,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,112-35-6,C7H16O4,164.104859,Inactive,0,0
DTXSID5026914,1-Dodecene,112-41-4,C12H24,168.187801,Inactive,0,0
DTXSID5026918,1-Dodecanol,112-53-8,C12H26O,186.198365,Inactive,0,0
DTXSID5027061,2-Naphthalenol,135-19-3,C10H8O,144.057515,Active,0.786329058,0.541725857
DTXSID5027069,2-Methyl-1-butanol,137-32-6,C5H12O,88.088815,Inactive,0,0
DTXSID5027140,Perfluorooctanesulfonyl fluoride,307-35-7,C8F18O2S,501.933157,Inactive,0,0
DTXSID5027142,"1,2-Dichloro-4-(trifluoromethyl)benzene",328-84-7,C7H3Cl2F3,213.95639,Inactive,0,0
DTXSID5027198,N-Methylphthalimide,550-44-7,C9H7NO2,161.047678,Inactive,0,0
DTXSID5027279,Manganese(II) acetate,638-38-0,C4H6MnO4,172.964653,Inactive,0,0
DTXSID5027302,"2,3,5,6-Tetrachlorobenzene-1,4-dicarbonyl dichloride",719-32-4,C8Cl6O2,337.802945,Inactive,0,0
DTXSID5027304,Dimethyltin dichloride,753-73-1,C2H6Cl2Sn,219.886858,Inactive,0,0
DTXSID5027308,2-Ethylhexanoyl chloride,760-67-8,C8H15ClO,162.081143,Inactive,0,0
DTXSID5027356,Tris(2-methoxyethoxy)vinylsilane,1067-53-4,C11H24O6Si,280.134215,Inactive,0,0
DTXSID5027433,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",1760-24-3,C8H22N2O3Si,222.139969,Inactive,0,0
DTXSID5027489,Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane,2530-83-8,C9H20O5Si,236.108,Inactive,0,0
DTXSID5027512,Bis[2-(dimethylamino)ethyl]ether,3033-62-3,C8H20N2O,160.157563,Inactive,0,0
DTXSID5027518,Aluminum n-butoxide,3085-30-1,C12H27AlO3,246.177558,Inactive,0,0
DTXSID5027770,2-Acrylamido-2-methyl-1-propanesulfonic acid,15214-89-8,C7H13NO4S,207.056529,Inactive,0,0
DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt,15708-41-5,C10H12FeN2NaO8,366.984071,Inactive,0,0
DTXSID5027803,"N-Ethyl-N-(3-methylphenyl)ethane-1,2-diamine",19248-13-6,C11H18N2,178.146999,Inactive,0,0
DTXSID5027805,4-Methylphthalic anhydride,19438-61-0,C9H6O3,162.031694,Inactive,0,0
DTXSID5027932,Dodecylbenzene sulfonate triethanolamine(1:1),27323-41-7,C24H45NO6S,475.296759,Active,0.799056399,1.064604603
DTXSID5027982,Diisononyl adipate,33703-08-1,, ,Inactive,0,0
DTXSID5028033,Triisononyl trimellitate,53894-23-8,, ,Inactive,0,0
DTXSID5028114,2-(Ethyl(3-methylphenyl)amino)acetonitrile,63133-74-4,C11H14N2,174.115698,Inactive,0,0
DTXSID5028665,DINP branched,68515-48-0,, ,Inactive,0,0
DTXSID5029055,"4-Nonylphenol, branched",84852-15-3,, ,Active,1.146872801,1.380147276
DTXSID5029182,Isovaleric acid,503-74-2,C5H10O2,102.06808,Inactive,0,0
DTXSID5029217,1-Propoxy-2-propanol,1569-01-3,C6H14O2,118.09938,Inactive,0,0
DTXSID5029265,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",4433-79-8,C12H14ClNO4,271.061136,Inactive,0,0
DTXSID5030030,Perfluorobutanesulfonic acid,375-73-5,C4HF9O3S,299.950269,Inactive,0,0
DTXSID5031131,Dipentyl phthalate,131-18-0,C18H26O4,306.183109,Active,1.226899189,0.355762343
DTXSID5031133,Di-n-propylphthalate,131-16-8,C14H18O4,250.120509,Inactive,0,0
DTXSID5032315,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone",64359-81-5,C11H17Cl2NOS,281.040791,Inactive,0,0
DTXSID5032361,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,C3H2Br2N2O,239.853389,Inactive,0,0
DTXSID5032365,"2,6-Dichlorobenzonitrile",1194-65-6,C7H3Cl2N,170.964255,Inactive,0,0
DTXSID5032442,Imidacloprid,138261-41-3,C9H10ClN5O2,255.052302,Inactive,0,0
DTXSID5032498,Triclosan,3380-34-5,C12H7Cl3O2,287.951163,Active,1.015769502,1.397084809
DTXSID5032523,"1,2-Benzisothiazolin-3-one",2634-33-5,C7H5NOS,151.009185,Inactive,0,0
DTXSID5032525,Bifenazate,149877-41-8,C17H20N2O3,300.147393,Inactive,0,0
DTXSID5032573,Pyridaben,96489-71-3,C19H25ClN2OS,364.137612,Active,1.516905004,0.842755853
DTXSID5032577,Tefluthrin,79538-32-2,C17H14ClF7O2,418.057054,Inactive,0,0
DTXSID5032579,Triclopyr 2-butoxyethyl ester,64700-56-7,C13H16Cl3NO4,355.014491,Inactive,0,0
DTXSID5032600,Cyclanilide,113136-77-9,C11H9Cl2NO3,272.995949,Inactive,0,0
DTXSID5032654,"N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",26644-46-2,C10H14Cl6N4O2,431.924792,Inactive,0,0
DTXSID5033836,4-Nonylphenol,104-40-5,C15H24O,220.182715,Active,0.824924591,1.541725857
DTXSID5034270,Imazapic,104098-48-8,C14H17N3O3,275.126991,Inactive,0,0
DTXSID5034303,Fluroxypyr-meptyl,81406-37-3,C15H21Cl2FN2O3,366.091326,Inactive,0,0
DTXSID5034357,Lufenuron,103055-07-8,C17H8Cl2F8N2O3,509.978423,Inactive,0,0
DTXSID5034723,Isoxaflutole,141112-29-0,C15H12F3NO4S,359.043914,Inactive,0,0
DTXSID5034773,Novaluron,116714-46-6,C17H9ClF8N2O4,492.01231,Inactive,0,0
DTXSID5034981,Tributyltin benzoate,4342-36-3,C19H32O2Sn,412.142432,Inactive,0,0
DTXSID5035163,"1,2,4-Trimethoxybenzene",135-77-3,C9H12O3,168.078644,Inactive,0,0
DTXSID5035589,Didecylmethyl(3-(trimethoxysilyl)propyl)ammonium chloride,68959-20-6,C27H60ClNO3Si,509.403099,Inactive,0,0
DTXSID5035616,Sodium 2-nitrophenolate,824-39-5,C6H4NNaO3,161.008887,Inactive,0,0
DTXSID5035957,Cyfluthrin,68359-37-5,C22H18Cl2FNO3,433.064777,Active,0.774011128,1.387245252
DTXSID50369896,"1H,1H,10H,10H-Perfluorodecane-1,10-diol",754-96-1,C10H6F16O2,462.01123,Inactive,0,0
DTXSID5037028,Hexadecyltrimethylammonium bromide,57-09-0,C19H42BrN,363.250063,Inactive,0,0
DTXSID5037072,Sodium valproate,1069-66-5,C8H15NaO2,166.096974,Inactive,0,0
DTXSID5037494,Desethyl atrazine,6190-65-4,C6H10ClN5,187.062473,Inactive,0,0
DTXSID5037498,Azinphos-ethyl,2642-71-9,C12H16N3O3PS2,345.037071,Active,0.760897971,0.709971108
DTXSID50375114,"Perfluoro-3,6,9-trioxatridecanoic acid",330562-41-9,C10HF19O5,561.952058,Active,1.268591574,1.365634598
DTXSID5037523,Diazoxon,962-58-3,C12H21N2O4P,288.123894,Inactive,0,0
DTXSID5037731,"4,4'-(9H-Fluorene-9,9-diyl)diphenol",3236-71-3,C25H18O2,350.13068,Active,4.617634333,1.501638038
DTXSID5037739,4-Anilinophenol,122-37-2,C12H11NO,185.084064,Inactive,0,0
DTXSID50379359,2-Vinylperfluorobutane,239795-57-4,C6H3F9,246.009104,Inactive,0,0
DTXSID50379930,"1H,1H-Perfluorononylamine",355-47-5,C9H4F17N,449.007228,Inactive,0,0
DTXSID50381992,"Bis(1H,1H-perfluoropropyl)amine",883498-76-8,C6H5F10N,281.026231,Inactive,0,0
DTXSID50382621,7:3 Fluorotelomer alcohol,25600-66-2,C10H7F15O,428.025737,Active,1.388771032,1.03597909
DTXSID5038830,"alpha,alpha-Dimethylphenethyl butyrate",10094-34-5,C14H20O2,220.14633,Inactive,0,0
DTXSID5038888,Basic Blue 7,2390-60-5,C33H40ClN3,513.291076,Active,2.970331047,2.725529325
DTXSID5038919,"1,3-Bis(isocyanatomethyl)benzene",3634-83-1,C10H8N2O2,188.058578,Inactive,0,0
DTXSID5039224,Acetaldehyde,75-07-0,C2H4O,44.026215,Inactive,0,0
DTXSID5040700,Trimethoxyphenylsilane,2996-92-1,C9H14O3Si,198.071221,Inactive,0,0
DTXSID5040704,"1,4-Naphthoquinone",130-15-4,C10H6O2,158.036779,Inactive,0,0
DTXSID5040706,C.I. Solvent Orange 7,3118-97-6,C18H16N2O,276.126263,Inactive,0,0
DTXSID5040708,4-Hexylaniline,33228-45-4,C12H19N,177.15175,Inactive,0,0
DTXSID5040758,AM580,102121-60-8,C22H25NO3,351.183444,Active,1.509621768,1.177034453
DTXSID5041190,(4S)-4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,18031-40-8,C10H14O,150.104465,Inactive,0,0
DTXSID5041273,Pyrazolone T,118-47-8,C10H8N2O6S,284.010307,Inactive,0,0
DTXSID5041275,1-Monolaurin,142-18-7,C15H30O4,274.214409,Inactive,0,0
DTXSID5041302,(Dicyclopentadienyloxy)ethyl methacrylate,68169-03-9,C16H22O3,262.156895,Inactive,0,0
DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",131-55-5,C13H10O5,246.052823,Inactive,0,0
DTXSID5041308,"2,2-Bis(4-chlorophenyl)ethanol",2642-82-2,C14H12Cl2O,266.02652,Active,1.720864581,0.814976036
DTXSID5041356,"2,4-DB-sodium",10433-59-7,C10H9Cl2NaO3,269.982644,Inactive,0,0
DTXSID5041431,2-Isopropoxyphenol,4812-20-8,C9H12O2,152.08373,Inactive,0,0
DTXSID5041437,"2-Methyl-2-nitro-1,3-propanediol",77-49-6,C4H9NO4,135.053158,Inactive,0,0
DTXSID5041439,2-Methylanthraquinone,84-54-8,C15H10O2,222.06808,Inactive,0,0
DTXSID5041487,"3,7-Dimethyloctan-3-yl acetate",20780-48-7,C12H24O2,200.17763,Inactive,0,0
DTXSID5041512,4-Chlorophenylurea,140-38-5,C7H7ClN2O,170.024691,Inactive,0,0
DTXSID5041514,(4Z)-4-Decenal,21662-09-9,C10H18O,154.135765,Inactive,0,0
DTXSID5041516,2-Ethyl-3-hydroxy-4-pyrone,4940/11/8,C7H8O3,140.047344,Inactive,0,0
DTXSID5041518,4-Methoxybenzeneethanol,702-23-8,C9H12O2,152.08373,Inactive,0,0
DTXSID5041560,Methyl linolenate,301-00-8,C19H32O2,292.24023,Active,1.568576573,0.63681848
DTXSID5041641,"2,5-Dimethylbenzenesulfonic acid",609-54-1,C8H10O3S,186.035065,Inactive,0,0
DTXSID5041643,Sodium 2-formylbenzenesulfonate,1008-72-6,C7H5NaO4S,207.980624,Inactive,0,0
DTXSID5041691,Butam,35256-85-0,C15H23NO,233.177964,Inactive,0,0
DTXSID5041699,Buturon,3766-60-7,C12H13ClN2O,236.071641,Inactive,0,0
DTXSID5041726,C.I. Direct Red 81 disodium salt,2610/11/9,C29H19N5Na2O8S2,675.047043,Inactive,0,0
DTXSID5041728,C.I. Direct Yellow 12,2870-32-8,C30H26N4Na2O8S2,680.098745,Inactive,0,0
DTXSID5041772,Chlorfluazuron,71422-67-8,C20H9Cl3F5N3O3,538.962965,Active,1.383410997,1.908259973
DTXSID5041803,Copper(I) iodide,7681-65-4,CuI,189.83407,Inactive,0,0
DTXSID5041809,Cyclamic acid,100-88-9,C6H13NO3S,179.061614,Inactive,0,0
DTXSID5042083,Kadethrin,58769-20-3,C23H24O4S,396.13953,Active,1.102711174,1.374749465
DTXSID5042243,Oleyl sarcosine,110-25-8,C21H39NO3,353.292994,Inactive,0,0
DTXSID5042249,Phenylarsine oxide,637-03-6,C6H5AsO,167.955635,Active,1.575326387,3.327489058
DTXSID5042299,4-Isopropylphenol,99-89-8,C9H12O,136.088815,Active,0.83192515,0.391342952
DTXSID5042326,Perfluoroisobutyl methyl ether,163702-08-7,C5H3F9O,250.004018,Inactive,0,0
DTXSID5042451,Tetrachlorothiophene,6012-97-1,C4Cl4S,219.847482,Inactive,0,0
DTXSID5042459,Tetradecylpyridinium bromide,1155-74-4,C19H34BrN,355.187463,Inactive,0,0
DTXSID5044154,"2,2'-Dicyanodiethyl ether",1656-48-0,C6H8N2O,124.063663,Inactive,0,0
DTXSID50441560,"Methyl 2H,2H,3H,3H-perfluoroheptanoate",132424-36-3,C8H7F9O2,306.030233,Inactive,0,0
DTXSID5044233,Antioxidant 1098,23128-74-7,C40H64N2O4,636.486609,Inactive,0,0
DTXSID5044316,4-Methylbenzenesulfonic acid hydrate,6192-52-5,C7H10O4S,190.02998,Inactive,0,0
DTXSID5044318,Chloramine T hydrate (1:x),149358-73-6,, ,Inactive,0,0
DTXSID5044360,"3,7-Dimethyloctan-1-ol",106-21-8,C10H22O,158.167065,Inactive,0,0
DTXSID5044362,Glutaric anhydride,108-55-4,C5H6O3,114.031694,Inactive,0,0
DTXSID5044364,"1,4-Dibromobutane",110-52-1,C4H8Br2,213.899276,Inactive,0,0
DTXSID5044366,Dodecyltrimethylammonium bromide,1119-94-4,C15H34BrN,307.187463,Active,0.668282553,1.049603743
DTXSID5044368,Dodecanoyl chloride,112-16-3,C12H23ClO,218.143743,Active,0.866064143,0.285965942
DTXSID5044441,1-(Chloromethyl)-2-methylbenzene,552-45-4,C8H9Cl,140.039278,Inactive,0,0
DTXSID5044443,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",56375-79-2,C13H30ClN,235.206678,Inactive,0,0
DTXSID5044445,4-Bromobenzyl bromide,589-15-1,C7H6Br2,247.883626,Inactive,0,0
DTXSID5044447,3-Methoxybenzaldehyde,591-31-1,C8H8O2,136.052429,Inactive,0,0
DTXSID5044493,1-[3-(Triethoxysilyl)propyl]urea,23779-32-0,C10H24N2O4Si,264.150534,Inactive,0,0
DTXSID5044495,4-(4-Hydroxyphenyl)butan-2-one,5471-51-2,C10H12O2,164.08373,Inactive,0,0
DTXSID5044520,Tetrabromophenolphthalein ethyl ester,1176-74-5,C22H14Br4O4,657.762561,Active,1.434366109,1.213876728
DTXSID5044522,Tetraethylurea,1187-03-7,C9H20N2O,172.157563,Inactive,0,0
DTXSID5044526,N-(4-Ethoxyphenyl)-3-oxobutanamide,122-82-7,C12H15NO3,221.105193,Inactive,0,0
DTXSID5044528,Oxyphenisatin,125-13-3,C20H15NO3,317.105193,Active,1.316231807,0.980712468
DTXSID5044570,"1,2-Ethanediamine dihydroiodide",5700-49-2,C2H10I2N2,315.89334,Inactive,0,0
DTXSID5044572,Fluorotelomer alcohol 6:2,647-42-7,C8H5F13O,364.013281,Active,0.791625776,0.287061096
DTXSID5044574,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",68039-49-6,C9H14O,138.104465,Inactive,0,0
DTXSID5044576,"Citric acid, triethyl ester, acetate",77-89-4,C14H22O8,318.131468,Inactive,0,0
DTXSID5044578,"Sodium 2,5-dimethylbenzenesulfonate",827-19-0,C8H9NaO3S,208.01701,Inactive,0,0
DTXSID5044605,"1,4-Bis(butylamino)anthracene-9,10-dione",17354-14-2,C22H26N2O2,350.199428,Inactive,0,0
DTXSID5044607,sec-Butylparaben,17696-61-6,C11H14O3,194.094294,Inactive,0,0
DTXSID5044782,"1-Amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",116-81-4,C14H8BrNO5S,380.930657,Inactive,0,0
DTXSID5044784,1-Methyltrimethylene dimethacrylate,1189-08-8,C12H18O4,226.120509,Inactive,0,0
