PREFERRED NAME,DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,PPARg_antagonist_ch1,PPARg_Emax,PPARg_assay
3-Methylindole,DTXSID8021775,83-34-1,C9H9N,131.073499,Inactive,0,0
Riboflavin,DTXSID8021777,83-88-5,C17H20N4O6,376.138284,Inactive,0,0
"N,N-Diethylaniline",DTXSID8021800,91-66-7,C10H15N,149.120449,Inactive,0,0
"1,1'-Bicyclohexyl",DTXSID8021802,92-51-3,C12H22,166.172151,Inactive,0,0
Benzocaine,DTXSID8021804,1994/9/7,C9H11NO2,165.078979,Inactive,0,0
o-Cresol,DTXSID8021808,95-48-7,C7H8O,108.057515,Inactive,0,0
"N,N-Dimethylbenzylamine",DTXSID8021854,103-83-3,C9H13N,135.104799,Inactive,0,0
4-Butylaniline,DTXSID8021856,104-13-2,C10H15N,149.120449,Inactive,0,0
1-Hexanol,DTXSID8021931,111-27-3,C6H14O,102.104465,Inactive,0,0
1-Heptanol,DTXSID8021937,111-70-6,C7H16O,116.120115,Inactive,0,0
1-Octanamine,DTXSID8021939,111-86-4,C8H19N,129.15175,Inactive,0,0
2-Hydroxyacetanilide,DTXSID8022082,614-80-2,C8H9NO2,151.063329,Inactive,0,0
4-Ethoxy-2-nitroaniline,DTXSID8022084,616-86-4,C8H10N2O3,182.069142,Inactive,0,0
4-Nitrobenzamide,DTXSID8022086,619-80-7,C7H6N2O3,166.037842,Inactive,0,0
"N-(3,4-Dichlorophenyl)propanamide",DTXSID8022111,709-98-8,C9H9Cl2NO,217.006119,Inactive,0,0
"3,4-Dichloro-1-butene",DTXSID8022113,760-23-6,C4H6Cl2,123.984656,Inactive,0,0
Amantadine,DTXSID8022117,768-94-5,C10H17N,151.1361,Inactive,0,0
Ioxynil,DTXSID8022161,1689-83-4,C7H3I2NO,370.8304,Inactive,0,0
"1,4-Piperazinedipropanamine",DTXSID8022246,7209-38-3,C10H24N4,200.200097,Inactive,0,0
Permethrin,DTXSID8022292,52645-53-1,C21H20Cl2O3,390.07895,Inactive,0,0
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",DTXSID8022325,2971-36-0,C14H11Cl3O2,315.982463,Inactive,0,0
Testosterone,DTXSID8022371,58-22-0,C19H28O2,288.20893,Inactive,0,0
17alpha-Estradiol,DTXSID8022377,57-91-0,C18H24O2,272.17763,Inactive,0,0
"2,2'-Dihydroxybenzophenone",DTXSID8022404,835-11-0,C13H10O3,214.062994,Inactive,0,0
"2,4-Dihydroxybenzophenone",DTXSID8022406,131-56-6,C13H10O3,214.062994,Inactive,0,0
Phenol red,DTXSID8022408,143-74-8,C19H14O5S,354.056195,Inactive,0,0
Amifostine,DTXSID8022585,20537-88-6,C5H15N2O3PS,214.054101,Inactive,0,0
Aminoglutethimide,DTXSID8022589,125-84-8,C13H16N2O2,232.121178,Inactive,0,0
Anileridine,DTXSID8022610,144-14-9,C22H28N2O2,352.215078,Inactive,0,0
Apomorphine,DTXSID8022614,58-00-4,C17H17NO2,267.125929,Inactive,0,0
Betaine,DTXSID8022666,107-43-7,C5H11NO2,117.078979,Inactive,0,0
Carbutamide,DTXSID8022741,339-43-5,C11H17N3O3S,271.099063,Inactive,0,0
"N,N'-Bis(2-chloroethyl)-N-nitrosourea",DTXSID8022743,154-93-8,C5H9Cl2N3O2,213.007182,Inactive,0,0
Cefadroxil,DTXSID8022749,50370-12-2,C16H17N3O5S,363.088892,Inactive,0,0
Cinoxacin,DTXSID8022822,28657-80-9,C12H10N2O5,262.058971,Inactive,0,0
Cladribine,DTXSID8022828,4291-63-8,C10H12ClN5O3,285.062867,Inactive,0,0
Cycloserine,DTXSID8022870,68-41-7,C3H6N2O2,102.042927,Inactive,0,0
Cyproheptadine,DTXSID8022872,129-03-3,C21H21N,287.1674,Inactive,0,0
Dexamethasone acetate,DTXSID8022901,1177-87-3,C24H31FO6,434.210467,Inactive,0,0
Docusate sodium,DTXSID8022959,577-11-7,C20H37NaO7S,444.215769,Inactive,0,0
Fentiazac,DTXSID8023050,18046-21-4,C17H12ClNO2S,329.027728,Inactive,0,0
Flecainide,DTXSID8023054,54143-55-4,C17H20F6N2O3,414.137811,Inactive,0,0
Hydroxyzine,DTXSID8023137,68-88-2,C21H27ClN2O2,374.176106,Inactive,0,0
Levothyroxine,DTXSID8023214,51-48-9,C15H11I4NO4,776.68669,Inactive,0,0
"3,5,3'-Triiodothyronine",DTXSID8023216,6893/2/3,C15H12I3NO4,650.79004,Inactive,0,0
Meprednisone,DTXSID8023260,1247-42-3,C22H28O5,372.193674,Inactive,0,0
Mequitazine,DTXSID8023262,29216-28-2,C20H22N2S,322.15037,Inactive,0,0
Nalmefene,DTXSID8023347,55096-26-9,C21H25NO3,339.183444,Inactive,0,0
Naloxone,DTXSID8023349,465-65-6,C19H21NO4,327.147058,Inactive,0,0
Ondansetron,DTXSID8023393,99614-02-5,C18H19N3O,293.152812,Inactive,0,0
Orlistat,DTXSID8023395,96829-58-2,C29H53NO5,495.392374,Inactive,0,0
Paroxypropione,DTXSID8023426,70-70-2,C9H10O2,150.06808,Inactive,0,0
Phthalylsulfathiazole,DTXSID8023470,85-73-4,C17H13N3O5S2,403.029663,Inactive,0,0
Phytonadione,DTXSID8023472,84-80-0,C31H46O2,450.349781,Inactive,0,0
"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",DTXSID8023474,2062-78-4,C28H29F2N3O,461.227869,Inactive,0,0
Pindolol,DTXSID8023476,13523-86-9,C14H20N2O2,248.152478,Inactive,0,0
Prednisolone tebutate,DTXSID8023505,7681-14-3,C27H38O6,458.266839,Inactive,0,0
Ramipril,DTXSID8023551,87333-19-5,C23H32N2O5,416.231122,Inactive,0,0
Ribavirin,DTXSID8023557,36791-04-5,C8H12N4O5,244.08077,Inactive,0,0
Talbutal,DTXSID8023630,115-44-6,C11H16N2O3,224.116092,Inactive,0,0
L-Tartaric acid,DTXSID8023632,87-69-4,C4H6O6,150.016438,Inactive,0,0
Telmisartan,DTXSID8023636,144701-48-4,C33H30N4O2,514.236876,Active,49.36629416,1.646248266
Topiramate,DTXSID8023688,97240-79-4,C12H21NO8S,339.098788,Inactive,0,0
Trimetozine,DTXSID8023713,635-41-6,C14H19NO5,281.126323,Inactive,0,0
Troglitazone,DTXSID8023719,97322-87-7,C24H27NO5S,441.160994,Inactive,0,0
Acephate,DTXSID8023846,30560-19-1,C4H10NO3PS,183.011901,Inactive,0,0
Acetochlor,DTXSID8023848,34256-82-1,C14H20ClNO2,269.118257,Inactive,0,0
Asulam,DTXSID8023890,3337-71-1,C8H10N2O4S,230.036128,Inactive,0,0
Abamectin,DTXSID8023892,71751-41-2,, ,Inactive,0,0
p-Bromodiphenyl ether,DTXSID8023927,101-55-3,C12H9BrO,247.983678,Inactive,0,0
2-Chloronaphthalene,DTXSID8023971,91-58-7,C10H7Cl,162.023628,Inactive,0,0
4-Chlorophenyl methyl sulfide,DTXSID8023973,123-09-1,C7H7ClS,157.995699,Inactive,0,0
2-Chlorotoluene,DTXSID8023977,95-49-8,C7H7Cl,126.023628,Inactive,0,0
Diphenamid,DTXSID8024072,957-51-7,C16H17NO,239.131014,Inactive,0,0
Tribenuron-methyl,DTXSID8024101,101200-48-0,C15H17N5O6S,395.089954,Inactive,0,0
Fluorene,DTXSID8024105,86-73-7,C13H10,166.07825,Inactive,0,0
1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,DTXSID8024107,59756-60-4,C19H14F3NO,329.102749,Inactive,0,0
Flutolanil,DTXSID8024109,66332-96-5,C17H16F3NO2,323.113313,Inactive,0,0
Imazalil,DTXSID8024151,35554-44-0,C14H14Cl2N2O,296.048318,Inactive,0,0
Isopropalin,DTXSID8024157,33820-53-0,C15H23N3O4,309.168856,Inactive,0,0
Isoxaben,DTXSID8024159,82558-50-7,C18H24N2O4,332.173607,Inactive,0,0
Norflurazon,DTXSID8024234,27314-13-2,C12H9ClF3N3O,303.038624,Inactive,0,0
Octabromodiphenyl ether,DTXSID8024236,32536-52-0,, ,Inactive,0,0
Oryzalin,DTXSID8024238,19044-88-3,C12H18N4O6S,346.094705,Inactive,0,0
Propiconazole,DTXSID8024280,60207-90-1,C15H17Cl2N3O2,341.069782,Inactive,0,0
1-Methoxy-2-propanol,DTXSID8024284,107-98-2,C4H10O2,90.06808,Inactive,0,0
Propyleneimine,DTXSID8024286,75-55-8,C3H7N,57.057849,Inactive,0,0
Sodium fluoroacetate,DTXSID8024311,62-74-8,C2H2FNaO2,99.993652,Inactive,0,0
Myclobutanil,DTXSID8024315,88671-89-0,C15H17ClN4,288.114174,Inactive,0,0
Terbacil,DTXSID8024317,5902-51-2,C9H13ClN2O2,216.066555,Inactive,0,0
Allyl bromide,DTXSID8024442,106-95-6,C3H5Br,119.957463,Inactive,0,0
Allyl propyl disulfide,DTXSID8024448,2179-59-1,C6H12S2,148.038043,Inactive,0,0
2-Aminophenol,DTXSID8024498,95-55-6,C6H7NO,109.052764,Inactive,0,0
tert-Amyl methyl ether,DTXSID8024521,994-05-8,C6H14O,102.104465,Inactive,0,0
"4-Androstene-3,17-dione",DTXSID8024523,1963/5/8,C19H26O2,286.19328,Inactive,0,0
3-Methoxyaniline,DTXSID8024529,536-90-3,C7H9NO,123.068414,Inactive,0,0
Benzimidazole,DTXSID8024573,51-17-2,C7H6N2,118.053098,Inactive,0,0
Benzyltrimethylammonium chloride,DTXSID8024600,56-93-9,C10H16ClN,185.097127,Inactive,0,0
Berberine chloride,DTXSID8024602,633-65-8,C20H18ClNO4,371.092436,Inactive,0,0
Pentaerythrityl tetrabenzoate,DTXSID8024608,4196-86-5,C33H28O8,552.178418,Inactive,0,0
Bronopol,DTXSID8024652,52-51-7,C3H6BrNO4,198.948021,Inactive,0,0
alpha-Bromotoluene,DTXSID8024658,100-39-0,C7H7Br,169.973113,Inactive,0,0
Carisoprodol,DTXSID8024733,78-44-4,C12H24N2O4,260.173607,Inactive,0,0
(-)-(E)-Caryophyllene,DTXSID8024739,87-44-5,C15H24,204.187801,Inactive,0,0
"4-Chloro-3,5-dinitrobenzotrifluoride",DTXSID8024781,393-75-9,C7H2ClF3N2O4,269.965519,Inactive,0,0
2-Chloroethyl acrylate,DTXSID8024783,2206-89-5,C5H7ClO2,134.013457,Inactive,0,0
5-Chloro-2-methyl-1H-benzimidazole,DTXSID8024787,2818-69-1,C8H7ClN2,166.029776,Inactive,0,0
2-Chloropyridine,DTXSID8024810,109-09-1,C5H4ClN,113.003227,Inactive,0,0
4-Chlorotoluene,DTXSID8024814,106-43-4,C7H7Cl,126.023628,Inactive,0,0
o-Cresyl glycidyl ether,DTXSID8024862,2210-79-9,C10H12O2,164.08373,Inactive,0,0
Crotonaldehyde,DTXSID8024864,4170-30-3,C4H6O,70.041865,Inactive,0,0
Crystal Violet lactone,DTXSID8024866,1552-42-7,C26H29N3O2,415.225977,Inactive,0,0
"(E)-1,4-Dibromo-2-butene",DTXSID8024941,821-06-7,C4H6Br2,211.883626,Inactive,0,0
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",DTXSID8024947,3322-93-8,C8H12Br4,423.767252,Inactive,0,0
"1,2-Dichloroethylene",DTXSID8024991,540-59-0,C2H2Cl2,95.953356,Inactive,0,0
"Dichloro-1,3,5-triazinetrione",DTXSID8024993,2782-57-2,C3HCl2N3O3,196.939496,Inactive,0,0
"2,3-Dichloronitrobenzene",DTXSID8024997,3209-22-1,C6H3Cl2NO2,190.954084,Inactive,0,0
"3,4-Dichloronitrobenzene",DTXSID8024999,99-54-7,C6H3Cl2NO2,190.954084,Inactive,0,0
"N,N'-Diethylcarbanilide",DTXSID8025040,85-98-3,C17H20N2O,268.157563,Inactive,0,0
Diethylene glycol dibutyl ether,DTXSID8025046,112-73-2,C12H26O3,218.188195,Inactive,0,0
Di(2-methoxyethyl) phthalate,DTXSID8025094,117-82-8,C14H18O6,282.110338,Inactive,0,0
Dimethyl adipate,DTXSID8025096,627-93-0,C8H14O4,174.089209,Inactive,0,0
Ethidium bromide,DTXSID8025258,1239-45-8,C21H20BrN3,393.084061,Inactive,0,0
"1-Fluoro-2,4-dinitrobenzene",DTXSID8025331,70-34-8,C6H3FN2O4,186.007685,Inactive,0,0
Formamide,DTXSID8025337,1975/12/7,CH3NO,45.021464,Inactive,0,0
Isocyanatocyclohexane,DTXSID8025464,3173-53-3,C7H11NO,125.084064,Inactive,0,0
Isodecyl methacrylate,DTXSID8025466,29964-84-9,, ,Inactive,0,0
N-Methyldiethanolamine,DTXSID8025591,105-59-9,C5H13NO2,119.094629,Inactive,0,0
"N'-Methyl-N,N-diphenylurea",DTXSID8025593,13114-72-2,C14H14N2O,226.110613,Inactive,0,0
"N,N'-Methylenebisacrylamide",DTXSID8025595,110-26-9,C7H10N2O2,154.074228,Inactive,0,0
Methylene bis(thiocyanate),DTXSID8025599,6317-18-6,C3H2N2S2,129.96594,Inactive,0,0
2-Methyl-3-nitroaniline,DTXSID8025628,603-83-8,C7H8N2O2,152.058578,Inactive,0,0
4-Methylumbelliferone,DTXSID8025670,90-33-5,C10H8O3,176.047344,Inactive,0,0
alpha-Naphylisothiocyanate,DTXSID8025703,551-06-4,C11H7NS,185.02992,Inactive,0,0
Nickelocene,DTXSID8025709,1271-28-9,C10H10Ni,188.013592,Inactive,0,0
2-Nitroethanol,DTXSID8025751,625-48-9,C2H5NO3,91.026943,Inactive,0,0
Nitrogen mustard hydrochloride,DTXSID8025757,55-86-7,C5H12Cl3N,191.003533,Active,67.59851601,1.225795159
4-Nitrohippuric acid,DTXSID8025759,2645-07-0,C9H8N2O5,224.043321,Inactive,0,0
Pentabromoethane,DTXSID8025830,75-95-6,C2HBr5,419.599515,Inactive,0,0
"Ethyl 2,3-epoxy-3-phenylpropionate",DTXSID8025886,121-39-1,C11H12O3,192.078644,Inactive,0,0
Phenylglyoxal,DTXSID8025888,1074-12-0,C8H6O2,134.036779,Inactive,0,0
S-(Propyl) chlorothioformate,DTXSID8025963,13889-92-4,C4H7ClOS,137.990614,Inactive,0,0
1-tert-Butoxy-2-propanol,DTXSID8025967,57018-52-7,C7H16O2,132.11503,Inactive,0,0
"1,3-Propylene oxide",DTXSID8025969,503-30-0,C3H6O,58.041865,Inactive,0,0
Silybin,DTXSID8026018,22888-70-6,C25H22O10,482.121297,Active,49.33136256,1.1
Sulfacetamide,DTXSID8026060,144-80-9,C8H10N2O3S,214.041213,Inactive,0,0
Sulfamethoxazole,DTXSID8026064,723-46-6,C10H11N3O3S,253.052112,Inactive,0,0
Sulfathiazole,DTXSID8026068,72-14-0,C9H9N3O2S2,255.013619,Inactive,0,0
Thioglycolic acid,DTXSID8026141,1968/11/1,C2H4O2S,91.993201,Inactive,0,0
Thiophene,DTXSID8026145,110-02-1,C4H4S,84.003371,Inactive,0,0
Thonzylamine hydrochloride,DTXSID8026147,63-56-9,C16H23ClN4O,322.156039,Inactive,0,0
"1,2,3-Trichlorobenzene",DTXSID8026193,87-61-6,C6H3Cl3,179.930033,Inactive,0,0
"1,3,5-Trichlorobenzene",DTXSID8026195,108-70-3,C6H3Cl3,179.930033,Inactive,0,0
"2,4,5-Triethoxyacetophenone",DTXSID8026220,63213-29-6,C14H20O4,252.136159,Inactive,0,0
Triethylene glycol dimethyl ether,DTXSID8026224,112-49-2,C8H18O4,178.120509,Inactive,0,0
Triethyl phosphate,DTXSID8026228,78-40-0,C6H15O4P,182.070796,Inactive,0,0
p-Xylenol blue,DTXSID8026303,125-31-5,C23H22O5S,410.118795,Inactive,0,0
"2,4-Dimethylaniline",DTXSID8026305,95-68-1,C8H11N,121.089149,Inactive,0,0
"2,6-Dimethylaniline",DTXSID8026307,87-62-7,C8H11N,121.089149,Inactive,0,0
"3,5-Dimethylaniline",DTXSID8026309,108-69-0,C8H11N,121.089149,Inactive,0,0
"2,2-Dimethylpropanoic acid",DTXSID8026432,75-98-9,C5H10O2,102.06808,Inactive,0,0
2-Methyl-2-nitro-1-propanol,DTXSID8026436,76-39-1,C4H9NO3,119.058243,Inactive,0,0
Camphene,DTXSID8026488,79-92-5,C10H16,136.125201,Inactive,0,0
"1,2,3,6-Tetrahydrophthalimide",DTXSID8026513,85-40-5,C8H9NO2,151.063329,Inactive,0,0
Hexahydrophthalic anhydride,DTXSID8026515,85-42-7,C8H10O3,154.062994,Inactive,0,0
Butyl 2-ethylhexyl phthalate,DTXSID8026519,85-69-8,C20H30O4,334.214409,Inactive,0,0
Oleic acid diethanolamide,DTXSID8026563,93-83-4,C22H43NO3,369.324294,Inactive,0,0
"1,3-Diisopropylbenzene",DTXSID8026640,99-62-7,C12H18,162.140851,Inactive,0,0
2-Ethylhexyl acetate,DTXSID8026694,103-09-3,C10H20O2,172.14633,Inactive,0,0
"4,4'-Dithiodimorpholine",DTXSID8026698,103-34-4,C8H16N2O2S2,236.06532,Inactive,0,0
12-Hydroxyoctadecanoic acid,DTXSID8026725,106-14-9,C18H36O3,300.266445,Inactive,0,0
"(2E)-3,7-Dimethyl-2,6-octadien-1-ol",DTXSID8026727,106-24-1,C10H18O,154.135765,Inactive,0,0
Butanoic anhydride,DTXSID8026729,106-31-0,C8H14O3,158.094294,Inactive,0,0
"1,3-Butanediol",DTXSID8026773,107-88-0,C4H10O2,90.06808,Inactive,0,0
3-Mercaptopropanoic acid,DTXSID8026775,107-96-0,C3H6O2S,106.008851,Inactive,0,0
"2,6-Dimethyl-4-heptanol",DTXSID8026802,108-82-7,C9H20O,144.151415,Inactive,0,0
Erucic acid,DTXSID8026931,112-86-7,C22H42O2,338.318481,Inactive,0,0
(Z)-9-Octadecenylamine,DTXSID8026933,112-90-3,C18H37N,267.2926,Inactive,0,0
1-Octadecanol,DTXSID8026935,112-92-5,C18H38O,270.292266,Inactive,0,0
4-(Acetylamino)benzenesulfonyl chloride,DTXSID8026981,121-60-8,C8H8ClNO3S,232.991342,Inactive,0,0
2-Amino-2-methylpropan-1-ol,DTXSID8027032,124-68-5,C4H11NO,89.084064,Inactive,0,0
"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",DTXSID8027034,126-11-4,C4H9NO5,151.048072,Inactive,0,0
"2,2-Dimethylpropane-1,3-diol",DTXSID8027036,126-30-7,C5H12O2,104.08373,Inactive,0,0
Proxan-sodium,DTXSID8027084,140-93-2,C4H7NaOS2,157.983601,Inactive,0,0
Methyl 12-hydroxyoctadecanoate,DTXSID8027086,141-23-1,C19H38O3,314.282095,Inactive,0,0
"2,2,4-Trimethyl-1,3-pentanediol",DTXSID8027113,144-19-4,C8H18O2,146.13068,Inactive,0,0
N-Methylmethanamine hydrochloride,DTXSID8027163,506-59-2,C2H8ClN,81.034527,Inactive,0,0
Neophyl chloride,DTXSID8027167,515-40-2,C10H13Cl,168.070578,Inactive,0,0
D-Gluconic acid,DTXSID8027169,526-95-4,C6H12O7,196.058303,Inactive,0,0
"3,4-Dinitrotoluene",DTXSID8027240,610-39-9,C7H6N2O4,182.032757,Inactive,0,0
"1,2-Dichlorobutane",DTXSID8027244,616-21-7,C4H8Cl2,126.000306,Inactive,0,0
2-Pyrrolidinone,DTXSID8027246,616-45-5,C4H7NO,85.052764,Inactive,0,0
Dibutyltin dichloride,DTXSID8027292,683-18-1,C8H18Cl2Sn,303.980758,Active,52.12179784,3.728176215
sec-Butylurea,DTXSID8027294,689-11-2,C5H12N2O,116.094963,Inactive,0,0
Sodium 4-hydroxybenzenesulfonate,DTXSID8027321,825-90-1,C6H5NaO4S,195.980624,Inactive,0,0
4-Nitro-N-phenylaniline,DTXSID8027323,836-30-6,C12H10N2O2,214.074228,Active,56.00584644,1.332072677
1-Decene,DTXSID8027329,872-05-9,C10H20,140.156501,Inactive,0,0
Dimethylaniline,DTXSID8027377,1300-73-8,, ,Inactive,0,0
"1,1,1-Trimethoxyethane",DTXSID8027400,1445-45-0,C5H12O3,120.078644,Inactive,0,0
Dimethyl isophthalate,DTXSID8027402,1459-93-4,C10H10O4,194.057909,Inactive,0,0
"1,4-Dichloro-2-methoxybenzene",DTXSID8027452,1984-58-3,C7H6Cl2O,175.97957,Inactive,0,0
"N,N-Dimethylacetoacetamide",DTXSID8027454,2044-64-6,C6H11NO2,129.078979,Inactive,0,0
1-Methyl-3-phenoxybenzene,DTXSID8027537,3586-14-9,C13H12O,184.088815,Inactive,0,0
"1,5,9-Cyclododecatriene",DTXSID8027581,4904-61-4,C12H18,162.140851,Inactive,0,0
4-(Diglycidylamino)phenyl glycidyl ether,DTXSID8027585,5026-74-4,C15H19NO4,277.131408,Active,49.00088394,0.824546759
1-Butoxy-2-propanol,DTXSID8027589,5131-66-8,C7H16O2,132.11503,Inactive,0,0
"2,2'-Azobis(2-methylbutanenitrile)",DTXSID8027747,13472-08-7,C10H16N4,192.137497,Inactive,0,0
1-Chloropinacolone,DTXSID8027749,13547-70-1,C6H11ClO,134.049843,Inactive,0,0
N-(Cyclohexylthio)phthalimide,DTXSID8027793,17796-82-6,C14H15NO2S,261.08235,Inactive,0,0
"3,4,5,6-Tetrachloropyridine-2-carbonitrile",DTXSID8027795,17824-83-8,C6Cl4N2,239.881559,Inactive,0,0
Tetraethylene glycol di(2-ethylhexanoate),DTXSID8027797,18268-70-7,C24H46O7,446.324354,Inactive,0,0
Dichloropinacolin,DTXSID8027822,22591-21-5,C6H10Cl2O,168.01087,Inactive,0,0
Dicyclohexyl sodium sulfosuccinate,DTXSID8027826,23386-52-9,C16H25NaO7S,384.121869,Inactive,0,0
"3-(Dodecenyl)dihydro-2,5-furandione",DTXSID8027870,25377-73-5,, ,Inactive,0,0
Hydroxypropyl acrylate,DTXSID8027878,25584-83-2,C3H3O2,71.013304,Inactive,0,0
(Tetrapropenyl)succinic anhydride,DTXSID8027905,26544-38-7,, ,Inactive,0,0
Isooctyl acrylate,DTXSID8027955,29590-42-9,, ,Inactive,0,0
1-[(1-Butoxy-2-propanyl)oxy]-2-propanol,DTXSID8027959,29911-28-2,C10H22O3,190.156895,Inactive,0,0
Cyanox CY 1790,DTXSID8028008,40601-76-1,C42H57N3O6,699.424737,Inactive,0,0
Sodium polyphosphate,DTXSID8028842,68915-31-1,, ,Inactive,0,0
"5-Ethyl-2,3-pyridinedicarboxylic acid",DTXSID8029072,102268-15-5,C9H9NO4,195.053158,Inactive,0,0
4-Toluenesulfonamide,DTXSID8029105,70-55-3,C7H9NO2S,171.0354,Inactive,0,0
Benzyl benzoate,DTXSID8029153,120-51-4,C14H12O2,212.08373,Inactive,0,0
alpha-Amyl cinnamaldehyde,DTXSID8029157,122-40-7,C14H18O,202.135765,Inactive,0,0
"2,6,8-Trimethyl-4-nonanol",DTXSID8029159,123-17-1,C12H26O,186.198365,Inactive,0,0
tert-Butyldiethanolamine,DTXSID8029230,2160-93-2,C8H19NO2,161.141579,Inactive,0,0
Dihydromyrcene,DTXSID8029234,2436-90-0,C10H18,138.140851,Inactive,0,0
Tridecyl methacrylate,DTXSID8029236,2495-25-2,C17H32O2,268.24023,Inactive,0,0
"6-Amino-1,3-dimethyl-5-nitrosouracil",DTXSID8029280,6632-68-4,C6H8N4O3,184.05964,Inactive,0,0
"4,4'-(4-Methylpentane-2,2-diyl)diphenol",DTXSID8029282,6807-17-6,C18H22O2,270.16198,Inactive,0,0
"1,1,2,2-(4,4',4'',4'''-Tetraglycidyloxyphenyl)ethane",DTXSID8029286,7328-97-4,C38H38O8,622.256668,Active,77.75866213,1.324108525
"4-(Butan-2-yl)-2,6-di-tert-butylphenol",DTXSID8029315,17540-75-9,C18H30O,262.229666,Inactive,0,0
"1,1,5-Trimethyl-6-heptenol",DTXSID8029317,18479-58-8,C10H20O,156.151415,Inactive,0,0
Vinyl neodecanoate,DTXSID8029369,51000-52-3,, ,Inactive,0,0
{4-[(Ethenyloxy)methyl]cyclohexyl}methanol,DTXSID8029575,114651-37-5,C10H18O2,170.13068,Inactive,0,0
Methacrylamide,DTXSID8029600,79-39-0,C4H7NO,85.052764,Inactive,0,0
"4,4'-Butane-1,1-diylbis(2-tert-butyl-5-methylphenol)",DTXSID8029602,85-60-9,C26H38O2,382.28718,Inactive,0,0
"1,2-Benzenedicarbonitrile",DTXSID8029604,91-15-6,C8H4N2,128.037448,Inactive,0,0
3-Methylbut-2-enal,DTXSID8029606,107-86-8,C5H8O,84.057515,Inactive,0,0
Vinyl isobutyl ether,DTXSID8029608,109-53-5,C6H12O,100.088815,Inactive,0,0
Menthol,DTXSID8029650,1490-04-6,C10H20O,156.151415,Inactive,0,0
tert-Butyl acrylate,DTXSID8029652,1663-39-4,C7H12O2,128.08373,Inactive,0,0
"(1S,2R,5S)-(+)-Menthol",DTXSID8029733,15356-60-2,C10H20O,156.151415,Inactive,0,0
Fluoboric acid,DTXSID8029739,16872-11-0,BF4H,88.010743,Inactive,0,0
Atorvastatin,DTXSID8029868,134523-00-5,C33H35FN2O5,558.253,Inactive,0,0
"2,5-Hexanedione",DTXSID8030138,110-13-4,C6H10O2,114.06808,Inactive,0,0
"5,6-Benzoflavone",DTXSID8030423,6051-87-2,C19H12O2,272.08373,Inactive,0,0
Azithromycin,DTXSID8030760,83905-01-5,C38H72N2O12,748.508526,Inactive,0,0
Curcumin,DTXSID8031077,458-37-7,C21H20O6,368.125988,Active,411.9218946,1.135007285
Ginkgo biloba extract,DTXSID8031366,90045-36-6,, ,Inactive,0,0
Isopropyl methanesulfonate,DTXSID8031497,926-06-7,C4H10O3S,138.035065,Inactive,0,0
Perfluorononanoic acid,DTXSID8031863,375-95-1,C9HF17O2,463.970508,Inactive,0,0
Perfluorooctanoic acid,DTXSID8031865,335-67-1,C8HF15O2,413.973702,Inactive,0,0
Ethalfluralin,DTXSID8032386,55283-68-6,C13H14F3N3O4,333.09364,Inactive,0,0
Isofenphos,DTXSID8032417,25311-71-1,C15H24NO4PS,345.116366,Inactive,0,0
"Dipropyl 2,5-pyridinedicarboxylate",DTXSID8032544,136-45-8,C13H17NO4,251.115758,Inactive,0,0
"4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",DTXSID8032548,114369-43-6,C19H17ClN4,336.114174,Inactive,0,0
Indole-3-butyric acid,DTXSID8032623,133-32-4,C12H13NO2,203.094629,Inactive,0,0
Methoprene,DTXSID8032627,40596-69-8,C19H34O3,310.250795,Inactive,0,0
Pyrithiobac sodium,DTXSID8032673,123343-16-8,C13H10ClN2NaO4S,347.99475,Inactive,0,0
Sulprofos,DTXSID8032675,35400-43-2,C12H19O2PS3,322.02848,Inactive,0,0
Dihydrokavain,DTXSID8033433,587-63-3,C14H16O3,232.109944,Inactive,0,0
Fluoxymestrone,DTXSID8033512,76-43-7,C20H29FO3,336.210073,Inactive,0,0
Hydroxyflutamide,DTXSID8033562,52806-53-8,C11H11F3N2O4,292.067091,Inactive,0,0
Hydroxyvalerenic acid,DTXSID8033564,1619-16-5,C15H22O3,250.156895,Inactive,0,0
Indium trichloride,DTXSID8033566,10025-82-8,Cl3In,219.810437,Inactive,0,0
Methyl cyanoacetate,DTXSID8033649,105-34-0,C4H5NO2,99.032028,Inactive,0,0
2-Amino-1-(4-hydroxyphenyl)ethanol hydrochloride,DTXSID8033803,770-05-8,C8H12ClNO2,189.055656,Inactive,0,0
Triton X 100,DTXSID8034085,9002-93-1,(C2H4O)nC14H22O, ,Inactive,0,0
Tyramine hydrochloride,DTXSID8034087,60-19-5,C8H12ClNO,173.060742,Inactive,0,0
Valerenic acid,DTXSID8034089,3569/10/6,C15H22O2,234.16198,Inactive,0,0
Phoxim,DTXSID8034324,14816-18-3,C12H15N2O3PS,298.054101,Inactive,0,0
