INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID9048984	DSSTox_Substance_Id	DTXSID9048984	Pamoic acid	130-85-8	"4,4'-Methylenebis(3-hydroxynaphthalene-2-carboxylic acid)"	DTXCID9028910	WLJNZVDCPSBLRP-UHFFFAOYSA-N	OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1	0.972747	3.27088
DTXSID8020383	DSSTox_Substance_Id	DTXSID8020383	Deserpidine	131-01-1	"Methyl 17alpha-methoxy-18beta-[(3,4,5-trimethoxybenzoyl)oxy]-3beta,20alpha-yohimban-16beta-carboxylate"	DTXCID80383	CVBMAZKKCSYWQR-WCGOZPBSSA-N	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC=C1)C2	9.35406	2.99617
DTXSID7049213	DSSTox_Substance_Id	DTXSID7049213	2-Chloroanthraquinone	131-09-9	"2-Chloroanthracene-9,10-dione"	DTXCID9029069	FPKCTSIVDAWGFA-UHFFFAOYSA-N	ClC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O	155.597	3.38298
DTXSID3022455	DSSTox_Substance_Id	DTXSID3022455	Dimethyl phthalate	131-11-3	"Dimethyl benzene-1,2-dicarboxylate"	DTXCID502455	NIQCNGHVCWTJSM-UHFFFAOYSA-N	COC(=O)C1=C(C=CC=C1)C(=O)OC	3.155	1.58409
DTXSID5031133	DSSTox_Substance_Id	DTXSID5031133	Di-n-propylphthalate	131-16-8	"Dipropyl benzene-1,2-dicarboxylate"	DTXCID3011133	MQHNKCZKNAJROC-UHFFFAOYSA-N	CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC	9.57194	3.26862
DTXSID7020392	DSSTox_Substance_Id	DTXSID7020392	Diallyl phthalate	131-17-9	"Diprop-2-en-1-yl benzene-1,2-dicarboxylate"	DTXCID70392	QUDWYFHPNIMBFC-UHFFFAOYSA-N	C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C	7.37904	3.22897
DTXSID5031131	DSSTox_Substance_Id	DTXSID5031131	Dipentyl phthalate	131-18-0	"Dipentyl benzene-1,2-dicarboxylate"	DTXCID3011131	IPKKHRVROFYTEK-UHFFFAOYSA-N	CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC	16.5959	5.61648
DTXSID0023244	DSSTox_Substance_Id	DTXSID0023244	"(2R,3R,4R,5S)-6-(Methylamino)hexane-1,2,3,4,5-pentol"	6284-40-8	1-Deoxy-1-(methylamino)-D-glucitol	DTXCID503244	MBBZMMPHUWSWHV-BDVNFPICSA-N	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	0.0885116	-2.21957
DTXSID3022403	DSSTox_Substance_Id	DTXSID3022403	"2,2¡ä-Dihydroxy-4-methoxybenzophenone"	131-53-3	(2-Hydroxy-4-methoxyphenyl)(2-hydroxyphenyl)methanone	DTXCID202403	MEZZCSHVIGVWFI-UHFFFAOYSA-N	COC1=CC=C(C(=O)C2=C(O)C=CC=C2)C(O)=C1	35.2371	2.80218
DTXSID6038875	DSSTox_Substance_Id	DTXSID6038875	"2,2'-Dihydroxy-4,4'-dimethoxybenzophenone"	131-54-4	Bis(2-hydroxy-4-methoxyphenyl)methanone	DTXCID4018875	SODJJEXAWOSSON-UHFFFAOYSA-N	COC1=CC(O)=C(C=C1)C(=O)C1=CC=C(OC)C=C1O	31.1889	3.11344
DTXSID5041306	DSSTox_Substance_Id	DTXSID5041306	"2,2',4,4'-Tetrahydroxybenzophenone"	131-55-5	"Bis(2,4-dihydroxyphenyl)methanone"	DTXCID3021306	WXNRYSGJLQFHBR-UHFFFAOYSA-N	OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O	5.83445	2.59794
DTXSID8022406	DSSTox_Substance_Id	DTXSID8022406	"2,4-Dihydroxybenzophenone"	131-56-6	"(2,4-Dihydroxyphenyl)(phenyl)methanone"	DTXCID402406	ZXDDPOHVAMWLBH-UHFFFAOYSA-N	OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1	27.7971	2.595
DTXSID4040002	DSSTox_Substance_Id	DTXSID4040002	Monobutyl phthalate	131-70-4	2-(Butoxycarbonyl)benzoic acid	DTXCID2020002	YZBOVSFWWNVKRJ-UHFFFAOYSA-N	CCCCOC(=O)C1=C(C=CC=C1)C(O)=O	3.4435	2.37223
DTXSID1030319	DSSTox_Substance_Id	DTXSID1030319	3-Amino-9-ethylcarbazole	132-32-1	9-Ethyl-9H-carbazol-3-amine	DTXCID5055	OXEUETBFKVCRNP-UHFFFAOYSA-N	CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2	39.9025	3.15669
DTXSID0040705	DSSTox_Substance_Id	DTXSID0040705	Cinchophen	132-60-5	2-Phenylquinoline-4-carboxylic acid	DTXCID8020705	YTRMTPPVNRALON-UHFFFAOYSA-N	OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1	22.2331	3.55316
DTXSID6032437	DSSTox_Substance_Id	DTXSID6032437	Naptalam	132-66-1	2-[(Naphthalen-1-yl)carbamoyl]benzoic acid	DTXCID4012437	JXTHEWSKYLZVJC-UHFFFAOYSA-N	OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC2=C1C=CC=C2	6.71429	3.07383
DTXSID9020243	DSSTox_Substance_Id	DTXSID9020243	Captan	133-06-2	"2-[(Trichloromethyl)sulfanyl]-3a,4,7,7a-tetrahydro-1H-isoindole-1,3(2H)-dione"	DTXCID90243	LDVVMCZRFWMZSG-UHFFFAOYSA-N	ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O	25.0035	2.79923
DTXSID0021385	DSSTox_Substance_Id	DTXSID0021385	Folpet	133-07-3	"2-[(Trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione"	DTXCID101385	HKIOYBQGHSTUDB-UHFFFAOYSA-N	ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O	35.3183	2.8482
DTXSID7021994	DSSTox_Substance_Id	DTXSID7021994	Phenyl 4-aminosalicylate	133-11-9	Phenyl 4-amino-2-hydroxybenzoate	DTXCID201994	DNVVZWSVACQWJE-UHFFFAOYSA-N	NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1	9.35406	3.15164
DTXSID8046161	DSSTox_Substance_Id	DTXSID8046161	2-Iodohippuric acid	147-58-0	N-(2-Iodobenzoyl)glycine	DTXCID6026161	CORFWQGVBFFZHF-UHFFFAOYSA-N	OC(=O)CNC(=O)C1=CC=CC=C1I	2.05116	0.976187
DTXSID5025861	DSSTox_Substance_Id	DTXSID5025861	Phenethyl anthranilate	133-18-6	2-Phenylethyl 2-aminobenzoate	DTXCID305861	PXWNBAGCFUDYBE-UHFFFAOYSA-N	NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1	11.1686	2.25727
DTXSID8032623	DSSTox_Substance_Id	DTXSID8032623	Indole-3-butyric acid	133-32-4	4-(1H-Indol-3-yl)butanoic acid	DTXCID6012623	JTEDVYBZBROSJT-UHFFFAOYSA-N	OC(=O)CCCC1=CNC2=C1C=CC=C2	4.38531	2.30192
DTXSID0041359	DSSTox_Substance_Id	DTXSID0041359	"2,4-Dichloro-3,5-dimethylphenol"	133-53-9	"2,4-Dichloro-3,5-dimethylphenol"	DTXCID8021359	IYOLBFFHPZOQGW-UHFFFAOYSA-N	CC1=CC(O)=C(Cl)C(C)=C1Cl	50.3501	2.46669
DTXSID2020262	DSSTox_Substance_Id	DTXSID2020262	Chloramben	133-90-4	"3-Amino-2,5-dichlorobenzoic acid"	DTXCID00262	HSSBORCLYSCBJR-UHFFFAOYSA-N	NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O	1.51705	0.911652
DTXSID3047895	DSSTox_Substance_Id	DTXSID3047895	Menthyl anthranilate	134-09-8	5-Methyl-2-(propan-2-yl)cyclohexyl 2-aminobenzoate	DTXCID3027871	SOXAGEOHPCXXIO-UHFFFAOYSA-N	CC(C)C1CCC(C)CC1OC(=O)C1=C(N)C=CC=C1	35.7273	3.68456
DTXSID6025567	DSSTox_Substance_Id	DTXSID6025567	Methyl 2-aminobenzoate	134-20-3	Methyl 2-aminobenzoate	DTXCID105567	VAMXMNNIEUEQDV-UHFFFAOYSA-N	COC(=O)C1=C(N)C=CC=C1	2.91743	1.87744
DTXSID7020920	DSSTox_Substance_Id	DTXSID7020920	1-Naphthylamine	134-32-7	Naphthalen-1-amine	DTXCID30920	RUFPHBVGCFYCNW-UHFFFAOYSA-N	NC1=CC=CC2=C1C=CC=C2	16.293	2.25082
DTXSID3044380	DSSTox_Substance_Id	DTXSID3044380	"1,2-Diphenylethanedione"	134-81-6	"Diphenylethane-1,2-dione"	DTXCID1024380	WURBFLDFSFBTLW-UHFFFAOYSA-N	O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1	17.0216	3.37912
DTXSID9037741	DSSTox_Substance_Id	DTXSID9037741	4-Methylbenzophenone	134-84-9	(4-Methylphenyl)(phenyl)methanone	DTXCID7017741	WXPWZZHELZEVPO-UHFFFAOYSA-N	CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	64.5654	3.30577
DTXSID2051687	DSSTox_Substance_Id	DTXSID2051687	4-Chlorobenzophenone	134-85-0	(4-Chlorophenyl)(phenyl)methanone	DTXCID5030242	UGVRJVHOJNYEHR-UHFFFAOYSA-N	ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	254.683	3.35582
DTXSID1051690	DSSTox_Substance_Id	DTXSID1051690	2-Methoxybenzaldehyde	135-02-4	2-Methoxybenzaldehyde	DTXCID0030245	PKZJLOCLABXVMC-UHFFFAOYSA-N	COC1=C(C=O)C=CC=C1	 	1.72056
DTXSID5027061	DSSTox_Substance_Id	DTXSID5027061	2-Naphthalenol	135-19-3	Naphthalen-2-ol	DTXCID907061	JWAZRIHNYRIHIV-UHFFFAOYSA-N	OC1=CC2=C(C=CC=C2)C=C1	32.91	2.70192
DTXSID4021131	DSSTox_Substance_Id	DTXSID4021131	N-Phenyl-2-naphthylamine	135-88-6	N-Phenylnaphthalen-2-amine	DTXCID601131	KEQFTVQCIQJIQW-UHFFFAOYSA-N	N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1	159.588	4.37818
DTXSID2022333	DSSTox_Substance_Id	DTXSID2022333	sec-Butylbenzene	135-98-8	(Butan-2-yl)benzene	DTXCID902333	ZJMWRROPUADPEA-UHFFFAOYSA-N	CCC(C)C1=CC=CC=C1	411.15	4.56822
DTXSID9024934	DSSTox_Substance_Id	DTXSID9024934	Diazoaminobenzene	136-35-6	"1,3-Diphenyltriaz-1-ene"	DTXCID704934	ALIFPGGMJDWMJH-UHFFFAOYSA-N	N(N=NC1=CC=CC=C1)C1=CC=CC=C1	64.2688	3.40114
DTXSID8032544	DSSTox_Substance_Id	DTXSID8032544	"Dipropyl 2,5-pyridinedicarboxylate"	136-45-8	"Dipropyl pyridine-2,5-dicarboxylate"	DTXCID6012544	IITCWRFYJWUUPC-UHFFFAOYSA-N	CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC	6.69885	3.5649
DTXSID9025293	DSSTox_Substance_Id	DTXSID9025293	2-Ethylhexanoic acid	149-57-5	2-Ethylhexanoic acid	DTXCID805293	OBETXYAYXDNJHR-UHFFFAOYSA-N	CCCCC(CC)C(O)=O	4.69	2.64324
DTXSID8040694	DSSTox_Substance_Id	DTXSID8040694	Butyl benzoate	136-60-7	Butyl benzoate	DTXCID6020694	XSIFPSYPOVKYCO-UHFFFAOYSA-N	CCCCOC(=O)C1=CC=CC=C1	15.8489	3.83167
DTXSID1038743	DSSTox_Substance_Id	DTXSID1038743	5-Methyl-1H-benzotriazole	136-85-6	5-Methyl-1H-benzotriazole	DTXCID9018743	LRUDIIUSNGCQKF-UHFFFAOYSA-N	CC1=CC2=C(NN=N2)C=C1	8.93305	1.02688
DTXSID1024467	DSSTox_Substance_Id	DTXSID1024467	2-Aminobenzothiazole	136-95-8	"1,3-Benzothiazol-2-amine"	DTXCID804467	UHGULLIUJBCTEF-UHFFFAOYSA-N	NC1=NC2=C(S1)C=CC=C2	6.39735	1.91201
DTXSID1046182	DSSTox_Substance_Id	DTXSID1046182	Diamthazole	95-27-2	"6-[2-(Diethylamino)ethoxy]-N,N-dimethyl-1,3-benzothiazol-2-amine"	DTXCID9026182	WGMYEOIMVYADRJ-UHFFFAOYSA-N	CCN(CC)CCOC1=CC=C2N=C(SC2=C1)N(C)C	33.1131	1.53493
DTXSID8044547	DSSTox_Substance_Id	DTXSID8044547	2-Heptylcyclopentanone	137-03-1	2-Heptylcyclopentan-1-one	DTXCID6024547	PJXHBTZLHITWFX-UHFFFAOYSA-N	CCCCCCCC1CCCC1=O	39.7192	3.96164
DTXSID8047135	DSSTox_Substance_Id	DTXSID8047135	2-Methylbenzenethiol	137-06-4	2-Methylbenzene-1-thiol	DTXCID6027135	LXUNZSDDXMPKLP-UHFFFAOYSA-N	CC1=CC=CC=C1S	 	2.30387
DTXSID9021398	DSSTox_Substance_Id	DTXSID9021398	"2,4,5-Trimethylaniline"	137-17-7	"2,4,5-Trimethylaniline"	DTXCID601398	BMIPMKQAAJKBKP-UHFFFAOYSA-N	CC1=CC(C)=C(N)C=C1C	9.63829	2.26821
DTXSID5027069	DSSTox_Substance_Id	DTXSID5027069	2-Methyl-1-butanol	137-32-6	2-Methylbutan-1-ol	DTXCID107069	QPRQEDXDYOZYLA-UHFFFAOYSA-N	CCC(C)CO	5.34564	1.28898
DTXSID7042196	DSSTox_Substance_Id	DTXSID7042196	Butyl lactate	138-22-7	Butyl 2-hydroxypropanoate	DTXCID5022196	MRABAEUHTLLEML-UHFFFAOYSA-N	CCCCOC(=O)C(C)O	3.70681	1.67196
DTXSID1045089	DSSTox_Substance_Id	DTXSID1045089	Carzenide	138-41-0	4-Sulfamoylbenzoic acid	DTXCID9025089	UCAGLBKTLXCODC-UHFFFAOYSA-N	NS(=O)(=O)C1=CC=C(C=C1)C(O)=O	0.636796	0.49886
DTXSID7041209	DSSTox_Substance_Id	DTXSID7041209	beta-Terpineol	138-87-4	1-Methyl-4-(prop-1-en-2-yl)cyclohexan-1-ol	DTXCID5021209	RUJPNZNXGCHGID-UHFFFAOYSA-N	CC(=C)C1CCC(C)(O)CC1	19.4984	3.0404
DTXSID7025138	DSSTox_Substance_Id	DTXSID7025138	"N,N-Dimethyl-4-nitrosoaniline"	138-89-6	"N,N-Dimethyl-4-nitrosoaniline"	DTXCID805138	CMEWLCATCRTSGF-UHFFFAOYSA-N	CN(C)C1=CC=C(C=C1)N=O	 	2.02713
DTXSID6020939	DSSTox_Substance_Id	DTXSID6020939	Nitrilotriacetic acid	139-13-9	"2,2',2''-Nitrilotriacetic acid"	DTXCID20939	MGFYIUFZLHCRTH-UHFFFAOYSA-N	OC(=O)CN(CC(O)=O)CC(O)=O	0.0279254	-1.61719
DTXSID9021344	DSSTox_Substance_Id	DTXSID9021344	"4,4'-Thiodianiline"	139-65-1	"4,4'-Sulfanediyldianiline"	DTXCID501344	ICNFHJVPAJKPHW-UHFFFAOYSA-N	NC1=CC=C(SC2=CC=C(N)C=C2)C=C1	 	2.17907
DTXSID8044383	DSSTox_Substance_Id	DTXSID8044383	Diphenyl sulfide	139-66-2	"1,1'-Sulfanediyldibenzene"	DTXCID6024383	LTYMSROWYAPPGB-UHFFFAOYSA-N	S(C1=CC=CC=C1)C1=CC=CC=C1	 	4.4487
DTXSID8041955	DSSTox_Substance_Id	DTXSID8041955	Ethyl diethanolamine	139-87-7	"2,2'-(Ethylazanediyl)di(ethan-1-ol)"	DTXCID6021955	AKNUHUCEWALCOI-UHFFFAOYSA-N	CCN(CCO)CCO	1.06414	-0.570302
DTXSID0026258	DSSTox_Substance_Id	DTXSID0026258	Tris(2-chloroethyl) phosphite	140-08-9	Tris(2-chloroethyl) phosphite	DTXCID706258	LUVCTYHBTXSAMX-UHFFFAOYSA-N	ClCCOP(OCCCl)OCCCl	5.54626	1.33652
DTXSID0020151	DSSTox_Substance_Id	DTXSID0020151	Benzyl acetate	140-11-4	Benzyl acetate	DTXCID40151	QUKGYYKBILRGFE-UHFFFAOYSA-N	CC(=O)OCC1=CC=CC=C1	11.27	1.96276
DTXSID2021492	DSSTox_Substance_Id	DTXSID2021492	Benzyl cyanide	140-29-4	Phenylacetonitrile	DTXCID401492	SUSQOBVLVYHIEX-UHFFFAOYSA-N	N#CCC1=CC=CC=C1	7.70903	1.55957
DTXSID2021997	DSSTox_Substance_Id	DTXSID2021997	1-(2-Aminoethyl)piperazine	140-31-8	2-(Piperazin-1-yl)ethan-1-amine	DTXCID401997	IMUDHTPIFIBORV-UHFFFAOYSA-N	NCCN1CCNCC1	0.699842	-0.70018
DTXSID5041512	DSSTox_Substance_Id	DTXSID5041512	4-Chlorophenylurea	140-38-5	N-(4-Chlorophenyl)urea	DTXCID3021512	RECCURWJDVZHIH-UHFFFAOYSA-N	NC(=O)NC1=CC=C(Cl)C=C1	6.62217	1.79993
DTXSID0046567	DSSTox_Substance_Id	DTXSID0046567	4-Tolyl acetate	140-39-6	4-Methylphenyl acetate	DTXCID8026567	CDJJKTLOZJAGIZ-UHFFFAOYSA-N	CC(=O)OC1=CC=C(C)C=C1	13.0918	2.10774
DTXSID6046391	DSSTox_Substance_Id	DTXSID6046391	Nithiamide	140-40-9	"N-(5-Nitro-1,3-thiazol-2-yl)acetamide"	DTXCID4026391	UJRRDDHEMZLWFI-UHFFFAOYSA-N	CC(=O)NC1=NC=C(S1)[N+]([O-])=O	0.5236	1.29935
DTXSID0020311	DSSTox_Substance_Id	DTXSID0020311	Monuron	150-68-5	"N'-(4-Chlorophenyl)-N,N-dimethylurea"	DTXCID80311	BMLIZLVNXIYGCK-UHFFFAOYSA-N	CN(C)C(=O)NC1=CC=C(Cl)C=C1	11.1173	1.94076
DTXSID4020294	DSSTox_Substance_Id	DTXSID4020294	4'-(Chloroacetyl)acetanilide	140-49-8	N-[4-(Chloroacetyl)phenyl]acetamide	DTXCID20294	VMMDOCYDNRLESP-UHFFFAOYSA-N	CC(=O)NC1=CC=C(C=C1)C(=O)CCl	1.75388	1.57852
DTXSID3020097	DSSTox_Substance_Id	DTXSID3020097	Aramite	140-57-8	1-(4-tert-Butylphenoxy)propan-2-yl 2-chloroethyl sulfite	DTXCID3097	YKFRAOGHWKADFJ-UHFFFAOYSA-N	CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl	 	4.20907
DTXSID9022360	DSSTox_Substance_Id	DTXSID9022360	"4-(1,1,3,3-Tetramethylbutyl)phenol"	140-66-9	"4-(2,4,4-Trimethylpentan-2-yl)phenol"	DTXCID602360	ISAVYTVYFVQUDY-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1	139.637	4.86708
DTXSID0020575	DSSTox_Substance_Id	DTXSID0020575	Estragole	140-67-0	1-Methoxy-4-(prop-2-en-1-yl)benzene	DTXCID40575	ZFMSMUAANRJZFM-UHFFFAOYSA-N	COC1=CC=C(CC=C)C=C1	34.914	3.0209
DTXSID0020527	DSSTox_Substance_Id	DTXSID0020527	Dinitrosopiperazine	140-79-4	"1,4-Dinitrosopiperazine"	DTXCID00527	WNSYEWGYAFFSSQ-UHFFFAOYSA-N	O=NN1CCN(CC1)N=O	0.831764	-0.848713
DTXSID9046572	DSSTox_Substance_Id	DTXSID9046572	Cyacetacide	140-87-4	2-Cyanoacetohydrazide	DTXCID7026572	HPHBOJANXDKUQD-UHFFFAOYSA-N	NNC(=O)CC#N	 	-0.422144
DTXSID4020583	DSSTox_Substance_Id	DTXSID4020583	Ethyl acrylate	140-88-5	Ethyl prop-2-enoate	DTXCID00583	JIGUQPWFLRLWPJ-UHFFFAOYSA-N	CCOC(=O)C=C	 	1.31899
DTXSID6025141	DSSTox_Substance_Id	DTXSID6025141	"1,3-Dimethylolurea"	140-95-4	"N,N'-Bis(hydroxymethyl)urea"	DTXCID305141	QUBQYFYWUJJAAK-UHFFFAOYSA-N	OCNC(=O)NCO	0.0620869	-1.18638
DTXSID7021998	DSSTox_Substance_Id	DTXSID7021998	Dibutyl butanedioate	141-03-7	Dibutyl butanedioate	DTXCID801998	YUXIBTJKHLUKBD-UHFFFAOYSA-N	CCCCOC(=O)CCC(=O)OCCCC	11.2202	2.4381
DTXSID9036690	DSSTox_Substance_Id	DTXSID9036690	Diisobutyl adipate	141-04-8	Bis(2-methylpropyl) hexanedioate	DTXCID7016690	RDOFJDLLWVCMRU-UHFFFAOYSA-N	CC(C)COC(=O)CCCCC(=O)OCC(C)C	19.3197	3.92332
DTXSID8047187	DSSTox_Substance_Id	DTXSID8047187	Citronellyl propionate	141-14-0	"3,7-Dimethyloct-6-en-1-yl propanoate"	DTXCID6027187	POPNTVRHTZDEBW-UHFFFAOYSA-N	CCC(=O)OCCC(C)CCC=C(C)C	76.5597	4.73374
DTXSID5047405	DSSTox_Substance_Id	DTXSID5047405	Citronellyl butyrate	141-16-2	"3,7-Dimethyloct-6-en-1-yl butanoate"	DTXCID3027405	XQPZQXTWYZAXAK-UHFFFAOYSA-N	CCCC(=O)OCCC(C)CCC=C(C)C	66.6807	5.08449
DTXSID3027085	DSSTox_Substance_Id	DTXSID3027085	Bis[2-(2-butoxyethoxy)ethyl] adipate	141-17-3	Bis[2-(2-butoxyethoxy)ethyl] hexanedioate	DTXCID107085	SCABKEBYDRTODC-UHFFFAOYSA-N	CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC	7.62079	3.15136
DTXSID8027086	DSSTox_Substance_Id	DTXSID8027086	Methyl 12-hydroxyoctadecanoate	141-23-1	Methyl 12-hydroxyoctadecanoate	DTXCID507086	RVWOWEQKPMPWMQ-UHFFFAOYSA-N	CCCCCCC(O)CCCCCCCCCCC(=O)OC	44.3609	6.52689
DTXSID3026726	DSSTox_Substance_Id	DTXSID3026726	Citronellol	106-22-9	"3,7-Dimethyloct-6-en-1-ol"	DTXCID006726	QMVPMAAFGQKVCJ-UHFFFAOYSA-N	CC(CCO)CCC=C(C)C	106.66	3.90856
DTXSID6024836	DSSTox_Substance_Id	DTXSID6024836	"3,7-Dimethyl-2,6-octadienal"	5392-40-5	"3,7-Dimethylocta-2,6-dienal"	DTXCID304836	WTEVQBCEXWBHNA-UHFFFAOYSA-N	CC(C)=CCCC(C)=CC=O	 	2.99753
DTXSID6024676	DSSTox_Substance_Id	DTXSID6024676	Butyl acrylate	141-32-2	Butyl prop-2-enoate	DTXCID104676	CQEYYJKEWSMYFG-UHFFFAOYSA-N	CCCCOC(=O)C=C	 	2.35954
DTXSID5024710	DSSTox_Substance_Id	DTXSID5024710	Butyryl chloride	141-75-3	Butanoyl chloride	DTXCID104710	DVECBJCOGJRVPX-UHFFFAOYSA-N	CCCC(Cl)=O	 	0.569043
DTXSID1022001	DSSTox_Substance_Id	DTXSID1022001	Ethyl acetate	141-78-6	Ethyl acetate	DTXCID602001	XEKOWRVHYACXOJ-UHFFFAOYSA-N	CCOC(C)=O	2.61216	0.731494
DTXSID1029170	DSSTox_Substance_Id	DTXSID1029170	4-Methylpent-3-en-2-one	141-79-7	4-Methylpent-3-en-2-one	DTXCID209170	SHOJXDKTYKFBRD-UHFFFAOYSA-N	CC(C)=CC(C)=O	3.25087	1.06352
DTXSID0040127	DSSTox_Substance_Id	DTXSID0040127	"2,6-Diaminopyridine"	141-86-6	"Pyridine-2,6-diamine"	DTXCID8020127	VHNQIURBCCNWDN-UHFFFAOYSA-N	NC1=CC=CC(N)=N1	2.34423	0.681414
DTXSID4047547	DSSTox_Substance_Id	DTXSID4047547	Hydroxycitronellal dimethyl acetal	141-92-4	"8,8-Dimethoxy-2,6-dimethyloctan-2-ol"	DTXCID2027547	QCJVKUULZGKQDG-UHFFFAOYSA-N	COC(CC(C)CCCC(C)(C)O)OC	46.0257	2.61696
DTXSID1022003	DSSTox_Substance_Id	DTXSID1022003	"1,3-Diethylbenzene"	141-93-5	"1,3-Diethylbenzene"	DTXCID402003	AFZZYIJIWUTJFO-UHFFFAOYSA-N	CCC1=CC(CC)=CC=C1	310.456	4.56672
DTXSID2027092	DSSTox_Substance_Id	DTXSID2027092	Ethyl acetoacetate	141-97-9	Ethyl 3-oxobutanoate	DTXCID207092	XYIBRDXRRQCHLP-UHFFFAOYSA-N	CCOC(=O)CC(C)=O	2.40436	0.247043
DTXSID2051716	DSSTox_Substance_Id	DTXSID2051716	2(1H)-Pyridinone	142-08-5	Pyridin-2(1H)-one	DTXCID2030271	UBQKCCHYAOITMY-UHFFFAOYSA-N	O=C1NC=CC=C1	2.5527	-0.57803
DTXSID4025406	DSSTox_Substance_Id	DTXSID4025406	n-Hexyl methacrylate	142-09-6	Hexyl 2-methylprop-2-enoate	DTXCID705406	LNCPIMCVTKXXOY-UHFFFAOYSA-N	CCCCCCOC(=O)C(C)=C	 	3.57599
DTXSID3044754	DSSTox_Substance_Id	DTXSID3044754	Prop-2-en-1-yl heptanoate	142-19-8	Prop-2-en-1-yl heptanoate	DTXCID1024754	SJWKGDGUQTWDRV-UHFFFAOYSA-N	CCCCCCC(=O)OCC=C	17.9061	3.57338
DTXSID6044804	DSSTox_Substance_Id	DTXSID6044804	N-(2-Hydroxyethyl)acetamide	142-26-7	N-(2-Hydroxyethyl)acetamide	DTXCID4024804	PVCJKHHOXFKFRP-UHFFFAOYSA-N	CC(=O)NCCO	0.561048	-1.14993
DTXSID6022004	DSSTox_Substance_Id	DTXSID6022004	"1,3-Dichloropropane"	142-28-9	"1,3-Dichloropropane"	DTXCID802004	YHRUOJUYPBUZOS-UHFFFAOYSA-N	ClCCCCl	10.0462	1.99995
DTXSID6029171	DSSTox_Substance_Id	DTXSID6029171	Cyclopentene	142-29-0	Cyclopentene	DTXCID609171	LPIQUOYDBNQMRZ-UHFFFAOYSA-N	C1CC=CC1	14.1579	2.63403
DTXSID2027096	DSSTox_Substance_Id	DTXSID2027096	"2,5-Dimethyl-3-hexyne-2,5-diol"	142-30-3	"2,5-Dimethylhex-3-yne-2,5-diol"	DTXCID807096	IHJUECRFYCQBMW-UHFFFAOYSA-N	CC(C)(O)C#CC(C)(C)O	 	0.985559
DTXSID8020545	DSSTox_Substance_Id	DTXSID8020545	"2,5-Dithiobiurea"	142-46-1	"Hydrazine-1,2-dicarbothioamide"	DTXCID80545	KCOYHFNCTWXETP-UHFFFAOYSA-N	NC(=S)NNC(N)=S	1.59221	-0.160438
DTXSID3022247	DSSTox_Substance_Id	DTXSID3022247	Nerolidol	7212-44-4	"3,7,11-Trimethyldodeca-1,6,10-trien-3-ol"	DTXCID602247	FQTLCLSUCSAZDY-UHFFFAOYSA-N	CC(C)=CCCC(C)=CCCC(C)(O)C=C	58.2103	4.86179
DTXSID7021607	DSSTox_Substance_Id	DTXSID7021607	Hexanoic acid	142-62-1	Hexanoic acid	DTXCID101607	FUZZWVXGSFPDMH-UHFFFAOYSA-N	CCCCCC(O)=O	2.48	1.91903
DTXSID2027098	DSSTox_Substance_Id	DTXSID2027098	Iminodiacetic acid	142-73-4	"2,2'-Azanediyldiacetic acid"	DTXCID607098	NBZBKCUXIYYUSX-UHFFFAOYSA-N	OC(=O)CNCC(O)=O	0.0954993	-2.01503
DTXSID6024127	DSSTox_Substance_Id	DTXSID6024127	Heptane	142-82-5	Heptane	DTXCID004127	IMNFDUFMRHMDMM-UHFFFAOYSA-N	CCCCCCC	246.66	4.65904
