INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID7022415	DSSTox_Substance_Id	DTXSID7022415	"1,6-Dimethylnaphthalene"	575-43-9	"1,6-Dimethylnaphthalene"	DTXCID302415	CBMXCNPQDUJNHT-UHFFFAOYSA-N	CC1=CC2=C(C=C1)C(C)=CC=C2	549.541	3.91931
DTXSID5045833	DSSTox_Substance_Id	DTXSID5045833	Lactulose	4618-18-2	4-O-beta-D-Galactopyranosyl-beta-D-fructofuranose	DTXCID3025833	JCQLYHFGKNRPGE-FCVZTGTOSA-N	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	 	-3.36519
DTXSID7025001	DSSTox_Substance_Id	DTXSID7025001	"2,3-Dichlorophenol"	576-24-9	"2,3-Dichlorophenol"	DTXCID905001	UMPSXRYVXUPCOS-UHFFFAOYSA-N	OC1=CC=CC(Cl)=C1Cl	38.3707	2.83988
DTXSID9024063	DSSTox_Substance_Id	DTXSID9024063	"2,6-Dimethylphenol"	576-26-1	"2,6-Dimethylphenol"	DTXCID404063	NXXYKOUNUYWIHA-UHFFFAOYSA-N	CC1=CC=CC(C)=C1O	11.749	2.36024
DTXSID6025723	DSSTox_Substance_Id	DTXSID6025723	2-Nitroacetophenone	577-59-3	1-(2-Nitrophenyl)ethan-1-one	DTXCID705723	SUGXZLKUDLDTKX-UHFFFAOYSA-N	CC(=O)C1=CC=CC=C1[N+]([O-])=O	7.12853	1.2817
DTXSID6046131	DSSTox_Substance_Id	DTXSID6046131	Iodoalphionic acid	577-91-3	"3-(4-Hydroxy-3,5-diiodophenyl)-2-phenylpropanoic acid"	DTXCID4026131	IKYIXZSIKOYSLD-UHFFFAOYSA-N	OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C1=CC=CC=C1	41.5911	3.66503
DTXSID2025634	DSSTox_Substance_Id	DTXSID2025634	5-Methyl-2-nitroaniline	578-46-1	5-Methyl-2-nitroaniline	DTXCID205634	IGDYNWKWXUCIJB-UHFFFAOYSA-N	CC1=CC=C(C(N)=C1)[N+]([O-])=O	5.87489	1.4742
DTXSID0042242	DSSTox_Substance_Id	DTXSID0042242	2-Ethylaniline	578-54-1	2-Ethylaniline	DTXCID8022242	MLPVBIWIRCKMJV-UHFFFAOYSA-N	CCC1=C(N)C=CC=C1	8.18465	1.74099
DTXSID7046386	DSSTox_Substance_Id	DTXSID7046386	Cyclovalone	579-23-7	"2,6-Bis[(4-hydroxy-3-methoxyphenyl)methylidene]cyclohexan-1-one"	DTXCID5026386	DHKKONBXGAAFTB-UHFFFAOYSA-N	COC1=CC(C=C2CCCC(=CC3=CC=C(O)C(OC)=C3)C2=O)=CC=C1O	10.0462	3.49016
DTXSID6027218	DSSTox_Substance_Id	DTXSID6027218	"2,6-Diethylaniline"	579-66-8	"2,6-Diethylaniline"	DTXCID607218	FOYHNROGBXVLLX-UHFFFAOYSA-N	CCC1=CC=CC(CC)=C1N	14.5211	2.74118
DTXSID2022462	DSSTox_Substance_Id	DTXSID2022462	3-Phenylphenol	580-51-8	"[1,1'-Biphenyl]-3-ol"	DTXCID602462	UBXYXCRCOKCZIT-UHFFFAOYSA-N	OC1=CC=CC(=C1)C1=CC=CC=C1	40.0867	3.22981
DTXSID0029187	DSSTox_Substance_Id	DTXSID0029187	"2,6-Dimethylnaphthalene"	581-42-0	"2,6-Dimethylnaphthalene"	DTXCID309187	YGYNBBAUIYTWBF-UHFFFAOYSA-N	CC1=CC2=C(C=C1)C=C(C)C=C2	639.735	4.311
DTXSID9025536	DSSTox_Substance_Id	DTXSID9025536	2-Mercaptobenzimidazole	583-39-1	"1,3-Dihydro-2H-benzimidazole-2-thione"	DTXCID805536	YHMYGUUIMTVXNW-UHFFFAOYSA-N	S=C1NC2=CC=CC=C2N1	4.40555	1.66037
DTXSID6040375	DSSTox_Substance_Id	DTXSID6040375	"1,2-Butanediol"	584-03-2	"Butane-1,2-diol"	DTXCID4020375	BMRWNKZVCUKKSR-UHFFFAOYSA-N	CCC(O)CO	1.67109	-0.426802
DTXSID9033058	DSSTox_Substance_Id	DTXSID9033058	"4-Amino-1,2,4-triazole"	584-13-4	"4H-1,2,4-Triazol-4-amine"	DTXCID7013058	FMCUPJKTGNBGEC-UHFFFAOYSA-N	NN1C=NN=C1	0.899498	-0.24805
DTXSID8051629	DSSTox_Substance_Id	DTXSID8051629	Succinimide	123-56-8	"Pyrrolidine-2,5-dione"	DTXCID3030181	KZNICNPSHKQLFF-UHFFFAOYSA-N	O=C1CCC(=O)N1	0.377572	-0.671552
DTXSID8035180	DSSTox_Substance_Id	DTXSID8035180	Allethrin	584-79-2	"2-Methyl-4-oxo-3-(prop-2-en-1-yl)cyclopent-2-en-1-yl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate"	DTXCID6015180	ZCVAOQKBXKSDMS-UHFFFAOYSA-N	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C	93.3254	4.78026
DTXSID7026156	DSSTox_Substance_Id	DTXSID7026156	"Toluene 2,4-diisocyanate"	584-84-9	"2,4-Diisocyanato-1-methylbenzene"	DTXCID901361	DVKJHBMWWAPEIU-UHFFFAOYSA-N	CC1=CC=C(C=C1N=C=O)N=C=O	 	0.64666
DTXSID9044825	DSSTox_Substance_Id	DTXSID9044825	3-tert-Butylphenol	585-34-2	3-tert-Butylphenol	DTXCID7024825	CYEKUDPFXBLGHH-UHFFFAOYSA-N	CC(C)(C)C1=CC=CC(O)=C1	29.1072	3.30058
DTXSID0027222	DSSTox_Substance_Id	DTXSID0027222	Terpinolene	586-62-9	1-Methyl-4-(propan-2-ylidene)cyclohex-1-ene	DTXCID507222	MOYAFQVGZZPNRA-UHFFFAOYSA-N	CC(C)=C1CCC(C)=CC1	501.72	4.46976
DTXSID8046531	DSSTox_Substance_Id	DTXSID8046531	Piconol	586-98-1	(Pyridin-2-yl)methanol	DTXCID6026531	SHNUBALDGXWUJI-UHFFFAOYSA-N	OCC1=NC=CC=C1	2.76058	0.0612552
DTXSID3041409	DSSTox_Substance_Id	DTXSID3041409	2-Chloro-N-phenylacetamide	587-65-5	2-Chloro-N-phenylacetamide	DTXCID1021409	VONWPEXRCLHKRJ-UHFFFAOYSA-N	ClCC(=O)NC1=CC=CC=C1	4.27563	1.63031
DTXSID4021975	DSSTox_Substance_Id	DTXSID4021975	Diphenylamine	122-39-4	N-Phenylaniline	DTXCID001975	DMBHHRLKUKUOEG-UHFFFAOYSA-N	N(C1=CC=CC=C1)C1=CC=CC=C1	72.277	3.49877
DTXSID7023722	DSSTox_Substance_Id	DTXSID7023722	Trolnitrate	7077-34-1	"Nitrilotri(ethane-2,1-diyl) trinitrate"	DTXCID103722	HWKQNAWCHQMZHK-UHFFFAOYSA-N	[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O	 	-0.921411
DTXSID5025574	DSSTox_Substance_Id	DTXSID5025574	4-Methylbenzyl alcohol	589-18-4	(4-Methylphenyl)methanol	DTXCID205574	KMTDMTZBNYGUNX-UHFFFAOYSA-N	CC1=CC=C(CO)C=C1	8.70964	1.57919
DTXSID3044334	DSSTox_Substance_Id	DTXSID3044334	3-Methylhexane	589-34-4	3-Methylhexane	DTXCID308974	VLJXXKKOSFGPHI-UHFFFAOYSA-N	CCCC(C)CC	255.859	4.09658
DTXSID2021608	DSSTox_Substance_Id	DTXSID2021608	3-Hexanone	589-38-8	Hexan-3-one	DTXCID501608	PFCHFHIRKBAQGU-UHFFFAOYSA-N	CCCC(=O)CC	7.6913	1.47689
DTXSID5027223	DSSTox_Substance_Id	DTXSID5027223	Butyl propionate	590-01-2	Butyl propanoate	DTXCID907223	BTMVHUNTONAYDX-UHFFFAOYSA-N	CCCCOC(=O)CC	11.0917	2.20152
DTXSID2021496	DSSTox_Substance_Id	DTXSID2021496	Bromoacetonitrile	590-17-0	Bromoacetonitrile	DTXCID001496	REXUYBKPWIPONM-UHFFFAOYSA-N	BrCC#N	3.22107	0.974367
DTXSID1021619	DSSTox_Substance_Id	DTXSID1021619	3-Methylbutanal	590-86-3	3-Methylbutanal	DTXCID201619	YGHRJJRRZDOVPD-UHFFFAOYSA-N	CC(C)CC=O	 	1.06983
DTXSID7047693	DSSTox_Substance_Id	DTXSID7047693	alpha-Angelica lactone	591-12-8	5-Methylfuran-2(3H)-one	DTXCID5027693	QOTQFLOTGBBMEX-UHFFFAOYSA-N	CC1=CCC(=O)O1	 	-0.130675
DTXSID3024659	DSSTox_Substance_Id	DTXSID3024659	3-Bromotoluene	591-17-3	1-Bromo-3-methylbenzene	DTXCID704659	WJIFKOVZNJTSGO-UHFFFAOYSA-N	CC1=CC=CC(Br)=C1	74.4732	3.41198
DTXSID5052254	DSSTox_Substance_Id	DTXSID5052254	"3,5-Dimethylpyridine"	591-22-0	"3,5-Dimethylpyridine"	DTXCID0030825	HWWYDZCSSYKIAD-UHFFFAOYSA-N	CC1=CC(C)=CN=C1	10.7647	1.7786
DTXSID3024497	DSSTox_Substance_Id	DTXSID3024497	3-Aminophenol	591-27-5	3-Aminophenol	DTXCID704497	CWLKGDAVCFYWJK-UHFFFAOYSA-N	NC1=CC(O)=CC=C1	4.96592	0.211272
DTXSID5044447	DSSTox_Substance_Id	DTXSID5044447	3-Methoxybenzaldehyde	591-31-1	3-Methoxybenzaldehyde	DTXCID3024447	WMPDAIZRQDCGFH-UHFFFAOYSA-N	COC1=CC=CC(C=O)=C1	 	1.71171
DTXSID2025006	DSSTox_Substance_Id	DTXSID2025006	"3,5-Dichlorophenol"	591-35-5	"3,5-Dichlorophenol"	DTXCID905006	VPOMSPZBQMDLTM-UHFFFAOYSA-N	OC1=CC(Cl)=CC(Cl)=C1	55.335	3.61675
DTXSID8021648	DSSTox_Substance_Id	DTXSID8021648	4-Oxopentanoic acid	123-76-2	4-Oxopentanoic acid	DTXCID701648	JOOXCMJARBKPKM-UHFFFAOYSA-N	CC(=O)CCC(O)=O	0.619441	-0.488538
DTXSID9024437	DSSTox_Substance_Id	DTXSID9024437	Allyl acetate	591-87-7	Prop-2-en-1-yl acetate	DTXCID904437	FWZUNOYOVVKUNF-UHFFFAOYSA-N	CC(=O)OCC=C	2.71644	0.97279
DTXSID6020222	DSSTox_Substance_Id	DTXSID6020222	N-Butylurea	592-31-4	N-Butylurea	DTXCID20222	CNWSQCLBDWYLAN-UHFFFAOYSA-N	CCCCNC(N)=O	1.30017	0.411102
DTXSID4025402	DSSTox_Substance_Id	DTXSID4025402	1-Hexene	592-41-6	Hex-1-ene	DTXCID105402	LIKMAJRDDDTEIG-UHFFFAOYSA-N	CCCCC=C	86.896	3.39013
DTXSID4049323	DSSTox_Substance_Id	DTXSID4049323	"1,5-Hexadiene"	592-42-7	"Hexa-1,5-diene"	DTXCID9029279	PYGSKMBEVAICCR-UHFFFAOYSA-N	C=CCCC=C	72.4436	2.86999
DTXSID5027227	DSSTox_Substance_Id	DTXSID5027227	"1,4-Hexadiene"	592-45-0	"Hexa-1,4-diene"	DTXCID00809752	PRBHEGAFLDMLAL-UHFFFAOYSA-N	CC=CCC=C	80.9096	2.83017
DTXSID0027228	DSSTox_Substance_Id	DTXSID0027228	4-Pentenenitrile	592-51-8	Pent-4-enenitrile	DTXCID907228	CFEYBLWMNFZOPB-UHFFFAOYSA-N	C=CCCC#N	4.67735	0.334018
DTXSID4022070	DSSTox_Substance_Id	DTXSID4022070	2-Tridecanone	593-08-8	Tridecan-2-one	DTXCID302070	CYIFVRUOHKNECG-UHFFFAOYSA-N	CCCCCCCCCCCC(C)=O	71.7794	5.67989
DTXSID4024014	DSSTox_Substance_Id	DTXSID4024014	Dibromodichloromethane	594-18-3	Dibromo(dichloro)methane	DTXCID304014	IHUREIPXVFKEDT-UHFFFAOYSA-N	ClC(Cl)(Br)Br	11.1173	2.74867
DTXSID7030060	DSSTox_Substance_Id	DTXSID7030060	"2,2-Dichloropropane"	594-20-7	"2,2-Dichloropropane"	DTXCID5010060	ZEOVXNVKXIPWMS-UHFFFAOYSA-N	CC(C)(Cl)Cl	10.9396	1.86141
DTXSID6025854	DSSTox_Substance_Id	DTXSID6025854	Perchloromethyl mercaptan	594-42-3	Trichloro(chlorosulfanyl)methane	DTXCID205854	RYFZYYUIAZYQLC-UHFFFAOYSA-N	ClSC(Cl)(Cl)Cl	24.7172	2.47666
DTXSID4032954	DSSTox_Substance_Id	DTXSID4032954	2-Hydroxyisobutyric acid	594-61-6	2-Hydroxy-2-methylpropanoic acid	DTXCID2012954	BWLBGMIXKSTLSX-UHFFFAOYSA-N	CC(C)(O)C(O)=O	0.566239	-0.359143
DTXSID7024798	DSSTox_Substance_Id	DTXSID7024798	2-Chloro-2-nitropropane	594-71-8	2-Chloro-2-nitropropane	DTXCID704798	JQYFSFNSNVRUPY-UHFFFAOYSA-N	CC(C)(Cl)[N+]([O-])=O	 	0.996216
DTXSID4021638	DSSTox_Substance_Id	DTXSID4021638	"1,1-Dichloro-1-nitroethane"	594-72-9	"1,1-Dichloro-1-nitroethane"	DTXCID401638	OQOGEOLRYAOSKO-UHFFFAOYSA-N	CC(Cl)(Cl)[N+]([O-])=O	 	0.704198
DTXSID9040683	DSSTox_Substance_Id	DTXSID9040683	Megestrol acetate	595-33-5	"6-Methyl-3,20-dioxopregna-4,6-dien-17-yl acetate"	DTXCID7020683	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C	61.6595	3.2903
DTXSID0032811	DSSTox_Substance_Id	DTXSID0032811	"2,2-Dimethylbutanoic acid"	595-37-9	"2,2-Dimethylbutanoic acid"	DTXCID8012811	VUAXHMVRKOTJKP-UHFFFAOYSA-N	CCC(C)(C)C(O)=O	2.46604	1.89959
DTXSID7024904	DSSTox_Substance_Id	DTXSID7024904	C.I. Solvent Red 72	596-03-2	"4',5'-Dibromo-3',6'-dihydroxy-3H-spiro[[2]benzofuran-1,9'-xanthen]-3-one"	DTXCID804904	ZDTNHRWWURISAA-UHFFFAOYSA-N	OC1=C(Br)C2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(Br)=C(O)C=C1	68.5488	3.72557
DTXSID7041417	DSSTox_Substance_Id	DTXSID7041417	"2-Nitro-2-ethyl-1,3-propanediol"	597-09-1	"2-Ethyl-2-nitropropane-1,3-diol"	DTXCID5021417	YADISKICBOYXFS-UHFFFAOYSA-N	CCC(CO)(CO)[N+]([O-])=O	 	-1.03635
DTXSID6021581	DSSTox_Substance_Id	DTXSID6021581	"2,2-Dimethylbutanedioic acid"	597-43-3	"2,2-Dimethylbutanedioic acid"	DTXCID901581	GOHPTLYPQCTZSE-UHFFFAOYSA-N	CC(C)(CC(O)=O)C(O)=O	0.369828	0.360222
DTXSID8020834	DSSTox_Substance_Id	DTXSID8020834	Methyl carbamate	598-55-0	Methyl carbamate	DTXCID60834	GTCAXTIRRLKXRU-UHFFFAOYSA-N	COC(N)=O	0.587489	-0.659727
DTXSID9027233	DSSTox_Substance_Id	DTXSID9027233	2-Bromopropionic acid	598-72-1	2-Bromopropanoic acid	DTXCID207233	MONMFXREYOKQTI-UHFFFAOYSA-N	CC(Br)C(O)=O	1.04232	0.920016
DTXSID3024362	DSSTox_Substance_Id	DTXSID3024362	"1,1,2-Trichloropropane"	598-77-6	"1,1,2-Trichloropropane"	DTXCID604362	GRSQYISVQKPZCW-UHFFFAOYSA-N	CC(Cl)C(Cl)Cl	13.9637	2.40087
DTXSID0021545	DSSTox_Substance_Id	DTXSID0021545	2-Chloropropanoic acid	598-78-7	2-Chloropropanoic acid	DTXCID301545	GAWAYYRQGQZKCR-UHFFFAOYSA-N	CC(Cl)C(O)=O	1.01859	0.437691
DTXSID3044962	DSSTox_Substance_Id	DTXSID3044962	"3,3'-Sulphonyldianiline"	599-61-1	"3,3'-Sulfonyldianiline"	DTXCID1024962	LJGHYPLBDBRCRZ-UHFFFAOYSA-N	NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1	4.19759	1.08211
DTXSID3022536	DSSTox_Substance_Id	DTXSID3022536	4-Cumylphenol	599-64-4	4-(2-Phenylpropan-2-yl)phenol	DTXCID502536	QBDSZLJBMIMQRS-UHFFFAOYSA-N	CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1	191.867	3.69079
DTXSID3032832	DSSTox_Substance_Id	DTXSID3032832	"2,3-Dibromopropionic acid"	600-05-5	"2,3-Dibromopropanoic acid"	DTXCID1012832	ZMYAKSMZTVWUJB-UHFFFAOYSA-N	OC(=O)C(Br)CBr	2.58226	1.69538
DTXSID9049326	DSSTox_Substance_Id	DTXSID9049326	Methylpyruvate	600-22-6	Methyl 2-oxopropanoate	DTXCID8029282	CWKLZLBVOJRSOM-UHFFFAOYSA-N	COC(=O)C(C)=O	1.03039	-0.130729
DTXSID2024797	DSSTox_Substance_Id	DTXSID2024797	1-Chloro-1-nitropropane	600-25-9	1-Chloro-1-nitropropane	DTXCID304797	XEKUXTMJEFPWCG-UHFFFAOYSA-N	CCC(Cl)[N+]([O-])=O	 	1.21101
DTXSID4027236	DSSTox_Substance_Id	DTXSID4027236	"2,3-Dinitrotoluene"	602-01-7	"1-Methyl-2,3-dinitrobenzene"	DTXCID407236	DYSXLQBUUOPLBB-UHFFFAOYSA-N	CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O	6.3387	1.88883
DTXSID9025166	DSSTox_Substance_Id	DTXSID9025166	"1,8-Dinitronaphthalene"	602-38-0	"1,8-Dinitronaphthalene"	DTXCID905166	AVCSMMMOCOTIHF-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=CC2=CC=CC(=C12)[N+]([O-])=O	13.6144	2.52104
DTXSID5025730	DSSTox_Substance_Id	DTXSID5025730	9-Nitroanthracene	602-60-8	9-Nitroanthracene	DTXCID805730	LSIKFJXEYJIZNB-UHFFFAOYSA-N	[O-][N+](=O)C1=C2C=CC=CC2=CC2=CC=CC=C12	134.896	4.77681
DTXSID3020960	DSSTox_Substance_Id	DTXSID3020960	5-Nitroacenaphthene	602-87-9	"5-Nitro-1,2-dihydroacenaphthylene"	DTXCID10960	CUARLQDWYSRQDF-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23	37.9315	3.84962
DTXSID5026251	DSSTox_Substance_Id	DTXSID5026251	Triphenylphosphine	603-35-0	Triphenylphosphane	DTXCID906251	RIOQSEWOXXDEQQ-UHFFFAOYSA-N	C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1	444.631	5.68934
DTXSID8025628	DSSTox_Substance_Id	DTXSID8025628	2-Methyl-3-nitroaniline	603-83-8	2-Methyl-3-nitroaniline	DTXCID505628	HFCFJYRLBAANKN-UHFFFAOYSA-N	CC1=C(N)C=CC=C1[N+]([O-])=O	6.1235	1.42108
DTXSID4049327	DSSTox_Substance_Id	DTXSID4049327	2-Hydroxyanthraquinone	605-32-3	"2-Hydroxyanthracene-9,10-dione"	DTXCID3029283	GCDBEYOJCZLKMC-UHFFFAOYSA-N	OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O	64.121	3.37148
DTXSID2040731	DSSTox_Substance_Id	DTXSID2040731	Diisopropyl phthalate	605-45-8	"Dipropan-2-yl benzene-1,2-dicarboxylate"	DTXCID0020731	QWDBCIAVABMJPP-UHFFFAOYSA-N	CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C	22.4905	2.83141
DTXSID4025165	DSSTox_Substance_Id	DTXSID4025165	"1,5-Dinitronaphthalene"	605-71-0	"1,5-Dinitronaphthalene"	DTXCID505165	ZUTCJXFCHHDFJS-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=CC2=C(C=CC=C12)[N+]([O-])=O	9.88553	2.58035
DTXSID8027032	DSSTox_Substance_Id	DTXSID8027032	2-Amino-2-methylpropan-1-ol	124-68-5	2-Amino-2-methylpropan-1-ol	DTXCID407032	CBTVGIZVANVGBH-UHFFFAOYSA-N	CC(C)(N)CO	1.27057	-0.91689
DTXSID7044768	DSSTox_Substance_Id	DTXSID7044768	8-Bromotheophylline	10381-75-6	"8-Bromo-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione"	DTXCID5024768	SKTFQHRVFFOHTQ-UHFFFAOYSA-N	CN1C2=C(NC(Br)=N2)C(=O)N(C)C1=O	1.58855	-0.0964503
DTXSID5020528	DSSTox_Substance_Id	DTXSID5020528	"2,6-Dinitrotoluene"	606-20-2	"2-Methyl-1,3-dinitrobenzene"	DTXCID30528	XTRDKALNCIHHNI-UHFFFAOYSA-N	CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O	6.20869	2.09847
DTXSID9025164	DSSTox_Substance_Id	DTXSID9025164	"1,3-Dinitronaphthalene"	606-37-1	"1,3-Dinitronaphthalene"	DTXCID105164	ULALSFRIGPMWRS-UHFFFAOYSA-N	[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O	19.8609	2.82913
DTXSID6020985	DSSTox_Substance_Id	DTXSID6020985	8-Nitroquinoline	607-35-2	8-Nitroquinoline	DTXCID00985	OQHHSGRZCKGLCY-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=CC2=CC=CN=C12	19.9986	1.40246
DTXSID2020971	DSSTox_Substance_Id	DTXSID2020971	2-Nitrofluorene	607-57-8	2-Nitro-9H-fluorene	DTXCID60971	XFOHWECQTFIEIX-UHFFFAOYSA-N	[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1	110.917	3.38107
DTXSID0025571	DSSTox_Substance_Id	DTXSID0025571	"2-Methyl-1,3-benzenediol"	608-25-3	"2-Methylbenzene-1,3-diol"	DTXCID005571	ZTMADXFOCUXMJE-UHFFFAOYSA-N	CC1=C(O)C=CC=C1O	6.53131	0.961443
DTXSID1046051	DSSTox_Substance_Id	DTXSID1046051	D-Galactitol	608-66-2	D-Galactitol	DTXCID101526731	FBPFZTCFMRRESA-GUCUJZIJNA-N	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	 	 
DTXSID9022079	DSSTox_Substance_Id	DTXSID9022079	Pentabromophenol	608-71-9	Pentabromophenol	DTXCID902079	SVHOVVJFOWGYJO-UHFFFAOYSA-N	OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br	763.836	5.04909
DTXSID7024247	DSSTox_Substance_Id	DTXSID7024247	Pentachlorobenzene	608-93-5	"1,2,3,4,5-Pentachlorobenzene"	DTXCID804247	CEOCDNVZRAIOQZ-UHFFFAOYSA-N	ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl	5741.16	5.17409
DTXSID3049330	DSSTox_Substance_Id	DTXSID3049330	Ethyl 2-chloroacetoacetate	609-15-4	Ethyl 2-chloro-3-oxobutanoate	DTXCID8029286	RDULEYWUGKOCMR-UHFFFAOYSA-N	CCOC(=O)C(Cl)C(C)=O	2.61216	0.996718
DTXSID4026212	DSSTox_Substance_Id	DTXSID4026212	"3,4,5-Trichlorophenol"	609-19-8	"3,4,5-Trichlorophenol"	DTXCID106212	GBNHEBQXJVDXSW-UHFFFAOYSA-N	OC1=CC(Cl)=C(Cl)C(Cl)=C1	105.925	4.00742
DTXSID7020427	DSSTox_Substance_Id	DTXSID7020427	"2,6-Dichloro-1,4-benzenediamine"	609-20-1	"2,6-Dichlorobenzene-1,4-diamine"	DTXCID90427	HQCHAOKWWKLXQH-UHFFFAOYSA-N	NC1=CC(Cl)=C(N)C(Cl)=C1	25.527	1.90086
DTXSID8022080	DSSTox_Substance_Id	DTXSID8022080	"2,4,6-Triiodophenol"	609-23-4	"2,4,6-Triiodophenol"	DTXCID602080	VAPDZNUFNKUROY-UHFFFAOYSA-N	OC1=C(I)C=C(I)C=C1I	 	4.49903
DTXSID5041641	DSSTox_Substance_Id	DTXSID5041641	"2,5-Dimethylbenzenesulfonic acid"	609-54-1	"2,5-Dimethylbenzene-1-sulfonic acid"	DTXCID3021641	IRLYGRLEBKCYPY-UHFFFAOYSA-N	CC1=CC=C(C)C(=C1)S(O)(=O)=O	6.16595	1.07871
DTXSID9027239	DSSTox_Substance_Id	DTXSID9027239	"4-Methyl-2,6-dinitrophenol"	609-93-8	"4-Methyl-2,6-dinitrophenol"	DTXCID607239	HOYRZHJJAHRMLL-UHFFFAOYSA-N	CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O	2.75423	1.85328
DTXSID4025741	DSSTox_Substance_Id	DTXSID4025741	2-Nitrobenzoyl chloride	610-14-0	2-Nitrobenzoyl chloride	DTXCID505741	BWWHTIHDQBHTHP-UHFFFAOYSA-N	[O-][N+](=O)C1=C(C=CC=C1)C(Cl)=O	 	1.92241
DTXSID0025733	DSSTox_Substance_Id	DTXSID0025733	2-Nitrobenzamide	610-15-1	2-Nitrobenzamide	DTXCID005733	KLGQWSOYKYFBTR-UHFFFAOYSA-N	NC(=O)C1=CC=CC=C1[N+]([O-])=O	3.47536	-0.109784
DTXSID8027240	DSSTox_Substance_Id	DTXSID8027240	"3,4-Dinitrotoluene"	610-39-9	"4-Methyl-1,2-dinitrobenzene"	DTXCID307240	INYDMNPNDHRJQJ-UHFFFAOYSA-N	CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O	6.18016	2.07865
DTXSID7025768	DSSTox_Substance_Id	DTXSID7025768	(2-Nitrophenyl)acetonitrile	610-66-2	(2-Nitrophenyl)acetonitrile	DTXCID905768	YPRFCQAWSNWRLM-UHFFFAOYSA-N	[O-][N+](=O)C1=C(CC#N)C=CC=C1	5.26017	1.30421
DTXSID8044701	DSSTox_Substance_Id	DTXSID8044701	Methyl 2-chlorobenzoate	610-96-8	Methyl 2-chlorobenzoate	DTXCID6024701	JAVRNIFMYIJXIE-UHFFFAOYSA-N	COC(=O)C1=C(Cl)C=CC=C1	11.995	2.38459
DTXSID3024998	DSSTox_Substance_Id	DTXSID3024998	"2,4-Dichloro-1-nitrobenzene"	611-06-3	"2,4-Dichloro-1-nitrobenzene"	DTXCID104998	QUIMTLZDMCNYGY-UHFFFAOYSA-N	[O-][N+](=O)C1=CC=C(Cl)C=C1Cl	107.895	3.07004
DTXSID2050403	DSSTox_Substance_Id	DTXSID2050403	1-Ethyl-2-methylbenzene	611-14-3	1-Ethyl-2-methylbenzene	DTXCID5029477	HYFLWBNQFMXCPA-UHFFFAOYSA-N	CCC1=CC=CC=C1C	207.491	3.53166
DTXSID3027241	DSSTox_Substance_Id	DTXSID3027241	2-Chlorobenzyl chloride	611-19-8	1-Chloro-2-(chloromethyl)benzene	DTXCID707241	BASMANVIUSSIIM-UHFFFAOYSA-N	ClCC1=CC=CC=C1Cl	174.582	3.55785
DTXSID3041661	DSSTox_Substance_Id	DTXSID3041661	2-Hydroxybenzonitrile	611-20-1	2-Hydroxybenzonitrile	DTXCID1021661	CHZCERSEMVWNHL-UHFFFAOYSA-N	OC1=C(C=CC=C1)C#N	4.63447	1.60963
DTXSID3021065	DSSTox_Substance_Id	DTXSID3021065	2-Nitrosotoluene	611-23-4	1-Methyl-2-nitrosobenzene	DTXCID901065	TWLBRQVYXPMCFK-UHFFFAOYSA-N	CC1=C(C=CC=C1)N=O	 	2.03074
